title,subtitle,categories,description,series,edition,firstPublishDate,published_year,characters,format,isbn10,isbn13,asin,image_url,average_rating,awards,bbeScore,bbeVotes,isBestSeller,isEditorsPick,isGoodReadsChoice,likedPercent,numRatings,pages,publisher,ratingsByStars,ratings_count,setting,soldBy,author_list
Feather,,"['Paranormal', 'Angels', 'Young Adult', 'Fantasy', 'Romance', 'Paranormal Romance', 'Magic', 'Urban Fantasy', 'Supernatural', 'Mystery']","FOR FULLY EDITED VERSION, SEARCH FEATHER: SECOND EDITION...This is the limited release UNEDITED author's copy of Feather. Estella's magical life as an orphan was never easy, and at eighteen, she is finally free. In her desperate attempt to leave the city behind and unravel her strange talents, she flees to a secluded college nestled deep in the forests of the North Cascades. It is here that she hopes to escape her painful life, and forgotten past. As classes begin, Elle struggles to find her place, until she meets Professor Edgar. Young, handsome, yet terrifying, Elle is suddenly intrigued. Despite her fear of him, she finds the strange attraction mesmerizing, dangerous, and somehow familiar. As their acquaintance grows, she is suddenly drawn further into a life she never knew she lived, in a place that finally feels like home. As her happiness returns, so do the demons of her forgotten past. It is here that she finds herself faced with the sacrifice of her life, and the beginning of a journey deeply rooted in our existence. Feather takes us into the darkest regions of our soul, into a world where we only dream to exist. Book one of the series introduces us to this new world, a place closely rooted in our dreams, and a place we ve all been. Begin the journey your soul craves, in a world where warrior's spring from the earth and magic is all around us.",Feather #1,,02/01/08,2009,[],Paperback,,9780982272503,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327430862l/6313326.jpg,3.51,[],194.0,2.0,,,,80.0,895.0,352,Crimson Oak Publising,"['224', '254', '240', '107', '70']",,[],,['Abra Ebner']
Fire on the Mountain (Hb),,Antislavery movements,"Eighteenth-century Britain was the world's leading exponent of the slave trade: profits soared and among the beneficiaries were the Church of England and London's Tate Gallery. Yet in the space of a few short years, beginning in 1788, a group of Abolitionists moved the cause of anti-slavery to the very centre of British political life, from the floor of Parliament to the homes of 300,000 people boycotting Caribbean sugar. At their head was Thomas Clarkson, a divinity student who travelled 35,000 miles on horseback documenting abuses, talking to supporters, and evading attempts on his life. With Granville Sharp and James Phillips he founded the Society for Effecting the Abolition of the Slave Trade, and gave platforms to freed slaves such as Olaudah Equiano, who had experienced the horrors in full. Clarkson's movement resembled nothing England had ever seen before: outside both Parliament and Church, it was the first major embodiment of the forces that today we call civil society, and Hochschild, drawing on the voluminous letters and journals of the characters involved, brings it compellingly to life.",,,,2005.0,,,0333904915,9780333904916,,,4.27,,,,,,,,,467.0,,,13.0,,,['Adam Hochschild']
Fortune Smiles,,"['Short Stories', 'Fiction', 'Contemporary', 'Literary Fiction', 'Literature', 'Adult Fiction', 'Audiobook', 'Adult', 'Short Story Collection', 'American']","In six masterly stories, Johnson delves deep into love and loss, natural disasters, the influence of technology, and how the political shapes the personal. “Nirvana"" portrays a programmer, whose wife has a rare disease, finding solace in a digital simulacrum of the president of the United States. In “Hurricanes Anonymous,” a young man searches for the mother of his son in a Louisiana devastated by Hurricanes Katrina and Rita. “George Orwell Was a Friend of Mine” follows a former warden of a Stasi prison in East Germany who vehemently denies his past, even as pieces of it are delivered in packages to his door. And in the unforgettable title story, Johnson returns to his signature subject, North Korea, depicting two defectors from Pyongyang who are trying to adapt to their new lives in Seoul, while one cannot forget the woman he left behind.Unnerving, riveting, and written with a timeless quality, these stories confirm Johnson as one of America’s greatest writers and an indispensable guide to our new century.",,,,August 18th 2015,[],Hardcover,,9780812997477,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433869084l/24042913.jpg,4.02,"['National Book Award for Fiction (2015)', 'Los Angeles Times Book Prize Nominee for Fiction (2015)', 'The Story Prize (2015)', ""The Sunday Times EFG Short Story Award for 'Nirvana' (2014)""]",32.0,1.0,,,,94.0,9402.0,304,Random House,"['3141', '4026', '1691', '412', '132']",,"['Palo Alto, California (United States)', 'Lake Charles (United States)', 'Berlin (Germany)', 'San Francisco, California (United States)', 'Burbank, California (United States)', 'Seoul, South Korea (Korea, Republic of)']",,['Adam Johnson']
Finding the Uncommon Deal: A Top New York Lawyer Explains How to Buy a Home for the Lowest Possible Price,,['Business'],"Take advantage of today's real estate market to find great properties at incredible prices Our recent economic meltdown transformed real estate from a popular investment to financial kryptonite. Too many people purchased homes with mortgages they simply could never afford. The good news: Great deals are out there for the taking. Finding the Uncommon Deal gives you the secrets to discovering and successfully negotiating the lowest prices for the most prized properties available.Discover how to go beyond Internet listings to get on-the-ground intelligence on the best deals Get proven negotiating skills to close the deal at a rock-bottom price The author has assisted thousands in purchasing homes as a broker and investor.If you're successful enough to afford a home, then you probably have the skills needed to get a great deal in today's market. Finding the Uncommon Deal gives you the keys to leverage your skills for success and savings, opening the door to today's best properties and lowest prices.",,,03/16/11,April 19th 2011,[],Paperback,,9780470943663,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348036473l/10287581.jpg,3.68,[],100.0,1.0,,,,89.0,53.0,230,Wiley,"['12', '21', '14', '3', '3']",,[],,['Adam Leitman Bailey']
Frankenstein Makes a Sandwich,,Juvenile Nonfiction,"Stories in verse about the monster-sized problems Dracula, Wolfman, Bigfoot and other monsters have.",,,,2006.0,,,0152057668,9780152057664,,http://books.google.com/books/content?id=OUJaTc8S874C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.21,,,,,,,,,40.0,,,1860.0,,,['Adam Rex']
Frankenstein Makes a Sandwich,,"['Picture Books', 'Poetry', 'Halloween', 'Childrens', 'Humor', 'Monsters', 'Fiction', 'Horror', 'Fantasy', 'Juvenile']","You think you've got problems? Dracula, Wolfman, Bigfoot--now they have problems.

Monster-sized.

You try to address Dracula's hygiene issues. And don't even get me started on the Phantom of the Opera.

Really, just read this book.",,,,September 1st 2006,[],Hardcover,,9780152057664,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1285597645l/18486.jpg,4.21,"[""North Carolina Children's Book Award (2008)""]",63.0,1.0,,,,95.0,2009.0,40,Harcourt,"['953', '641', '322', '66', '27']",,[],,['Adam Rex']
Falling Leaves: The Memoir of an Unwanted Chinese Daughter,,"['Nonfiction', 'Memoir', 'China', 'Biography', 'Asia', 'History', 'Autobiography', 'Biography Memoir', 'Asian Literature', 'Historical']","Born in 1937 in a port city a thousand miles north of Shanghai, Adeline Yen Mah was the youngest child of an affluent Chinese family who enjoyed rare privileges during a time of political and cultural upheaval. But wealth and position could not shield Adeline from a childhood of appalling emotional abuse at the hands of a cruel and manipulative Eurasian stepmother. Determined to survive through her enduring faith in family unity, Adeline struggled for independence as she moved from Hong Kong to England and eventually to the United States to become a physician and writer.A compelling, painful, and ultimately triumphant story of a girl's journey into adulthood, Adeline's story is a testament to the most basic of human needs: acceptance, love, and understanding. With a powerful voice that speaks of the harsh realities of growing up female in a family and society that kept girls in emotional chains, Falling Leaves is a work of heartfelt intimacy and a rare authentic portrait of twentieth-century China.",,,11/05/97,April 6th 1999,[],Paperback,,9780767903578,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1423952608l/54529.jpg,3.9,[],75.0,1.0,,,,93.0,24305.0,278,Broadway Books,"['7006', '9720', '5986', '1245', '348']",,[],,['Adeline Yen Mah']
Frostbite,,"['Fantasy', 'Dragons', 'Young Adult', 'Magic', 'Romance', 'Paranormal', 'Shapeshifters', 'Paranormal Romance', 'New Adult', 'Fiction']","Losing Lucian McKenzie, the Prince of her heart and discovering her true identity has made Elena Watkins' life almost unbearable. However, new trials will test the 17 year-old's strength and push her to limits she didn’t think were possible.Only a mysterious offer from Blake Leaf, the Rubicon and a dragon predestined for evil, reveals there may be a light at the end of Elena’s dark tunnel.With the life she thought she knew crashing down around her, Elena will have to face a monumental decision about the fate of Paegeia. She can either make peace with Blake’s demands or try once again to unravel the Queen’s secrets that lie deep within her dragon, Tanya La Frey’s, heart.The third heart pounding novel in The Dragonian Series by Adrienne Woods",The Dragonian #3,1st Edition,03/07/15,March 9th 2015,[],Paperback,,9780994664112,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421134629l/20737639.jpg,4.3,[],294.0,3.0,,,,97.0,4701.0,450,Fire Quill Publishing,"['2427', '1449', '672', '112', '41']",,[],,['Adrienne Woods']
Firebolt,,"['Fantasy', 'Dragons', 'Young Adult', 'Romance', 'Magic', 'Paranormal', 'Fiction', 'Shapeshifters', 'Supernatural', 'Young Adult Fantasy']","Dragons. Right. Teenage girls don’t believe in fairy tales, and sixteen-year old Elena Watkins was no different.Until the night a fairy tale killed her father.Now Elena’s in a new world, and a new school. The cutest guy around may be an evil dragon, a Prince wants Elena’s heart, and a long dead sorcerer may be waking up to kill her. Oh. And the only way Elena’s going to graduate is on the back of a dragon of her own.Teenage girls don’t believe in fairy tales. Now it’s time for Elena to believe – in herself.",The Dragonian #1,,11/17/13,Published,[],Kindle Edition,,9780998471426,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389538870l/20517266.jpg,3.98,[],597.0,6.0,,,,90.0,7978.0,306,GMTA,"['3219', '2456', '1512', '524', '267']",,[],,['Adrienne Woods']
Fable,,"['Fantasy', 'Young Adult', 'Pirates', 'Romance', 'Young Adult Fantasy', 'Fiction', 'Adventure', 'High Fantasy', 'Audiobook', 'Science Fiction Fantasy']","A newer edition of ISBN 9781250254368 can be found here.For seventeen-year-old Fable, the daughter of the most powerful trader in the Narrows, the sea is the only home she has ever known. It’s been four years since the night she watched her mother drown during an unforgiving storm. The next day her father abandoned her on a legendary island filled with thieves and little food. To survive she must keep to herself, learn to trust no one, and rely on the unique skills her mother taught her. The only thing that keeps her going is the goal of getting off the island, finding her father, and demanding her rightful place beside him and his crew. To do so Fable enlists the help of a young trader named West to get her off the island and across the Narrows to her father. But her father’s rivalries and the dangers of his trading enterprise have only multiplied since she last saw him, and Fable soon finds that West isn't who he seems. Together, they will have to survive more than the treacherous storms that haunt the Narrows if they're going to stay alive.  Welcome to a world made dangerous by the sea and by those who wish to profit from it. Where a young girl must find her place and her family while trying to survive in a world built for men. Fable takes you on a spectacular journey filled with romance, intrigue, and adventure.",Fable #1,,,September 1st 2020,[],Hardcover,,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1590354131l/44012880.jpg,4.26,[],91.0,1.0,,,,97.0,4761.0,357,Wednesday Books,"['2188', '1780', '653', '118', '22']",,[],,['Adrienne Young']
Five Little Pigs,,"['Mystery', 'Fiction', 'Crime', 'Classics', 'Detective', 'Mystery Thriller', 'British Literature', 'Audiobook', 'Murder Mystery', 'Thriller']","It was an open and shut case. All the evidence said Caroline Crale poisoned her philandering husband, a brilliant painter. She was quickly and easily convicted and sentenced to life in prison.  Now, sixteen years later, in a posthumous letter, Mrs. Crale has assured her grown daughter that she was innocent. But instead of setting the young woman's mind at ease, the letter only raises disquieting questions. Did Caroline indeed write the truth? And if she didn't kill her husband, who did?To find out, the Crale’s daughter asks Hercule Poirot to reopen the case. His investigation takes him deep into the conflicting memories and motivations of the five other people who were with the Crales on the fatal day. With his keen understanding of human psychology, he manages to discover the surprising truth behind the artist's death.",Hercule Poirot #25,,05/29/42,December 15th 1985,['Hercule Poirot'],Paperback,,9780425093252,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429422068l/121648.jpg,4.01,[],242.0,4.0,,,,97.0,43225.0,224,Berkley,"['13398', '18461', '9878', '1245', '243']",,[],,['Agatha Christie']
Five Complete Hercule Poirot Novels: ABC Murders / Cards on the Table / Death on the Nile / Murder on the Orient Express / Thirteen at Dinner,,"['Mystery', 'Fiction', 'Classics', 'Crime', 'Suspense', 'Anthologies', 'Novels', 'Mystery Thriller', 'Detective', 'Adult']",Novels included; Thirteen at Dinner/Murder on The Orient Express/The ABC Murders/Cards on the Table/ Death on the Nile.,,,01/01/80,August 19th 1987,[],Hardcover,,9780517309766,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436062517l/408478._SY475_.jpg,4.52,[],92.0,1.0,,,,98.0,3277.0,663,Random House Value Pub,"['2099', '851', '275', '35', '17']",,[],,['Agatha Christie']
Four and Twenty Blackbirds,,"['Mystery', 'Fiction', 'Crime', 'Classics', 'Short Stories', 'Mystery Thriller', 'Audiobook', 'Cozy Mystery', 'Detective', 'British Literature']","A classic Agatha Christie short story, available individually for the first time as an ebook.Hercule Poirot is about to tuck into a very traditional English supper with his old friend Bonnington, when the habit and ritual of a lone diner sparks his interest more than the chestnut turkey. The lone diner has eaten there on Thursdays and Tuesdays for the last ten years like clockwork, but, no one at the restaurant even knows his name. However, ‘Old Father Time,’ as they have fondly nicknamed him, suddenly stops coming and Poirot believes that he might have picked up that one essential clue that could shed light on a man who no one really knows. Could what Old Father Time strangely ordered as his final meal prove to be the only thing that makes this suspicious?",,Abridged,October 1989,November 1st 1989,['Hercule Poirot'],Audiobook,,9780886462475,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1266897747l/1797221.jpg,3.88,[],45.0,1.0,,,,95.0,1137.0,0,DH Audio,"['316', '424', '340', '54', '3']",,[],,['Agatha Christie']
Fanny Owen,,"['Portugal', 'Romance', 'Portuguese Literature', 'Fiction', 'Literature']","Fanny Owen é uma história verídica passada em 1850 entre José Augusto Pinto de Magalhães (proprietário da quinta do Lodeiro, poeta rapaz triste e desinteressado da vida), Fanny Owen (filha do coronel Owen, auxiliar e conselheiro militar de D. Pedro aquando das lutas liberais) e o próprio Camilo Castelo Branco, com apenas vinte e três anos e , portanto, ainda longe do romancista famoso que viria a ser mais tarde.",,"Colecção Mil Folhas, #31",01/01/79,2002,[],Hardcover,,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550978709l/6507717.jpg,3.5,[],52.0,1.0,,,,84.0,344.0,222,Público,"['58', '126', '104', '42', '14']",,[],,['Agustina Bessa-Luís']
Falling Completely,,"['Romance', 'Contemporary', 'Contemporary Romance', 'New Adult', 'Humor', 'Firefighters', 'College']","MALIYAFalling in love is not for me. I don’t do relationships, they never end well.I don’t believe in fate, soul mates or happy, fairy tale endings. I’m definitely not a sweet little princess in search of her prince. I have a plan to follow and falling in love is not part of that plan.Nothing is going to change my mind.Not even a domineering, gorgeous, blue-eyed firefighter who seems to be everywhere I go.CALEBThe moment I saw her, I knew.I knew the funny, curvy, raven haired beauty was supposed to be mine.She may not agree with me at the moment, but I’m a patient man.I’m not afraid to play dirty to get what I want.And I want Maliya Abbott.When her sister decides to move from London, across the Atlantic Ocean to Starling Falls to run an estranged relative’s bakery, Maliya Abbott is pretty sure her sister has lost her ever-loving mind. Not wanting to be separated from the only family she has left, Maliya goes with her, a move that was only supposed to last a year. After all, training to be a doctor at the same University her parents did had always been her goal. What she hadn’t planned on, was meeting Caleb Jameson. A man who is adamant they are destined to be together. That would be great, if she actually believed in any of that crap. She also hadn’t planned on his insane, lovable, meddling family trying to derail her plans.Maliya is a smart girl. She knows what she wants and what she doesn’t want. She definitely wants to go to Oxford University and train to become a doctor. She definitely does NOT want anything to do with Caleb Jameson. Now, if only she could get her stupid heart to listen to her head.Authors Note: 18+ For mature readers only. Book contains graphic language, scenes of a very sexual nature, a dirty-talking and determined alpha male, a sassy and food obsessed heroine who talks to herself far too much, a cynical and suspicious geriatric aunt, a meddlesome family, some very unhelpful friends, a mind controlling goldfish and a possibly cannibalistic cat…",Starling Falls #1,,,January 14th 2016,[],ebook,,9781310527463,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1452691972l/28528911._SY475_.jpg,3.95,[],8.0,1.0,,,,91.0,532.0,216,Smashwords Edition,"['189', '191', '104', '31', '17']",,[],,['Aidan Willows']
Fashion and Fiction: Dress in Art and Literature in Stuart England,,"['Fashion', 'History', '17th Century']","Relatively few garments survive from before the eighteenth century, and the history of costume in the preceding centuries must therefore rely to a great extent on literary and visual evidence. This book, the first of its kind, examines Stuart England through the mirror of dress. It argues that both artistic and literary sources can be read and decoded for important information on dress and the way it was perceived in a period of immense political, social, and cultural change.Focusing on the rich visual culture of the seventeenth century, including portraits, engravings, fashion plates, and sculpture, and on literary sources—poetry, drama, essays, sermons—the distinguished historian of dress Aileen Ribeiro creates a fascinating account of Stuart dress and how it both reflected and influenced society. Supported by a wealth of illustrative images, she explores such varied themes as court costumes, the masque, the ways in which political and religious ideologies could be expressed in dress, and the importance of London as a fashion center. This beautiful book is an indispensable and authoritative account of what people wore and how it related to Stuart England’s cultural climate.",,,,March 28th 2006,[],Hardcover,,9780300109993,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328869995l/532509.jpg,4.33,[],89.0,1.0,,,,100.0,21.0,352,Yale University Press,"['9', '10', '2', '0', '0']",,[],,['Aileen Ribeiro']
Fractured Heart,,"['Poetry', 'LGBT']","An honest and frank insight into the mind of a bipolar sufferer, this is a compilation of poems and stories spanning nine years. sometimes dark, sometimes haunting, this book will stay with you long after you've put it down.",,Second Editio,01/18/12,February 20th 2012,[],Paperback,,9781471607363,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1330202933l/13500206.jpg,4.8,[],100.0,1.0,,,,100.0,10.0,119,Aimee Lewis Books,"['9', '0', '1', '0', '0']",,[],,['Aimee Lewis']
