title,subtitle,categories,description,series,edition,firstPublishDate,published_year,characters,format,isbn10,isbn13,asin,image_url,average_rating,awards,bbeScore,bbeVotes,isBestSeller,isEditorsPick,isGoodReadsChoice,likedPercent,numRatings,pages,publisher,ratingsByStars,ratings_count,setting,soldBy,author_list
"23 Minutes In Hell: One Man's Story About What He Saw, Heard, and Felt in That Place of Torment",,"['Christian', 'Nonfiction', 'Religion', 'Christianity', 'Spirituality', 'Memoir', 'Christian Non Fiction', 'Faith', 'Biography', 'Death']","New York Times Best Seller and Over 1 million copies sold! Over 750 5-Star reviewsWiese’s visit to the devil’s lair lasted just twenty-three minutes, but he returned with vivid details etched in his memory, capturing the attention of national media, including the Christian Broadcasting Network, Daystar Television Network, Trinity Broadcasting Network, the Miracle Channel, Sid Roth’s It’s Supernatural!, Sean Hannity’s America, Charisma News, and many others.  Bill Wiese experienced something so horrifying it continues to captivate the world. He saw the searing flames of hell, felt total isolation, smelled the putrid and rotting stench, heard deafening screams of agony, and experienced terrorizing demons. Finally the strong hand of God lifted him out of the pit. Now Wiese shares his insights on commonly asked questions such as:Is hell a literal burning place?Where is hell?Do you have a body in hell?Are there degrees of punishment in hell?Are there children in hell?Can demons torment people in hell?Can “good” people go to hell?",,,,January 30th 2006,[],Paperback,,9781591858829,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328756775l/299795.jpg,3.82,[],82.0,1.0,,,,86.0,6318.0,192,Charisma House,"['2300', '1746', '1406', '550', '316']",,[],,['Bill Wiese']
24 Hours by Greg Iles Lesson Plans,,[],"The 24 Hours lesson plan contains a variety of teaching materials that cater to all learning styles. Inside you'll find 30 Daily Lessons, 20 Fun Activities, 180 Multiple Choice Questions, 60 Short Essay Questions, 20 Essay Questions, Quizzes/Homework Assignments, Tests, and more. The lessons and activities will help students gain an intimate understanding of the text; while the tests and quizzes will help you evaluate how well the students have grasped the material.",,,07/12/11,August 2nd 2012 ,[],Kindle Edition,,B008SCOUUS,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394263532l/21269638.jpg,4.13,[],80.0,1.0,,,,96.0,53.0,294,,"['23', '18', '10', '0', '2']",,[],,['Bookrags']
21st Century American,,[],"This is book 1 in a series of books by Byron Goines entitled 21st Century American, which chronicles the journey of the 21st Century American into the future and examines the ideology of both political parties as the United States of America journeys together as a nation. Progression and regression is examined in the context of the direction in which the United States is moving under Democratic and Republican leadership. This book includes a presentation of ideas on how the United States can proceed forward into the future with upward mobility going to the top and beyond as it continues forward progression united as one nation under God, indivisible, with liberty and justice for all. Setbacks, such as the 2013 United States Supreme Court decision concerning the Voting Rights Act will not stop progression as losses will be regained and the United States will continue with forward momentum. This book is a must-listen for everyone in favor of forward momentum for the United States.",,,,June 4th 2013,[],Audiobook,,B00E4QKJYS,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375639587l/18283363.jpg,5.0,[],94.0,1.0,,,,,1.0,,Byron Goines,[],,[],,['Byron Goines']
29 Gifts: How a Month of Giving Can Change Your Life,,"['Nonfiction', 'Self Help', 'Memoir', 'Inspirational', 'Spirituality', 'Health', 'Biography', 'Audiobook', 'Psychology', 'Biography Memoir']","At age thirty-five, Cami Walker was burdened by a battle with multiple sclerosis, a chronic neurological condition that made it difficult for her to walk, work, or enjoy her life. Seeking a remedy for her depression after being hospitalized, she received an uncommon prescription from an African medicine woman: Give to others for 29 days.29 Gifts is the insightful story of the author's life change as she embraces and reflects on the naturally reciprocal process of giving and receiving. Many of Walker's gifts were simple —a phone call, spare change, a Kleenex. Yet the acts were transformative. By Day 29, not only had Walker's health and happiness improved, but she had created a worldwide giving movement.The book also includes personal essays from others whose lives changed for the better by giving, plus pages for the reader to record their own journey. More than a memoir, 29 Gifts offers inspiring lessons on how a simple daily practice of altruism can dramatically alter your outlook on the world.",,,10/05/09,October 6th 2009,[],Hardcover,,9780738213569,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442925833l/6584140._SX318_.jpg,3.64,[],98.0,1.0,,,,88.0,2965.0,256,Da Capo Lifelong Books,"['661', '1010', '925', '297', '72']",,[],,['Cami Walker']
2011 Christmas Collection Anthology: Sensual/Spicy,,['Romance'],,,,10/24/11,November 1st 2011,[],,,9781466448469,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348846725l/12899350.jpg,4.47,[],68.0,1.0,,,,100.0,15.0,166,Victory Tales Press,"['10', '2', '3', '0', '0']",,[],,"['Cheryl Pierson', 'Kit Prate', 'Sarah J. McNeal', 'Christine E. Schulze', 'Stephanie Burkhart']"
2 States: The Story of My Marriage,,"['Fiction', 'Romance', 'Indian Literature', 'India', 'Contemporary', 'Novels', 'Young Adult', 'Drama', 'Humor', 'Romantic']","Love marriages around the world are simple: Boy loves girl. Girl loves boy. They get married. In India, there are a few more steps: Boy loves Girl. Girl loves Boy. Girl's family has to love boy. Boy's family has to love girl. Girl's Family has to love Boy's Family. Boy's family has to love girl's family. Girl and Boy still love each other. They get married.Welcome to 2 States, a story about Krish and Ananya. They are from two different states of India, deeply in love and want to get married. Of course, their parents don't agrees. To convert their love story into a love marriage, the couple have a tough battle in front of them. For it is easy to fight and rebel, but it is much harder to convince. Will they make it?From the author of blockbusters Five Point Someone, One Night @ the Call Center and The 3 Mistakes of My Life, comes another witty tale about inter-community marriages in modern india.",,,,October 8th 2009,"['Krish', 'Ananya']",Paperback,,9788129115300,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1255292027l/6969361.jpg,3.43,[],694.0,8.0,,,,81.0,85026.0,269,Rupa & Co,"['15495', '25858', '27615', '11611', '4447']",,"['Ahmedabad (India)', 'New Delhi (India)', 'Chennai (India)']",,['Chetan Bhagat']
2 States / Revolution 2020 / Five Point Someone / The 3 Mistakes of My Life / One Night @ The Call Centre,,"['Fiction', 'Romance']","The collection is a must-buy for Chetan Bhagat fans. The combo pack includes One Night @ The Call Center, Five Point Someone, The Three Mistakes of My Life, 2 States and Revolution 2020.One Night @ The Call Centre tells the story of five young rather lackadaisical youngsters and an old man, who suddenly discover a mission in life, after a call from God.Five Point Someone is the story of three students struggling to cope with the boredom and monotony of studying in one of India’s most prestigious educational institutions.The Three Mistakes of My Life is set in Gujarat against the backdrop of riots, and tells the tale of three boys who make decisions that cost them their businesses, and many lives.2 States is a love story that tells its own tale of modern India, as a north Indian boy and a south Indian girl try to get their parents to agree to their match.Revolution 2020 sees Chetan Bhagat back to commenting on India’s academic scenario in his usual style, through a gripping tale of corruption and love.",,,01/01/11,October 1st 2011,[],Paperback,,9788129119131,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355423427l/16605795.jpg,3.85,[],100.0,1.0,,,,89.0,1418.0,,Rupa,"['479', '464', '315', '109', '51']",,[],,['Chetan Bhagat']
2012: The Return of Quetzalcoatl,,"['Nonfiction', 'Spirituality', 'Philosophy', 'Religion', 'History', 'Occult', 'Cultural', 'Metaphysics', 'Reference', 'New Age']","Read Daniel Pinchbeck's posts on the Penguin BlogCross James Merrill, H. P. Lovecraft, and Carlos Castaneda -each imbued with a twenty-first-century aptitude for quantum theory and existential psychology-and you get the voice of Daniel Pinchbeck. And yet, nothing quite prepares us for the lucidity, rationale, and informed audacity of this seeker, skeptic, and cartographer of hidden realms. Throughout the 1990s, Pinchbeck had been a member of New York's literary select. He wrote for publications such as ""The New York Times Magazine,"" ""Esquire,"" and ""Harper's Bazaar."" His first book, ""Breaking Open the Head,"" was heralded as the most significant on psychedelic experimentation since the work of Terence McKenna. But slowly something happened: Rather than writing from a journalistic remove, Pinchbeck-his literary powers at their peak-began to participate in the shamanic and metaphysical belief systems he was encountering. As his psyche and body opened to new experience, disparate threads and occurrences made sense like never before: Humanity, every sign pointed, is precariously balanced between greater self-potential and environmental disaster. The Mayan calendar's ""end date"" of 2012 seems to define our present age: It heralds the end of one way of existence and the return of another, in which the serpent god Quetzalcoatl reigns anew, bringing with him an unimaginably ancient-yet, to us, wholly new-way of living. A result not just of study but also of participation, ""2012"" tells the tale of a single man in whose trials we ultimately recognize our own hopes and anxieties about modern life.",,,11/06/06,May 4th 2006,['Quetzalcoatl'],Hardcover,,9781585424832,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309283883l/1814.jpg,3.42,[],90.0,1.0,,,,79.0,1703.0,408,Tarcher,"['335', '508', '506', '240', '114']",,[],,['Daniel Pinchbeck']
200 Quilt Blocks to Mix & Match,,Crafts & Hobbies,Discover the beauty and ease of mixing and matching in this easy-to-follow guide that contains 200 simple quilt blocks that open the door to a variety of contemporary and traditional designs. 200 photos.,,,,2005.0,,,0896892026,9780896892026,,http://books.google.com/books/content?id=jnRQuQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.09,,,,,,,,,128.0,,,5.0,,,['Davina Thomas']
2000 Years of Dick Fiction,,[],"2000 YEARS OF DICK FICTION Selected Stories from Two Millennia by Dick Ward Copyright © 2012 by Dick Ward All rights reserved. Published by: PRESS LIGHTLY NO STARCH & SONS UNLIMITED, LTD. (a Dick Ward entity) Fallbrook, CA — December 12, 2012 What is this? It is a book of 16 short stories, written by Dick Ward, over the past two thousand years. It contains 308 pages of Hilarity, or Some Humor, or Some Other Things. Are all of the stories offensive, salacious or mean? No, they are not. Many are not. Is there much humor? Yes, one would hope so. Who should read this book? The book is written for a small target market of open-minded adults who can read, and who do read, and who enjoy laughter on occasion. Perhaps it is you. How is it then, perchance, that I might be enabled to acquire more information—should I wish it—on this humorous work of Dick Fiction? Glad you asked. Go to www.dickfiction.com and, once thither, there are several stories for you to sample, a description of all contents, a profile of the humorous author (“Get to Know a Dick”), blurbs, radio interviews, and more fun for the whole family. Except for the children. 2000 YEARS OF DICK FICTION is written solely for mature and immature adults over the age of 18. No children! You kids, you go way now! We close!",,First,,December 12th 2012,[],Paperback,,9780615728827,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362407057l/17474543.jpg,5.0,[],100.0,1.0,,,,100.0,2.0,318,2000 Years of Dick Fiction,[],,[],,['Dick Ward']
21 Days To Improve Your Sleep Hygiene & Lose Weight: Is Sleep a Necessity or a Luxury?,,[],"This book will educate, enlighten, motivate, and help you to respect sleep. We all need and want to get the quality sleep we deserve to survive. Most of us, take sleep for granted as if it is something we do not need. In essence, Sleep is next to air...we need it to heal.",,,,September 28th 2018,[],Paperback,,9781513634111,,,5.0,[],26.0,1.0,,,,,1.0,64,Movement Publishing,[],,[],,['Donata D Mooring']
24:01 One Minute After (Free at Smashwords.com),,"['Anthologies', 'Short Stories', 'Science Fiction']","An anthology of horror, science fiction and fantasy short stories, some dark and some light but all challenging the bounds of your imagination. You will begin with an experiment in nano-biotechnology gone very wrong, end with an alternate reality on Olde Aearth, and in between experience everything from dragons and wizards to a hurricane and misadventures in space!",,,,January 13th 2012,[],ebook,,9781465978592,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1330590804l/13506171.jpg,3.29,[],82.0,1.0,,,,71.0,24.0,218,Smashwords,"['7', '3', '7', '4', '3']",,[],,['Eric Diehl']
2012,,[],"A fast-paced thriller that races from ancient Egypt to the present in the U.S., China and Europe.

Against a background of ever-increasing International tension and devastating disasters, a middle-aged, drunken, ex-Special Forces soldier, with nothing to lose, teams up with the young daughter of an M.I.T. Robotics Engineer.

Their Mission: Stop the End of the World!",,,,2009,[],Kindle Edition,,B0037CF224,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327971810l/8434300.jpg,3.92,[],98.0,1.0,,,,84.0,25.0,384,,"['12', '3', '6', '4', '0']",,[],,['Eric J. Gates']
200 Years of Australian Cricket: 1804-2004,,[],,,,,January 1st 2004,[],Hardcover,,9781405036412,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421490376l/10244260.jpg,4.25,[],92.0,1.0,,,,100.0,8.0,720,Macmillan _,"['4', '2', '2', '0', '0']",,[],,"['Garrie Hutchinson', 'John Ross']"
24 Hours,,"['Thriller', 'Fiction', 'Mystery', 'Suspense', 'Crime', 'Mystery Thriller', 'Audiobook', 'Adult', 'Contemporary', 'Novels']","24 HOURS --- that's how long it takes a madman to pull off the perfect crime. He's done it before, he'll do it again, and no one can stop him.

But this time, he's just picked the wrong family to terrorize. Because Will and Karen Jennings aren't going to watch helplessly as he victimizes them. And they aren't going to let him get away with it.",,,08/07/00,June 1st 2001,[],Paperback,,9780340770061,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347233161l/80634.jpg,4.01,[],97.0,1.0,,,,95.0,10678.0,448,Coronet Books (GB),"['3575', '4293', '2257', '434', '119']",,[],,['Greg Iles']
23:27,,"['Contemporary', 'Young Adult', 'Fiction']","Fame. Money. Glory.These were all the things that you would expect from being famous. The bait that the producers of the industry would tempt you with to get you on their side.What they don't tell you though are all the inner tragedies that come along just as quickly. They don't tell you about the heartache that occurs when you realize that this wasn't what you wanted at all.They don't tell you about the pressure that's always on the verge of crushing you when you're forced to do everything that the public demands for and not what you truly desire.They don't tell you about the self-hatred that would soon take over your entire being at the thought that you will never be good enough.No - they don't tell you these things at all.But, Lilith Rose will.When Lilith Rose, lead singer to one of the most famous rock bands around gets tired of all the lies and secrets that comes with being famous.She decides that it's time for all of it to stop and ends up revealing everything on a Facebook live stream.The result...""Part of me wants to die tonight, part of me wants it to be an accident,and part of me wants someone to notice and save me."" - Lilith Rose.",,,,November 24th 2017,[],ebook,,9781386932499,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1494048423l/34826332._SY475_.jpg,3.93,[],300.0,3.0,,,,84.0,114.0,284,CaDaVa Publishing,"['53', '27', '16', '9', '9']",,[],,['H. L Roberts']
23 Things They Don't Tell You about Capitalism,,"['Economics', 'Nonfiction', 'Politics', 'Business', 'History', 'Finance', 'Philosophy', 'Money', 'Society', 'Audiobook']","Thing 1: There is no such thing as free market. Thing 4: The washing machine has changed the world more than the Internet. Thing 5: Assume the worst about people, and you get the worst. Thing 13: Making rich people richer doesn't make the rest of us richer.If you've wondered how we did not see the economic collapse coming, Ha-Joon Chang knows the answer: We didn't ask what they didn't tell us about capitalism. This is a lighthearted book with a serious purpose: to question the assumptions behind the dogma and sheer hype that the dominant school of neoliberal economists-the apostles of the freemarket-have spun since the Age of Reagan.Chang, the author of the international bestseller Bad Samaritans, is one of the world's most respected economists, a voice of sanity-and wit-in the tradition of John Kenneth Galbraith and Joseph Stiglitz. 23 Things They Don't Tell You About Capitalism equips readers with an understanding of how global capitalism works-and doesn't. In his final chapter, ""How to Rebuild the World,"" Chang offers a vision of how we can shape capitalism to humane ends, instead of becoming slaves of the market.Ha-Joon Chang teaches in the Faculty of Economics at the University of Cambridge. His books include the bestselling Bad Samaritans: The Myth of Free Trade and the Secret History of Capitalism. His Kicking Away the Ladder received the 2003 Myrdal Prize, and, in 2005, Chang was awarded the Leontief Prize for Advancing the Frontiers of Economic Thought.",,,03/10/10,January 2nd 2011,[],Hardcover,,9781608191666,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316738602l/8913542.jpg,3.98,['Best Book of Ideas Prize Nominee (2011)'],390.0,4.0,,,,94.0,8396.0,286,Bloomsbury Publishing PLC,"['2536', '3708', '1676', '362', '114']",,[],,['Ha-Joon Chang']
2004 - Thanks for the Vodka,,[],,,,,December 31st 2015,[],ebook,,B01A2HXUOI,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1452292509l/28489915._SY475_.jpg,4.66,[],91.0,1.0,,,,94.0,35.0,620,Karl Wiggins,"['28', '4', '1', '2', '0']",,[],,"['Harpie', 'Karl Wiggins']"
