title,subtitle,categories,description,series,edition,firstPublishDate,published_year,characters,format,isbn10,isbn13,asin,image_url,average_rating,awards,bbeScore,bbeVotes,isBestSeller,isEditorsPick,isGoodReadsChoice,likedPercent,numRatings,pages,publisher,ratingsByStars,ratings_count,setting,soldBy,author_list
Guardian,,"['Paranormal', 'Angels', 'Fantasy', 'Young Adult', 'Magic', 'Romance', 'Urban Fantasy', 'Fiction', 'Paranormal Romance', 'Mystery']","In Book Two, Guardian, Estella finds herself lost, but not alone as her new friend and Guardian Sam helps to nurse her back to reality after the horrifying events of last winter. Just as Elle gives into the inevitable, the White Cat returns, revealing a past secret no one knew and unlocking a key that could help Estella get it all back. As they work to decipher the memories left behind, Elle and her friends embark on a journey that rivals that of Jewels Vern, in a world full of magic and darkness. Come follow Estella as she travels through dreams and into the darkest center of the world, where mystical creatures fight to protect what’s sacred, Gods trick their very creations, and ancient heroes become friends. Book Two explores the journey we all must take to prove ourselves. As we face our darkest fears, we often find a renewed sense of ourselves, and an empowerment that leaves you wanting more. Come enter a new world, a place where many have already found solace, adventure, and love...",Feather #2,,05/09/09,,[],Kindle Edition,,B0029U2WFU,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1268548916l/6498268.jpg,3.7,[],93.0,1.0,,,,88.0,482.0,314,,"['131', '148', '143', '48', '12']",,[],,['Abra Ebner']
God in Search of Man: A Philosophy of Judaism,,"['Religion', 'Judaism', 'Philosophy', 'Jewish', 'Theology', 'Nonfiction', 'Judaica', 'Spirituality', 'History', 'Christianity']","Abraham Joshua Heschel was one of the most revered religious leaders of the 20th century, and God in Search of Man and its companion volume, Man Is Not Alone, two of his most important books, are classics of modern Jewish theology. God in Search of Man combines scholarship with lucidity, reverence, and compassion as Dr. Heschel discusses not man's search for God but God's for man--the notion of a Chosen People, an idea which, he writes, ""signifies not a quality inherent in the people but a relationship between the people and God."" It is an extraordinary description of the nature of Biblical thought, and how that thought becomes faith.",,,10/30/55,June 1st 1976,[],Paperback,,9780374513313,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316638623l/533868.jpg,4.37,[],108.0,2.0,,,,97.0,1371.0,437,"Farrar, Straus and Giroux","['774', '392', '158', '35', '12']",,[],,['Abraham Joshua Heschel']
Going Gone,,"['Mystery', 'Drama', 'Contemporary', 'Adult', 'Fiction', 'Young Adult', 'Novels', 'Short Stories']","What is a single life worth? In our modern world, where wars are on the cusp of igniting at a moment’s notice, new diseases ravage entire populations, and hidden atrocities erase the lives of thousands, what can the death of a single person mean?It can mean the tenuous line between peace and destruction.Kurt Ramis knows this, as he watches the aftermath of an assassination on his television set. His years in the CIA have prepared him for such a dreadful day.“Rasul” knows this, as he follows his young guide down the streets of New York City, with a gift for his adopted country.The soldiers and sentries of Camelot’s Corridor, deep under the sands of Texas know this, as they prepare the secret bunker for the President’s arrival.Mike Keogh knows this, as he remembers fallen friends, betrayals, and mention of a secretive monster named the Tangerine Demon.Jessie Rosen will know it soon enough, as she descends the steps to Kubrá, to meet her deliverer. Her new family descends those steps as well, calling for their Lord to hear their prayers.Phil Barr begrudgingly knows this, as he cowers in his palatial Hollywood Hills mansion, murderers and thugs auditioning on live TV, sirens ringing in his ears. This wasn’t how his charmed life was supposed to turn out.And DaRWIn knows this best of all, as it predicted the assassination, and the calamitous after-effects some time ago.On a certain day, on a certain street in the Middle East, the taking of a single life will mean everything, and it will shake the foundation of humanity. It will be the pulling of a loose strand in mankind’s tapestry, undoing the progress of a thousand years, ripping apart at the seams countless lives, countless societies.Intertwining lives and stories, some saved and some ended, some Going, some Gone…",,,,January 16th 2018,[],ebook,,9781370113293,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1510136185l/36549981._SX318_.jpg,4.1,[],355.0,4.0,,,,99.0,136.0,280,Self,"['44', '64', '26', '2', '0']",,[],,['Abraham Lopez']
Goa : A Lesson In Life,,[],"Back in August 2006 I visited Goa, India. A trip that affected my outlook on life, views on my country and my attitude towards others of all backgrounds. In 2015, I finally decided to put down in writing all the experiences encountered on my journey, not least my admiration for India, it’s people and it’s culture.",,,,January 18th 2017,[],Kindle Edition,,B01MY9ZBHB,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1485193762l/33973209._SY475_.jpg,2.95,[],100.0,1.0,,,,73.0,22.0,79,,"['3', '4', '9', '1', '5']",,[],,['Adam Harkus']
Give and Take: A Revolutionary Approach to Success,,"['Business', 'Nonfiction', 'Psychology', 'Self Help', 'Leadership', 'Personal Development', 'Management', 'Buisness', 'Productivity', 'Audiobook']","Give and Take highlights what effective networking, collaboration, influence, negotiation, and leadership skills have in common.For generations, we have focused on the individual drivers of success: passion, hard work, talent, and luck. But today, success is increasingly dependent on how we interact with others. It turns out that at work, most people operate as either takers, matchers, or givers. Whereas takers strive to get as much as possible from others and matchers aim to trade evenly, givers are the rare breed of people who contribute to others without expecting anything in return. Using his own pioneering research as Wharton's youngest tenured professor, Grant shows that these styles have a surprising impact on success. Although some givers get exploited and burn out, the rest achieve extraordinary results across a wide range of industries. Combining cutting-edge evidence with captivating stories, this landmark book shows how one of America's best networkers developed his connections, why the creative genius behind one of the most popular shows in television history toiled for years in anonymity, how a basketball executive responsible for multiple draft busts transformed his franchise into a winner, and how we could have anticipated Enron's demise four years before the company collapsed - without ever looking at a single number. Praised by bestselling authors such as Dan Pink, Tony Hsieh, Dan Ariely, Susan Cain, Dan Gilbert, Gretchen Rubin, Bob Sutton, David Allen, Robert Cialdini, and Seth Godin-as well as senior leaders from Google, McKinsey, Merck, Estee Lauder, Nike, and NASA - Give and Take highlights what effective networking, collaboration, influence, negotiation, and leadership skills have in common. This landmark book opens up an approach to success that has the power to transform not just individuals and groups, but entire organizations and communities.",,,01/01/13,April 9th 2013,"['Sam Simon', 'Kwame Brown', 'Kildare Escoto', 'Bruce Ogilvie', 'Edgar Kaufmann', 'Graham Spencer', 'Beth Traynham', 'Stu Inman', 'Martin Nowak', 'Jim Quigley', 'Donald Hambrick', 'Katie Liljenquist', 'Donald MacKinnon', 'Gary Pisano', 'James Pennebaker', 'C. Daniel Batson', 'Dave Walton', 'Robert Cialdini', 'Thomas Weller', 'Clyde Drexler', 'Frederick Robbins', 'Don Payne']",Hardcover,,9780670026555,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356136579l/16158498.jpg,4.1,"['Financial Times and McKinsey Business Book of the Year Nominee for Longlist (2013)', 'Goodreads Choice Award Nominee for Nonfiction (2013)']",99.0,-3.0,,,,94.0,23461.0,320,Viking,"['9514', '8554', '3998', '980', '415']",,[],,['Adam M. Grant']
Go the F**k to Sleep,,"['Humor', 'Fiction', 'Picture Books', 'Childrens', 'Comedy', 'Audiobook', 'Parenting', 'Poetry', 'Adult', 'Short Stories']","A laugh-out-loud, adults-only bedtime story for parents familiar with the age-old struggle of putting their kids to bed“Hell no, you can’t go to the bathroom. You know where you can go? The f**k to sleep.”Go the Fuck to Sleep is a book for parents who live in the real world, where a few snoozing kitties and cutesy rhymes don’t always send a toddler sailing blissfully off to dreamland. Profane, affectionate, and radically honest, it captures the familiar—and unspoken—tribulations of putting your little angel down for the night. Read by a host of celebrities, from Samuel L. Jackson to Jennifer Garner, this subversively funny bestselling storybook will not actually put your kids to sleep, but it will leave you laughing so hard you won’t care.",,,10/29/11,December 6th 2011,[],Kindle Edition,,B00JOW20G2,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1521147714l/39291659._SX318_.jpg,4.27,['Goodreads Choice Award Nominee for Humor (2011)'],248.0,4.0,,,,94.0,84314.0,17,Akashic Books,"['45520', '22520', '11530', '2977', '1767']",,[],,"['Adam Mansbach', 'Ricardo Cortés']"
Game Over,,"['Romance', 'Chick Lit', 'Fiction', 'Contemporary', 'Contemporary Romance', 'Audiobook', 'Novels', 'Love', 'Humor', 'Unfinished']","Cas Perry wants nothing to do with love -- her dad walking out on her mother was quite enough romantic drama, thank you very much. And why should she bother with relationships when she can manipulate just about any man for sex? The steely-hearted TV producer plays with other people's love lives and orchestrates unscripted fireworks on the edgy reality show Sex with an Ex -- a ratings blockbuster that is sending her already-hot career skyrocketing.  Now, the woman who has all the answers meets the man who, for the first time, poses questions other than ""buy you a drink?"". Stunningly handsome Darren would be a sensation on Sex with an Ex -- and Cas needs him to ensure the show's success. So why is she wining and dining the sexiest man she's ever met -- and talking about family values, marriage, and fidelity? Darren's principles are changing the rules of attraction. And this may be one game Cas won't mind losing....",,,01/01/01,March 16th 2004,['Cas Perry'],Paperback,,9780743457613,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348713017l/373174.jpg,3.41,[],80.0,1.0,,,,80.0,1346.0,368,Gallery Books,"['280', '336', '467', '178', '85']",,['United Kingdom'],,['Adele Parks']
Gege Mengejar Cinta,,"['Novels', 'Indonesian Literature', 'Comedy', 'Romance', 'Fiction', 'Humor', 'Chick Lit', 'Love']","Mana yang seseorang akan pilih? Mereka yang dia cintai? Atau mereka yang mencintainya? ini adalah sebuah pertanyaan penting yang entah kenapa orang tidak pernah cukup peduli untuk kaji dan tanyakan pada diri sendiri. Buku ini bercerita tentang Gege. Pria yang akhirnya dihadapkan dengan pertanyaan itu.?mendapatkan novel ini benar-benar berbeda. Ide-idenya mengalir unprecedented dan menghanyutkan, suatu originalitas yang sulit didapatkan hari ini. Saya suka pendekatannya terhadap klimaks yang chaotic seperti fireworks in the fair ground. Beginilah penulis muda seharusnya, smart, playful, dan explosive",,,,2005,[],Paperback,,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1486110643l/1321937._SY475_.jpg,3.43,[],97.0,1.0,,,,82.0,1491.0,234,Gagas Media,"['265', '422', '543', '215', '46']",,[],,['Adhitya Mulya']
Garis Batas: Perjalanan di Negeri-Negeri Asia Tengah,,"['Travel', 'Nonfiction', 'Indonesian Literature', 'Adventure', 'Travelogue', 'Memoir', 'Spirituality', 'True Story', 'Biography', 'Inspirational']","Penduduk desa Afghan setiap hari memandang ke “luar negeri” yang hanya selebar sungai jauhnya. Memandangi mobil-mobil melintas, tanpa pernah menikmati rasanya duduk dalam mobil. Mereka memandangi rumah-rumah cantik bak vila, sementara tinggal di dalam ruangan kumuh remang-remang yang terbuat dari batu dan lempung. Mereka memandangi gadis-gadis bercelana jins tertawa riang, sementara kaum perempuan mereka sendiri buta huruf dan tak bebas bepergian.Negeri seberang begitu indah, namun hanya fantasi. Fantasi yang sama membawa Agustinus Wibowo bertualang ke negeri-negeri Asia Tengah yang misterius. Tajikistan. Kirgizstan. Kazakhstan. Uzbekistan. Turkmenistan. Negeri-negeri yang namanya semua berakhiran ""Stan"". Perjalanan ini bukan hanya mengajak Anda mendaki gunung salju, menapaki padang rumput, menyerapi kemegahan khazanah tradisi dan kemilau peradaban Jalan Sutra, ataupun bernostalgia dengan simbol-simbol komunisme Uni Soviet, tetapi juga menguak misteri tentang takdir manusia yang terpisah dalam kotak-kotak garis batas.Petualangan Agustinus Wibowo di buku ini seakan mengajak kita untuk masuk dan melihat sendiri tempat-tempat yang selama ini tersembunyi di peta dunia. – Andy F. Noya(*)Sebagian tulisan pernah dimuat di www.kompas.com",,,,April 14th 2011,[],Paperback,,9789792268843,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1302134013l/11023944.jpg,4.26,[],181.0,2.0,,,,96.0,1552.0,528,Gramedia Pustaka Utama,"['742', '552', '193', '42', '23']",,[],,['Agustinus Wibowo']
Goddess Interrupted,,"['Mythology', 'Young Adult', 'Fantasy', 'Romance', 'Greek Mythology', 'Paranormal', 'Fiction', 'Paranormal Romance', 'Supernatural', 'Teen']","Kate Winters has won immortality. But if she wants a life with Henry in the Underworld, she'll have to fight for it.Becoming immortal wasn't supposed to be the easy part. Though Kate is about to be crowned Queen of the Underworld, she's as isolated as ever. And despite her growing love for Henry, ruler of the Underworld, he's becoming ever more distant and secretive. Then, in the midst of Kate's coronation, Henry is abducted by the only being powerful enough to kill him: the King of the Titans.As the other gods prepare for a war that could end them all, it is up to Kate to save Henry from the depths of Tartarus. But in order to navigate the endless caverns of the Underworld, Kate must enlist the help of the one person who is the greatest threat to her future.Henry's first wife, Persephone.",Goddess Test #2,,,March 27th 2012,['Persephone (Goddess)'],Paperback,,9780373210459,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397956745l/12637490._SY475_.jpg,4.0,[],573.0,7.0,,,,92.0,30295.0,305,Harlequin Teen,"['12007', '9577', '6196', '1868', '647']",,[],,['Aimee Carter']
Games of Fire,,"['Romance', 'Young Adult', 'New Adult', 'Contemporary', 'High School', 'Fantasy', 'Paranormal', 'Contemporary Romance', 'Love', 'Mystery']","Sophie has enough problems in her life without Spencer turning her blood to fire, without his eyes freezing and burning her, without his hatred of her. Since his migration into the house next to hers, Sophia Valdez isn’t sure whether she wants to toss him under a bus or kiss that smirking mouth of his. But even as the temperature rises around them, leaping flames of passion, want and desire,everything either has ever known will be shattered by the lurking shadow hounding their every step, wanting revenge.Spencer Rowth moves to the sleepy town of River Port with his mother and twelve year old sister, Suzy, to escape a deceitful father, an unfaithful girlfriend and a life crumbling much too fast for him to grapple onto only to be smacked upside the head by the last thing he wanted again. Sophie was everything he refused to want. Her temper, her wit, her laugh, her smile, the way her entire body goes up in flames under his hands are things he would rather slam a lid on and forget. Instead, he finds himself falling for the smart-mouth next door. But how long will he have before the evil chasing them catches up? How long before the very thing he never wanted becomes his only thread to sanity? And who is after them? What do they want and why do they want Spencer and Sophie dead?",,,01/14/13,February 14th 2013,"['Sophia Marie Valdez', 'Spencer Mason Rowth', 'Lauren Woodrow', 'Jessica Bishop', 'Jackie Rowth', 'Jamie Rowth', 'Joseph Blake', 'Mary Valdez', 'Detective McLeary', 'Maggie Chow', 'Tiffany Palmer', 'Grandma Valdez', 'Bill Rouster', 'Bull-Guy', 'Brian Fisher', 'Roy Praxton']",,,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392245339l/17202780.jpg,3.97,[],98.0,1.0,,,,92.0,1588.0,475,Airicka Pheonix,"['599', '516', '343', '89', '41']",,[],,['Airicka Phoenix']
Grenade,,"['Historical Fiction', 'Young Adult', 'Middle Grade', 'War', 'Historical', 'World War II', 'Audiobook', 'Fiction', 'Adventure', 'Survival']","A New York Times bestseller!It's 1945, and the world is in the grip of war.Hideki lives on the island of Okinawa, near Japan. When WWII crashes onto his shores, Hideki is drafted into the Blood and Iron Student Corps to fight for the Japanese army. He is handed a grenade and a set of instructions: Don't come back until you've killed an American soldier.Ray, a young American Marine, has just landed on Okinawa. He doesn't know what to expect -- or if he'll make it out alive. He just knows that the enemy is everywhere.Hideki and Ray each fight their way across the island, surviving heart-pounding ambushes and dangerous traps. But when the two of them collide in the middle of the battle, the choices they make in that instant will change everything.From the acclaimed author of Refugee comes this high-octane story of how fear can tear us apart, and how hope can tie us back together.",,,,October 9th 2018,[],Hardcover,,9781338245691,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1522400705l/37825453._SY475_.jpg,4.21,[],5.0,1.0,,,,97.0,4505.0,270,Scholastic Press,"['1925', '1760', '697', '92', '31']",,[],,['Alan Gratz']
Gray Dawn,,"['Fiction', 'Animals', 'Classics', 'Childrens', 'Dogs']","Gray Dawn, a blue merle collie born in Sunnybank, never does things as the others do, or as the others before him. Early on, the Master is convinced that Gray Dawn is a hopeless case, and is about to sell him to another breeder, despite his wife's protests. But Gray Dawn is spared at the last moment by performing a courageous deed that wins his Master's heart. A reissued paperback edition of the stories written by Albert Payson Terhune for The Ladies' Home Journal in 1927 in serial form.",,,01/01/27,March 1st 2005,[],Paperback,,9781880158357,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328698954l/126780.jpg,4.36,[],96.0,1.0,,,,98.0,219.0,208,J. N. Townsend Publishing,"['119', '66', '30', '2', '2']",,[],,['Albert Payson Terhune']
God of Thunder,,"['Fantasy', 'Adventure', 'Urban Fantasy', 'Fiction', 'Paranormal', 'Action', 'Thriller', 'Supernatural', 'Mystery', 'Archaeology']","Archaeologist Annja Creed narrowly escapes an attack by unknown figures when she tries to collect a package near her loft. She later learns that the sender--an old colleague named Fellini--has been brutally murdered. Fellini had been researching the Hammer of Thor, the Norse god of thunder, and had linked it to a Viking warrior and a twelfth-century Latvian village. A coded message in Fellini's package leads Annja on a wild chase along the canals of Venice to Latvia for more clues to an ancient treasure. Rumored to be hidden deep in the forests of Latvia for nine hundred years, this fabled prize is also sought by a ruthless corps of mercenaries. And they will do anything to find it. Including killing Annja Creed.",Rogue Angel #7,,07/01/07,July 10th 2007,['Annja Creed'],Paperback,,9780373621255,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386923065l/171731.jpg,3.8,[],66.0,1.0,,,,95.0,769.0,352,Gold Eagle,"['182', '295', '251', '36', '5']",,[],,"['Alex Archer', 'Mel Odom']"
Gabriel's Horn,,"['Fantasy', 'Urban Fantasy', 'Adventure', 'Fiction', 'Action', 'Paranormal', 'Mystery', 'Supernatural', 'Thriller', 'Womens']","The stranger could be insane. Or he just might be our salvation.Archaeologist Annja Creed is more than curious when a decrepit, ancient-looking man visits her, claiming the end of the world is near. The stranger spins wild tales and speaks as if he actually knew King Arthur. But, strangest of all, he insists that Annja is the only one who can stop the horrible event that is about to happen. When Annja's mentor and friend Roux goes missing, she quickly realizes there may be something to the stranger's stories. Making her way through the dark and violent underbelly of Istanbul, Annja must find her missing friend and the Holy Grail before the relic gets  into the wrong hands. She may not fully believe the fate of the world is on the line, but she doesn't really want to die fi nding out.",Rogue Angel #13,,12/01/07,July 8th 2008,[],Paperback,,9780373621316,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388235686l/3003089.jpg,3.85,[],61.0,1.0,,,,94.0,594.0,320,Gold Eagle,"['166', '214', '177', '34', '3']",,[],,"['Alex Archer', 'Mel Odom']"
