"Esther Hicks, Jerry Hicks","Money, and the Law of Attraction: Learning to Attract Wealth, Health, and Happiness",,English,,"This Leading Edge work by Esther and Jerry Hicks, who present the teachings of the Non-Physical consciousness Abraham, explains that the two subjects most chronically affected by the powerful Law of Attraction are financial and physical well-being. This book will shine a spotlight on each of the most significant aspects of your life experience and then guide you to the conscious creative control of every aspect of your life, and also goes right to the heart of what most of you are probably troubled by: money and physical health. Not having enough money or not having good health puts you in the perfect position for creating more of that which you do not have. This book has been written to deliberately align you with the most powerful law in the universe—the Law of Attraction—so that you can make it work specifically for you.Money, and the Law of Attraction is formatted in five, vibrant essays:Part I – Processing of Pivoting and Positive AspectsPart II – Attracting Money and Manifesting AbundancePart III – Maintaining Your Physical Well-BeingPart IV – Perspectives of Health, Weight, and MindPart V – Careers, as Profitable Sources of PleasureAlso included is a free CD (excerpted from a live Abraham-Hicks workshop) that features the Art of Allowing your physical and financial well-being to come through.",,,08/28/08,August 12th 2008,[],Hardcover,"['Spirituality', 'Self Help', 'Nonfiction', 'Personal Development', 'Money', 'New Age', 'Finance', 'Metaphysics', 'Business', 'Audiobook']",,9781401918743,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1418105485l/2505836.jpg,4.27,[],260.0,3.0,,2505836.Money_and_the_Law_of_Attraction,,,,,94.0,10890.0,264,,Hay House,"['5919', '2798', '1553', '414', '206']",,,[],,
"Esther Hicks, Jerry Hicks",Ask and It Is Given: Learning to Manifest Your Desires,,English,,"Ask and It Is Given, by Esther and Jerry Hicks, which presents the teachings of the nonphysical entity Abraham, will help you learn how to manifest your desires so that you're living the joyous and fulfilling life you deserve.As you read, you'll come to understand how your relationships, health issues, finances, career concerns, and more are influenced by the Universal laws that govern your time-space-reality—and you'll discover powerful processes that will help you go with the positive flow of life.It's your birthright to live a life filled with everything that is good—and this book will show you how to make it so in every way!Foreword by Dr. Wayne W. Dyer.",,,09/28/04,January 2007,[],Paperback,"['Spirituality', 'Self Help', 'Nonfiction', 'Personal Development', 'Psychology', 'Inspirational', 'New Age', 'Philosophy', 'Metaphysics', 'Audiobook']",,9788190416948,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390062620l/244383.jpg,4.18,[],465.0,6.0,,244383.Ask_and_It_Is_Given,,,,,93.0,24727.0,314,,Hay House,"['12523', '6618', '3794', '1119', '673']",,,[],,
Esther M. Friesner,Sphinx's Princess,,English,,"Nefertiti was far more than just a pretty face.Nefertiti may be the dutiful daughter of a commoner, but her inquisitive mind often gets her into situations that are far from ordinary, like receiving secret lessons from a scribe. And sheâ€™s the kind of girl who acts first, and apologizes later whenever she witnesses injustice or cruelty. But she is also extraordinarily beautiful. And news of her striking beauty and impulsive behavior attracts the attention of her aunt, the manipulative Queen Tiye, who sees Nefertiti as an ideal pawn in her desire for power. Even though Nefertiti is taken from her beloved family and forced into a life filled with courtly intrigue and danger, her spirit and mind will not rest. She continues to challenge herself and the boundaries of ancient Egyptian society.Esther Friesner offers readers another fresh new look at an iconic figureâ€”blending historical fiction and mythology in a thrilling concoction.",Sphinx's Princess #1,,January 1st 2009,September 22nd 2009,['Nefertiti'],Hardcover,"['Historical Fiction', 'Young Adult', 'Historical', 'Mythology', 'Fantasy', 'Egypt', 'Romance', 'Fiction', 'Teen', 'Africa']",,9780375856549,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442553866l/6135633._SY475_.jpg,3.96,[],41.0,1.0,,6135633-sphinx-s-princess,,,,,94.0,5118.0,370,,Random House Books for Young Readers,"['1745', '1816', '1245', '239', '73']",,,['Egypt'],,
Esther M. Friesner,Nobody's Princess,,English,,"She is beautiful, she is a princess, and Aphrodite is her favorite goddess, but something in Helen of Sparta just itches for more out of life. Not one to count on the gods—or her looks—to take care of her, Helen sets out to get what she wants with steely determination and a sassy attitude. That same attitude makes Helen a few enemies—such as the self-proclaimed ""son of Zeus"" Theseus—but it also intrigues, charms, and amuses those who become her friends, from the famed huntress Atalanta to the young priestess who is the Oracle of Delphi.In Nobody's Princess, author Esther Friesner deftly weaves together history and myth as she takes a new look at the girl who will become Helen of Troy. The resulting story offers up adventure, humor, and a fresh and engaging heroine you cannot help but root for.",Nobody's Princess #1,,01/01/07,April 24th 2007,[],Hardcover,"['Historical Fiction', 'Young Adult', 'Fantasy', 'Mythology', 'Historical', 'Fiction', 'Adventure', 'Greek Mythology', 'Romance', 'Teen']",,9780375875281,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320503118l/640029.jpg,3.68,[],213.0,4.0,,640029.Nobody_s_Princess,,,,,88.0,12612.0,296,,Random House Books for Young Readers,"['3167', '4113', '3815', '1185', '332']",,,[],,
Esther M. Friesner,Threads and Flames,,English,,"It's 1910, and thirteen-year-old Raisa has just traveled alone from a small Polish shtetl all the way to New York City. It's overwhelming, awe-inspiring, and even dangerous, especially when she discovers that her sister has disappeared and she must now fend for herself. She finds work in the Triangle Shirtwaist Factory sewing bodices on the popular shirtwaists. Raisa makes friends and even-dare she admit it?- falls in love. But then 1911 dawns, and one March day a spark ignites in the factory. One of the city's most harrowing tragedies unfolds, and Raisa's life is forever changed. . . . One hundred years after the Triangle Shirtwaist Factory Fire, this moving young adult novel gives life to the tragedy and hope of this transformative event in American history.",,,,November 24th 2010,[],Hardcover,"['Historical Fiction', 'Young Adult', 'Historical', 'Romance', 'Young Adult Historical Fiction', 'New York', 'Teen', 'Jewish', 'Novels', '20th Century']",,9780670012459,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347732804l/7633800.jpg,3.95,[],97.0,1.0,,7633800-threads-and-flames,,,,,93.0,613.0,390,,Viking Books for Young Readers,"['218', '208', '143', '29', '15']",,,[],,
Esther Perel,Mating in Captivity,Reconciling the Erotic and the Domestic,,Psychology,"A guide for loving couples who are looking to renew sexual passion in their lives explains how societal taboos and ideals about domestic equality have compromised the healthy expression of eroticism in today's relationships, in a resource that explains how to overcome personal constraints for greater intimacy. 40,000 first printing.",,,,2006.0,,,,0060753633,9780060753634,,http://books.google.com/books/content?id=-HIhMOQanIEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.13,,,,,,,,,,,,272.0,,,,7699.0,,,,
Esther Verhoef,Close-up,,Dutch,,"Nieuwe thriller van de auteur van de bestseller Rendez-vous. De tweeëndertigjarige Margot Heijne heeft een nare scheiding achter de rug. Ze probeert haar leven op orde te krijgen en haar zelfvertrouwen terug te winnen. Haar nieuwe leven komt in een gevaarlijke stroomversnelling terecht als ze Leon Wagner ontmoet, een mysterieuze, dominante man met een bijzondere vriendenkring, die wel erg veel invloed op haar krijgt... Een beklemmende thriller over het najagen van dromen, onzeker zijn over je lichaam en het bepalen van je grenzen.",,,11/06/07,May 2007,[],Paperback,"['Thriller', 'Crime', 'Fiction', 'Suspense', 'Mystery', 'Literature']",,9789041410566,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460557935l/3274998.jpg,3.58,"['Publieksprijs voor het Nederlandse Boek Nominee (2007)', 'Gouden Strop Nominee (2007)', 'Zilveren Vingerafdruk (2008)']",87.0,1.0,,3274998-close-up,,,,,92.0,1019.0,339,,Anthos,"['160', '383', '390', '61', '25']",,,['Netherlands'],,
Esther Vilar,The Manipulated Man,,English,,"Esther Vilar's classic polemic about the relationship between the sexes caused a sensation. Vilar's perceptive and often very funny look at the battle between the sexes has earned her death threats. But Vilar's intention is not misogynous: she maintains that only if women and men look at their place in society with honesty, will there be any hope for change.",,,11/06/71,July 1st 2005,[],Paperback,"['Nonfiction', 'Psychology', 'Relationships', 'Feminism', 'Sexuality', 'Philosophy', 'Gender', 'Self Help', 'Politics', 'Sociology']",,9780953096428,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1266941689l/1973951.jpg,3.59,[],93.0,1.0,,1973951.The_Manipulated_Man,,,,,81.0,1264.0,154,,Pinter & Martin Ltd,"['376', '350', '294', '136', '108']",,,[],,
Esti Kinasih,Jingga dan Senja,,Indonesian,,"Tari dan Ari, dua remaja yang dipertemukan oleh takdir. Selain bernama mirip, mereka juga sama-sama lahir sewaktu matahari ter-benam.Namun, takdir mempertemukan mereka dalam suasana “perang”. Ari yang biang kerok sekolah baru kali ini bertemu cewek, adik kelas pula, yang berani melawannya. Kemarahan Ari timbul ketika tahu Tari diincar oleh Angga, pentolan SMA musuh.Angga, musuh bebuyutan sekolah Ari sekaligus musuh pribadi Ari, langsung berusaha mendekati Tari begitu cewek itu tak sengaja terjebak dalam tawuran dan Ari berusaha keras menyelamatkannya. Demi dendam masa lalu, Angga bertekad harus bisa merebut cewek itu. Memanfaatkan peluang yang ada, Angga kemudian maju sebagai pelindung Tari.Ari yang selama ini dikenal tidak peduli terhadap cewek tiba-tiba saja berusaha mendapatkan Tari dengan segala cara. Namun, predikat buruk Ari jelas membuat Tari tidak ingin berurusan dengan cowok itu. Semakin Ari berusaha mendekatinya, semakin mati-matian Tari menjauhkan diri…. Esti Kinasih melejit setelah me-luncurkan FAIRSIH (2004). Karya-karyanya selanjutnya selalu menjadi best-seller. CEWEK!!!, STILL, dan DIA, TANPA AKU selalu cetak ulang.",Jingga dan Senja #1,,10/28/10,February 2010,[],Paperback,"['Romance', 'Indonesian Literature', 'Fiction', 'Novels', 'Young Adult', 'Contemporary', 'High School', 'Teen', 'Family', 'Romantic']",,9789792254310,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1265814770l/7717066.jpg,4.06,[],290.0,3.0,,7717066-jingga-dan-senja,,,,,92.0,4711.0,312,,Gramedia Pustaka Utama,"['2127', '1291', '896', '262', '135']",,,[],,
Esti Kinasih,Jingga Dalam Elegi,,Indonesian,,"Sejak peristiwa pagi hari saat melihat mata Tari bengkak, Ari jadi penasaran. Benarkah itu hanya karena Ari menghapus nomor HP Ata dari HP Tari, ataukah karena Angga? Kalau memang karena Angga yang notabene musuh bebuyutan Ari, Ari ingin tahu apa yang telah dilakukan cowok itu terhadap Tari.Setelah menemukan a shoulder to cry on pengganti Angga dalam diri Ata, perlahan-lahan Tari mulai melupakan Angga. Sikap Ata yang bertolak belakang dengan Ari membuat Tari nyaman bersama Ata. Ia pun curhat habis-habisan kepada Ata yang lembut, penuh perhatian, baik hati, dan yang baru belakangan Tari sadari berhasil membuat jantungnya berdebar tak keruan. Gangguan dan intimidasi Ari sampai tidak diacuhkannya. Inilah yang membuat Ari makin salah tingkah-kini saingannya bukanlah Angga, melainkan saudara kembarnya sendiri.Namun, saat Tari merasa telah menemukan pelabuhan hatinya, satu rahasia besar perlahan-lahan terkuak.Tari merasa... lambat laun Ata semakin mirip Ari....",Jingga dan Senja #2,,,February 8th 2011,[],Paperback,"['Romance', 'Indonesian Literature', 'Fiction', 'Novels', 'Young Adult', 'Contemporary', 'Family', 'Romantic', 'Teen', 'High School']",,9789792266474,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1365567478l/10421390.jpg,4.15,[],289.0,3.0,,10421390-jingga-dalam-elegi,,,,,93.0,4618.0,395,,Gramedia,"['2210', '1327', '759', '207', '115']",,,[],,
Esti Kinasih,Fairish,,Indonesian,,"""Lo pura-pura jadi pacar gue ya, Rish? Biar gue nggak dikerubutin cewek-cewek centil itu."" pinta Davi. ""Tapi... konsekuensinya. Dav."" ujar Irish pelan. ""Elo punya cowok?"" Kali ini ganti Davi yang tersentak kaget. ""Atau... lagi ada yang elo suka?"" Irish buru-buru geleng kepala. ""Bukan gitu. Kalo mereka nyangka kita beneran..."" ""Biarin aja. Bagus malah!"" Davi menggenggam kedua tangan Irish. Akhirnya Irish menerima permintaan Davi meskipun dengan setengah hati. Tapi setelah dijalani. Irish senang kok menjadi satu-satunya cewek yang paling dekat dengan Davi, walau cuma untuk sementara dan tanpa ada ikatan apa-apa. Irish emang nggak secantik Penelope Cruz. Dia cuma cewek biasa, yang disekolah pun sama sekali nggak ngetop. Karena itu Davi merasa aman, soalnya dia merasa nggak bakalan naksir Irish. Tapi saat muncul cowok lain yang bikin Irish terpikat, kok Davi jadi nggak rela kehilangan Irish, ya?",,,,2004,"['Irish, Davi, Alfa, Metha, Udin']",Paperback,"['Romance', 'Indonesian Literature', 'Novels', 'Fiction', 'Young Adult', 'Teen', 'Chick Lit', 'Contemporary', 'Romantic', 'Roman']",,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1485760847l/1533586.jpg,3.69,[],191.0,2.0,,1533586.Fairish,,,,,86.0,4665.0,312,,PT Gramedia Pustaka Utama,"['1337', '1342', '1353', '479', '154']",,,['Indonesia'],,
"Etgar Keret (Goodreads Author), Miriam Schlesinger (Translator)",The Bus Driver Who Wanted to be God & Other Stories,,English,,"Israel's hippest bestselling young writer today, Etgar Keret is part court jester, part literary crown prince, part national conscience. The Bus Driver Who Wanted to Be God gathers his daring and provocative short stories for the first time in English. Brief, intense, painfully funny, and shockingly honest, Keret's stories are snapshots that illuminate with intelligence and wit the hidden truths of life. As with the best comic authors, hilarity and anguish are the twin pillars of his work. Keret covers a remarkable emotional and narrative terrain-from a father's first lesson to his boy to a standoff between soldiers caught in the Middle East conflict to a slice of life where nothing much happens. Bus Driver includes stories from Keret's bestselling collections in Israel, Pipelines and Missing Kissinger, as well as Keret's major new novella, ""Kneller's Happy Campers,"" a bitingly satirical yet wistful road trip set in the afterlife for suicides.",,USA / UK / EUR / CAN,10/30/01,September 1st 2004,[],Paperback,"['Short Stories', 'Fiction', 'Israel', 'Jewish', 'Magical Realism', 'Literature', 'Contemporary', 'Humor', 'Fantasy', 'Short Story Collection']",,9781592641055,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347467526l/836957.jpg,3.99,[],110.0,2.0,,836957.The_Bus_Driver_Who_Wanted_to_be_God_Other_Stories,,,,,93.0,6304.0,130,,Toby Press,"['2151', '2450', '1267', '352', '84']",,,[],,
Ethan Arkwright (Goodreads Author),Sub-Sahara,,English,,"In this military thriller, a freak storm reveals a city hidden deep under the largest sand dunes of the Sahara.  A silver pyramid at the centre of the city is emitting a strange energy signal.  The race is on to secure the energy source and other treasures of the city.  James Cavill and his team of private Special Forces are charged to get there first and secure the treasure for the benefit of all humanity – little do they know what they’ve just walked into…",,,,October 29th 2016,[],Kindle Edition,['Thriller'],,B01M73K2G2,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1478129184l/32861576._SY475_.jpg,4.26,[],99.0,1.0,,32861576-sub-sahara,,,,,95.0,211.0,284,,North Shield Publishing,"['114', '51', '36', '7', '3']",,,[],,
Ethan H. Minsker (Goodreads Author),Rich Boy Cries for Momma,,English,,"Rich Boy Cries for Momma is a memoir from the perspective of a teenage punk rocker in Washington D.C. The story begins here, in the middle of Washington's punk and hardcore music scene of the 70's and 80's. Filled with mayhem, teenaged romance, and substance abuse, the story focuses on the young, unnamed protagonist who is diagnosed with a learning disability. Despite a firm upper-middle class standing being the child of two prominent D.C. lawyers, Rich Boy Cries for Momma invites the reader to the allure of counterculture and to the truth that can only lead to disenchantment.",,ebook,,September 2010,[],Paperback,[],,9780615721200,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421172757l/10833203.jpg,4.8,[],100.0,1.0,,10833203-rich-boy-cries-for-momma,,,,,100.0,30.0,338,,Antagonist Art Movement,"['24', '6', '0', '0', '0']",,,[],,
Ethan H. Minsker (Goodreads Author),Barstool Prophets,,English,,"Barstool Prophets is not just the coming-of-age story of a young writer working in a bar in New York's East Village, but also the chronicle of an iconic neighborhood and its wild spectrum of characters. From a love-addled bartender to a suicidal doorman to the junkies in Tompkins Square Park, they are a family, of sorts. In many cases, this is the only family some of them have, complete with all the joys and dysfunctions. The nameless narrator guides himself, the reader, and, in some ways, the entire neighborhood through the highs and lows of the past and into the present.Barstool Prophets will be available December 1. Add it to your wish list today!",,Preview,,October 1st 2011,[],Paperback,[],,9781614680345,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336284481l/13578634.jpg,4.67,[],99.0,1.0,,13578634-barstool-prophets,,,,,97.0,36.0,352,,The Troy Book Makers,"['26', '9', '0', '1', '0']",,,"['Washington, D.C. (United States)']",,
