title,subtitle,categories,description,series,edition,firstPublishDate,published_year,characters,format,isbn10,isbn13,asin,image_url,average_rating,awards,bbeScore,bbeVotes,isBestSeller,isEditorsPick,isGoodReadsChoice,likedPercent,numRatings,pages,publisher,ratingsByStars,ratings_count,setting,soldBy,author_list
You Can't Drive Your Car to Your Own Funeral,,[],"You have reached a milestone in your life when the fire department is on standby as you blow out your birthday candles. If you have pondered going to heaven but without dying, this book is for you! As Father Ralph Pfau said, “You can’t be a good egg all your life. You either have to hatch or go bad.” Adventure into one courageous woman’s journey through later life as seen through her daughter’s eyes. Unique in every way, this woman operated completely without filter, remained in denial about her cancer diagnosis, and challenged the prognosis and thoughts of doctors, nurses, family, and friends. Written from the heart, Ann Marie Hancock shares her experiences in loving and caring for her mother through the heartaches and the joys and the times of laughter and sadness.  ",,,,August 23rd 2018,[],Kindle Edition,,B07GT75RP6,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1552319834l/44350409._SX318_.jpg,4.59,[],98.0,1.0,,,,100.0,22.0,97,,"['15', '5', '2', '0', '0']",,[],,['Ann Marie Hancock']
You Belong to Me and Other True Crime Cases,,"['True Crime', 'Nonfiction', 'Crime', 'Mystery', 'Audiobook', '20th Century', 'History', 'Biography', 'Anthologies', 'True Story']","In ""You Belong to Me, "" Rule fixes her unsparing professional gaze on one of Florida's most shocking criminal cases - that of Tim Harris, a poster-perfect ""all-American"" Florida State Trooper who hid bizarre and fatal fantasies behind his badge - plus other incredible true crime cases from her personal files. Mesmerizing us with her masterful exploration of the personalities and backgrounds of the criminals and their families, and the circumstances surrounding each crime, Rule again proves that she is ""the undisputed master crime writer of the eighties and nineties"" (John Saul).",Crime Files #2,,01/01/94,September 1st 1994,[],Paperback,,9780671793548,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390450995l/239870.jpg,4.0,[],89.0,1.0,,,,96.0,3473.0,461,Pocket Books,"['1172', '1294', '858', '122', '27']",,[],,"['Ann Rule', 'Julie Rubenstein']"
Your Friend E,,[],"'Your friend E' is a contemporary novel set in South Africa. Evie and Shon Adze aren't just sisters, they're soul-mates, and when Shon is brutally murdered by her boyfriend, Evie's life is shattered. Her only consolation is that the murderer will be caught and punished but when he escapes and flees the country Evie vows that someone else will have to pay for her sister's death. This 'someone' is another 'murdering bastard' sent to trial in a similar case and Evie focuses all her impotent rage on him. She makes a plan and moves inexorably towards her goal. Nothing deters her until she meets Dan Kinelly, an Irish journalist and her colleague on The Chronicle. Their blossoming relationship throws Evie's resolve into doubt but when she discovers that Dan has been using her to get information about her sister's murder she's back on that single track -- the track leading to vengeance.",,,07/14/15,July 15th 2015,[],Paperback,,9781514887431,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442821632l/26473035.jpg,3.83,[],90.0,1.0,,,,83.0,6.0,158,Createspace,"['2', '2', '1', '1', '0']",,[],,['Anne Ousby']
Young Love Murder,,"['Romance', 'Young Adult', 'Contemporary', 'New Adult', 'High School', 'Action', 'Crime', 'Thriller', 'Contemporary Romance', 'Young Adult Romance']","First love’s a killer, but so is seventeen-year-old Annabelle Blanc. The teenager was raised to be an assassin and taught to never fall in love. She lives for the job until she meets Gabriel Sanchez, the son of her latest target.  Wealthy, spoiled and self-indulgent, Gabriel Sanchez is a teenage playboy. Setting his sights on the beautiful Annabelle, he's drawn to the mysterious new girl who's playing hard to get. Gabriel also finds himself pulled into a world of deception, violence and murder.  Off-centered for the first time in her life, Annabelle struggles to fight her doomed attraction for the handsome Gabriel.  In this gritty, mature YA novel, you'll follow Annabelle and Gabriel in an intense, funny, angry, crazy, rocky and passionate romance.  As two worlds collide and they're repeatedly thrown together and pulled apart by fate, will Annabelle and Gabriel overcome betrayals, revenge and heartbreak to find a lasting love?",Young Assassins #1,,08/24/11,,[],Kindle Edition,,B005J0JRF0,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1445404709l/12440865._SY475_.jpg,3.84,[],163.0,2.0,,,,85.0,3374.0,502,,"['1304', '963', '603', '284', '220']",,[],,['April Brookshire']
"Yours Truly, Taddy",,"['Romance', 'New Adult', 'Contemporary Romance', 'Contemporary', 'Menage', 'Erotica', 'Humor', 'Young Adult', 'Erotic Romance', 'M F Romance']","Jetting to Martinique for a modeling assignment with three of Europe’s hottest magazine photographers—Gustave, Fabian, and Leon—should’ve been easy, breezy beautiful. Never did I expect to look up and see a hole in the ceiling of our plane that was bigger in size than my Birkin bag.Shit! We’re nose-diving toward Eden Island. I pictured how my New York Times obituary might read when I’m gone, “Taddy Brill, Manhattanite, dethroned descendant of the Austrian House of Brillford royalty, dies at age eighteen, penniless, unloved, and a virgin.” I swear this crap only happens to me. Suddenly, Leon pulls me with Fabian and Gustave. Adrenaline racing through me, our bodies clung as one. We prepared to…crash. The Undergrad Years is a New Adult contemporary miniseries about first loves, independence, and everlasting friendships. Reader warning: Contains mature content intended for readers 17 and up.",The Undergrad Years #2,,,April 11th 2014,[],Kindle Edition,,B00JN3ATHY,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393259473l/20567969.jpg,3.66,[],1196.0,12.0,,,,82.0,726.0,192,"Avery Aster, Inc.","['224', '225', '143', '76', '58']",,[],,['Avery Aster']
Your Blues Ain't Like Mine,,"['Fiction', 'African American', 'Historical Fiction', 'Race', 'African American Literature', 'Contemporary', 'Historical', 'Cultural', 'American', 'Adult Fiction']","Now, in her first novel, repercussions are felt for decades in a dozen lives after a racist beating turns to cold-blooded murder in a small 1950s Mississippi town.Chicago-born Amrstrong Tood is fifteen, black, and unused to the ways of the segregated Deep South, when his mother sends him to spend the summer with relatives in rural Mississippi. For speaking a few innocuous words in French to a white woman, Armstrong is killed. And the precariously balanced world and its determined people--white and black--are changed, then and forever, by the horror of poverty, the legacy of justice, and the singular gift of love's power to heal.",,,09/08/92,June 27th 1995,[],Paperback,,9780345401120,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385190739l/205368.jpg,4.22,[],159.0,2.0,,,,96.0,7208.0,448,One World/Ballantine,"['3336', '2439', '1176', '182', '75']",,[],,['Bebe Moore Campbell']
Yes No Maybe So,,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Audiobook', 'Young Adult Contemporary', 'Realistic Fiction', 'Young Adult Romance', 'Politics', 'Teen']","
  New York Times
 bestselling authors Becky Albertalli and Aisha Saeed have crafted a resonant, funny, and memorable story about the power of love and resistance. YESJamie Goldberg is cool with volunteering for his local state senate candidate—as long as he’s behind the scenes. When it comes to speaking to strangers (or, let’s face it, speaking at all to almost anyone), Jamie’s a choke artist. There’s no way he’d ever knock on doors to ask people for their votes…until he meets Maya.NOMaya Rehman’s having the worst Ramadan ever. Her best friend is too busy to hang out, her summer trip is canceled, and now her parents are separating. Why her mother thinks the solution to her problems is political canvassing—with some awkward dude she hardly knows—is beyond her.MAYBE SOGoing door to door isn’t exactly glamorous, but maybe it’s not the worst thing in the world. After all, the polls are getting closer—and so are Maya and Jamie. Mastering local activism is one thing. Navigating the cross-cultural romance of the century is another thing entirely.",,,,February 4th 2020,[],ebook,,9780062937056,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1565194355l/43615530.jpg,3.85,[],68.0,1.0,,,,93.0,11458.0,448,Balzer + Bray,"['2949', '4907', '2778', '607', '217']",,"['Atlanta, Georgia (United States)']",,"['Becky Albertalli', 'Aisha Saeed']"
You Have a Brain: A Teen's Guide to T.H.I.N.K. B.I.G.,,"['Nonfiction', 'Self Help', 'Parenting', 'Inspirational', 'High School', 'Christian', 'Biography', 'Autobiography', 'Own', 'Science']","Eight proven principles to help you overcome your self-doubt, conquer your fear of the future, reverse negative thoughts about yourself, and hurdle any other obstacles standing between you and your dreams.But instead of letting his circumstances control him, Dr. Carson took control of his attitude and actions, leading to his discovery of eight straightforward but revolutionary principles that helped shape his future.In You Have a Brain, Dr. Carson unpacks the eight important parts of T.H.I.N.K. B.I.G.—Talent, Honesty, Insight, Being Nice, Knowledge, Books, In-Depth Learning, and God—and presents the stories of people who demonstrated those things in his life.Through the advice and real-world examples laid out in these pages, you will learn how to incorporate these T.H.I.N.K. B.I.G. principles into your own life so that you, like Dr. Carson, can embrace an amazing future filled with incredible success.You Have a Brain:Includes discussion questions at the back of the bookUnpacks the eight essential parts of Thinking Big: Talent, Honesty, Insight, Strong People Skills, Knowledge, Books, In-Depth Learning, and GodIs written by Dr. Ben Carson, a world-renowned neurosurgeon, former presidential candidate, and current Secretary of Housing and Urban Development (HUD)Teaches great life lessons for young men and womenIs the perfect gift for high school and college graduations, birthdays, and confirmations, and a great addition to YA book clubs and YA study groups",,,01/19/15,February 3rd 2015,[],Hardcover,,9780310745990,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417985809l/22574156.jpg,4.34,[],97.0,1.0,,,,95.0,758.0,240,Zondervan,"['433', '209', '77', '20', '19']",,[],,['Ben Carson']
You Are a Badass: by Jen Sincero (How to Stop Doubting Your Greatness and Start Living an Awesome Life) | A 20-Minute Summary,,[],"“You are special. You are the only one; you’re the only one like you. There isn’t another in the whole wide world who do the things you do.” ~ Barney & Friends  It’s a children’s song, but it speaks to even you and me.  Have you had the feeling that you are not enough? That no matter what you do, there’s always someone better than you? Have you ever wanted to be someone you are not in the hopes of getting what you want?  Then, know this:  You are who you are meant to be. You are special in your own way. You are a badass, and you will get what you want.  Let Bern Bolo’s summary of You Are a Badass by Jen Sincero help you see your awesome self and develop it to the highest degree of awesomeness.  ----------  We know how valuable your time is, that is why we keep this summary short but concise.  Quirky, refreshing, and realistic, the book, You Are a Badass by the success coach, Jen Sincero, will strip you of everything that holds you back and give you a kick right into the land of awesomeness and victory.  Let this summary help you to take courage and leap into the giant unknown. You will get to discover the wonderful worlds that you were too afraid to discover before.  This summary will help you:  • Release your inner awesomeness. • Understand why you are you. • Learn how the subconscious mind affects you. • Learn how powerful the Universe is. • Know what to do with other people’s opinions. • Have the right mental state towards being awesome. • Learn to love yourself . • Restructure your thoughts. • Overcome obstacles to being awesome. • Break free from the drama, worries, and fears. • Accumulate more wealth. • Understand how surrendering helps you get them all.  More inside the summary:  • Compendious and relevant chapter summaries. • Funny bathroom jokes at the beginning of each chapter. • A guide to releasing your inner badass.  Why you MUST READ this summary:  Jen Sincero will take you to a journey where you will get to realize how awesome and great you can be with You Are a Badass: How to Stop Doubting your Greatness and Start Living an Awesome Life.  You have to believe that you are absolutely great. Despite the failures and mistakes, you need to remember that you are destined for greater things. You can be the person you’ve always wanted to be and can live the life you’ve always dreamed of.  Have faith in yourself and in everything good that is bound to happen. Stop doubting your greatness and start living an awesome life now! Bern Bolo’s summary of Jen Sincero’s You Are a Badass will help you get there in less time, in just 20 minutes!  NOTE: This is a summary of You Are a Badass by Jen Sincero, NOT the original book.",,,,September 24th 2015,[],Kindle Edition,,B015TEYXVI,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1444709098l/27160533._SY475_.jpg,3.88,[],84.0,1.0,,,,88.0,26.0,41,Epiphany Printing,"['9', '9', '5', '2', '1']",,[],,['Bern Bolo']
Year's Happy Ending,,Fiction,"When cynical widower Professor Gideon Beaufort offers her a marriage of convenience, Deborah Farley's quiet existence in thrown into turmoil as she is faced with instant motherhood and united with a man who no longer believes in love. Reprint.",,,,2001.0,,,0373511620,9780373511624,,http://books.google.com/books/content?id=aFiUPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.95,,,,,,,,,216.0,,,128.0,,,['Betty Neels']
Yukon Ho!,,"['Comics', 'Humor', 'Graphic Novels', 'Fiction', 'Comic Strips', 'Comic Book', 'Comedy', 'Graphic Novels Comics', 'Childrens', 'Cartoon']","The spirit of childhood leaps to life again with boundless energy and magic in Yukon Ho!, a collection of adventures featuring rambunctious six-year-old Calvin and his co-conspirator tiger-chum, Hobbes. Picking up where The Essential Calvin and Hobbes left off, Yukon Ho! is a delight!",Calvin and Hobbes #3,,,March 1989,"['Calvin', 'Hobbes']",Paperback,,9780751509342,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349005407l/70491.jpg,4.71,[],146.0,2.0,,,,100.0,11860.0,126,Andrews McMeel Publishing,"['9046', '2208', '553', '36', '17']",,[],,['Bill Watterson']
You Made Me What I Am: From the Diary of an Engineer...,,[],"-You Made Me What I Am- is all about the tragedy, romance and experiences that a simple boy, a student of B.Tech faces in his life. It is a romantic suspense novel. Arya, a student of B.Tech tall, gangly and introvert, he is not every girls dream boy falls in love with Ayesha who reminds him of Promises and Forever. Ayesha was from the same college but she never talk with Arya during the course. Their first conversation start through Facebook and they fall in love. There was no similarity between the two. Only one thing common between them is they are 'HRF' Hrithik Roshan's fan. Everything was going good between them and they were at the peak of their romantic relationship. But suddenly destiny played a cruel role which Arya had never expected and that created a vast differences in their happy relationship. Everything got shattered in a single blow, his love, his hope and his dream were also in the row... The book contains the craziness of Arya, Rahul and Abhi, their friendship and the bond of brotherhood they carry in every iota of their blood. The novel also describes the lifestyle of an engineering student, experiences of the later and the dilemma faced during the course. This book is based on my Real Life Experiences. I don't want to reveal how much fiction, how much fact is there in my book rather I want my reader to find it their own.",,,,March 25th 2017,[],Paperback,,9781618136893,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1490774230l/34695187.jpg,4.15,[],100.0,1.0,,,,95.0,20.0,132,Ebooks2go Inc,"['6', '12', '1', '1', '0']",,[],,['Biplab Kumar Das']
You Can Draw Star Wars,,Juvenile Nonfiction,"Directions on drawing characters, starships, and weapons of the Star Wars films.",,,,2006.0,,,075662343X,9780756623432,,http://books.google.com/books/content?id=-N64AAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.04,,,,,,,,,96.0,,,46.0,,,['Bonnie Burton']
Y: The Last Man - The Deluxe Edition Book Two,,"['Graphic Novels', 'Comics', 'Science Fiction', 'Fiction', 'Dystopia', 'Graphic Novels Comics', 'Post Apocalyptic', 'Comic Book', 'Adult', 'Adventure']","An alternate cover for this ISBN can be found here.Y: THE LAST MAN is the gripping saga of Yorick Brown, an unemployed and unmotivated slacker who discovers that he is the only male left in the world after a plague of unknown origin instantly kills every mammal with a Y chromosome. Accompanied by his mischievous monkey and the mysterious Agent 355, York embarks on a transcontinental journey to find his girlfriend and discover why he is the last man on Earth.Now, the entire critically acclaimed Y: THE LAST MAN saga written by Brian K. Vaughan, one of the writers of LOST, is collected into a new edition. In this second volume, a Russian space from the International Space Station is returning to earth carrying three passengers: one woman and two men. Could this be the end of Yorick's tenure as last living male? Plus, the group runs up against a roadblock in Arizona where the female remains of the Sons of Arizona militia have cut the interstate to keep out any vestiges of the U.S. government.Collects Y: The Last Man #11-23",Y: The Last Man #3-4,Deluxe Edition,,May 12th 2009,[],Hardcover,,9781401222352,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1487822237l/5663327.jpg,4.37,[],34.0,1.0,,,,98.0,8509.0,320,Vertigo,"['4339', '3191', '833', '102', '44']",,[],,"['Brian K. Vaughan', 'Pia Guerra', 'Goran Parlov', 'Paul Chadwick', 'José Marzán Jr.', 'Pamela Rambo', 'Zylonol', 'Clem Robins']"
Y: The Last Man - The Deluxe Edition Book Five,,"['Graphic Novels', 'Comics', 'Science Fiction', 'Fiction', 'Graphic Novels Comics', 'Dystopia', 'Post Apocalyptic', 'Comic Book', 'Adventure', 'Adult']","In this final deluxe edition, Yorick and Agent 355 prepare for their ultimate quest to reunite the last man with his lost love, while the person, people or thing behind the disaster that wiped out half of humanity is revealed. Then, Yorick Brown’s long journey through an Earth populated only by women comes to a dramatic, unexpected conclusion.Collects Y: The Last Man #49-60.",Y: The Last Man #9-10,Deluxe Edition,,May 3rd 2011,[],Hardcover,,9781401230517,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1487819833l/8932593.jpg,4.47,[],35.0,1.0,,,,98.0,6924.0,328,Vertigo,"['4174', '2011', '601', '109', '29']",,[],,"['Brian K. Vaughan', 'Pia Guerra', 'Goran Sudžuka', 'José Marzán Jr.', 'Zylonol', 'Clem Robins', 'Massimo Carnevale']"
"Y: The Last Man, Vol. 10: Whys and Wherefores",,"['Graphic Novels', 'Comics', 'Science Fiction', 'Fiction', 'Graphic Novels Comics', 'Post Apocalyptic', 'Comic Book', 'Dystopia', 'Adult', 'Fantasy']","WINNER OF THREE EISNER AWARDS Featured in THE NEW YORK TIMES and on NPR, Y: THE LAST MAN is the gripping saga of Yorick Brown, an unemployed and unmotivated slacker who discovers he is the only male left in the world after a plague of unknown origin instantly kills every mammal with a Y chromosome. Accompanied by his mischievous monkey, Ampersand, and the mysterious Agent 355, Yorick embarks on a transcontinental journey to find his long-lost girlfriend and discover why he is the last man on earth. Yorick Brown's long journey through an Earth populated only by women comes to a dramatic, unexpected conclusion in this final volume. Collects issues #55-60 of Brian K. Vaughan and Pia Guerra's award-winning Vertigo series.",Y: The Last Man #10,,,July 1st 2008,[],Paperback,,9781401218133,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388210445l/2202230.jpg,4.33,"['Hugo Award Nominee for Best Graphic Story (2009)', 'Will Eisner Comic Industry Awards for Best Continuing Series, Best Penciller/Inker or Penciller/Inker Team (for Pia Guerra/Jose Marzan, Jr.) (2008)']",168.0,2.0,,,,96.0,22718.0,168,Vertigo,"['12260', '6965', '2569', '669', '255']",,['Paris (France)'],,"['Brian K. Vaughan', 'Pia Guerra', 'Claudia Fliege', 'José Marzán Jr.']"
