title,subtitle,categories,description,series,edition,firstPublishDate,published_year,characters,format,isbn10,isbn13,asin,image_url,average_rating,awards,bbeScore,bbeVotes,isBestSeller,isEditorsPick,isGoodReadsChoice,likedPercent,numRatings,pages,publisher,ratingsByStars,ratings_count,setting,soldBy,author_list
Wait,,"['Romance', 'New Adult', 'Contemporary', 'Music', 'Contemporary Romance', 'Audiobook', 'Musicians', 'Amazon', 'Family', 'Fiction']","From NYT & USA Today bestselling author comes a new Bleeding Stars stand-alone novel…  She is his strength and he is her weakness. And this time he won’t let her go.  Edie Evans is gorgeous. Sexy. Kind. She’s also the definition of off-limits. But that didn't stop me from sneaking into her room to comfort her at night.  But guys like me? We destroy everything, so it should have been no surprise when I destroyed us, too. The night I sent her running, I thought I’d never see her again. Until I saw her standing like a vision in the crowd.  Austin Stone is dangerous. Alluring. Tempting. He broke my heart and I refused to give him the chance to do it again.  It’s been years since I’ve seen him, and now I can’t do anything but stare at the gorgeous, tattooed man playing onstage. I should run. I know I should. But like a fool, I run straight back to him.  Our desire is overpowering. Our need unrelenting.  She is my hope. He is my weakness. We should have known a passion this intense would burn us right into the ground.",Bleeding Stars #4,,,August 21st 2016,[],Kindle Edition,,B01KUC6LB4,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1471908779l/31580151._SY475_.jpg,4.2,[],89.0,1.0,,,,95.0,5106.0,366,A.L. Jackson Books Inc.,"['2391', '1694', '756', '190', '75']",,[],,['A. L Jackson']
Wings of Fire: An Autobiography,,"['Biography', 'Nonfiction', 'Autobiography', 'India', 'Indian Literature', 'Inspirational', 'Memoir', 'Science', 'Biography Memoir', 'Self Help']","Avul Pakir Jainulabdeen Abdul Kalam, the son of a little-educated boat-owner in Rameswaram, Tamil Nadu, had an unparalleled career as a defence scientist, culminating in the highest civilian award of India, the Bharat Ratna. As chief of the country's defence research and development programme, Kalam demonstrated the great potential for dynamism and innovation that existed in seemingly moribund research establishments. This is the story of Kalam's rise from obscurity and his personal and professional struggles, as well as the story of Agni, Prithvi, Akash, Trishul and Nag-missiles that have become household names in India and that have raised the nation to the level of a missile power of international reckoning. This is also the saga of independent India's struggle for technological self-sufficiency and defensive autonomy-a story as much about politics, domestic and international, as it is about science.",,27th impression,10/28/99,January 11th 2011,[],Paperback,,9788173711466,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1588286863l/634583._SY475_.jpg,4.24,[],1095.0,12.0,,,,96.0,40052.0,180,Universities Press,"['18998', '14071', '5314', '1119', '550']",,['India'],,"['A. P. J Abdul Kalam', 'Arun Tiwari']"
Wraith Squadron,,"['Star Wars', 'Science Fiction', 'Fiction', 'Fantasy', 'Space Opera', 'Science Fiction Fantasy', 'Media Tie In', 'Space', 'Novels', 'War']","They are the galaxy’s most elite fighting force. And as the battle against the Empire rages, the X-wing fighters risk life and machine to protect the Rebel Alliance. Now they must go on a daring undercover mission—as the crew of an Imperial warship.It is Wedge Antilles’ boldest creation: a covert-action unit of X-wing fighters, its pilots drawn from the dregs of other units, castoffs and rejects given one last chance. But before the new pilots can complete their training, the squadron’s base is attacked by former Imperial Admiral Trigit, and Wraith Squadron is forced to swing into action—taking over an Imperial warship and impersonating its crew. The mission: to gain vital intelligence about Trigit’s secret weapons, to sabotage the admiral’s plans, and to lure him into an Alliance trap. But the high-stakes gamble pits Wraith Squadron’s ragtag renegades against the Empire’s most brilliant master of guile and deception.Are they up to the challenge?If not, the penalty is instant death.",Star Wars: X-Wing #5,,,February 1998,"['Wedge Antilles', 'Warlord Zsinj']",Paperback,,9780553578942,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327941832l/773545.jpg,4.11,[],71.0,1.0,,,,96.0,9129.0,416,Del Rey,"['3653', '3261', '1846', '310', '59']",,[],,['Aaron Allston']
What to Listen for in Music,,"['Music', 'Nonfiction', 'Art', 'Reference', 'Classical Music', 'History', 'Science', 'Unfinished', 'Education', 'Psychology']","In this fascinating analysis of how to listen to music intelligently, Aaron Copland raises two basic questions: Are you hearing everything that is going on? Are you really being sensitive to it? If you cannot answer yes to both questions, you owe it to yourself to read this book. Whether you listen to Mozart or Duke Ellington, Aaron Copland's provocative suggestions for listening to music from his point of view will bring you a deeper appreciation of the most rewarding of all art forms.",,,11/06/39,November 5th 2002,[],Paperback,,9780451528674,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309212078l/99126.jpg,3.94,[],69.0,1.0,,,,90.0,7574.0,266,Signet Classics,"['2898', '2350', '1575', '444', '307']",,[],,"['Aaron Copland', 'Alan Rich', 'William Schuman']"
Weapon of Choice,,[],"Alba was the first human nation ever established with “Elven” principles of equality and freedom of choice at its core. For decades, Alba was a bastion of hope in a turbulent world. But now the nation is crumbling. Alba’s Dons have become arrogant and aloof. They dream of empires to feed their egos. They mortgage their children’s future to fund a legacy that no one wants and no one needs. The Elves are horrified; their precious project is about to fail…so they decide that a little regime change is in order. If Alba’s Dons have lost their way then Alba’s youth must step up and take their place. Carolyn is sent to find a team and forge them into the weapon of choice. She chooses Axel, Tristan, Raife and Mick. Boisterous louts who’ve trained from birth to fight as a unit, their job is to deliver victory in any setting, against any odds. But they’re not ready yet. They’re untested and incomplete. They laugh and joke and bumble through college while the ship around them sinks. Carolyn has other plans. She will make them intervene or she will break them if they fail. The boys didn’t want to get involved, they haven’t even graduated, but they’re in the fight now…and heaven help all those who stand in their way.  Topical, thoughtful, and terrifically entertaining, Weapon of Choice is a modern fantasy epic brimming with magic and mystery and more twists than a tangled slinky. The characters feel real. The imagery is breathtaking and the journey will give you goosebumps.",,,,December 24th 2014,[],Kindle Edition,,B00RFX5DYI,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421145572l/24078492.jpg,4.67,[],100.0,1.0,,,,100.0,12.0,313,Aaron D'Este,"['9', '2', '1', '0', '0']",,[],,"[""Aaron D'Este""]"
What We Saw,,"['Young Adult', 'Contemporary', 'Mystery', 'Realistic Fiction', 'Fiction', 'Romance', 'Young Adult Contemporary', 'Abuse', 'Mystery Thriller', 'Thriller']","Kate Weston can piece together most of the bash at John Doone’s house: shots with Stacey Stallard, Ben Cody taking her keys and getting her home early—the feeling that maybe he’s becoming more than just the guy she’s known since they were kids.But when a picture of Stacey passed out over Deacon Mills’s shoulder appears online the next morning, Kate suspects she doesn’t have all the details. When Stacey levels charges against four of Kate’s classmates, the whole town erupts into controversy. Facts that can’t be ignored begin to surface, and every answer Kate finds leads back to the same question: Where was Ben when a terrible crime was committed?This story—inspired by real events—from debut novelist Aaron Hartzler takes an unflinching look at silence as a form of complicity. It’s a book about the high stakes of speaking up, and the razor thin line between guilt and innocence that so often gets blurred, one hundred and forty characters at a time.",,,,September 22nd 2015,[],Kindle Edition,,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424276752l/20922826.jpg,4.08,['Rhode Island Teen Book Award Nominee (2017)'],100.0,1.0,,,,95.0,7102.0,336,Harper Teen,"['2653', '2798', '1312', '264', '75']",,['Iowa (United States)'],,['Aaron Hartzler']
We are the Monsters,,"['Horror', 'Fiction', 'Suspense']","While cruising a dark country road late one Saturday night, five high school friends accidentally kill an old drunk. Hiding the body is easy. Lying about what happened is even easier. But lies have a way of breeding Monsters in Springdale, Kansas, and the Monsters have come to play.""Here’s the truth about growing up in a small town: you tell lies to survive.I worked at a grocery store during high school, part time on the evenings and weekends. I saw plenty of strange things there: avocados stuffed in a barrel of fresh popcorn left to rot, a coworker who punched holes in the caps of beer bottles with an awl, pies marked “Verda’s own home-baked” which came frozen on pallets with the Sunday dairy truck. I found a body in the trash bin once, but nobody can prove who put it there. No one can prove it was there.There were too many bodies for a town the size of Springdale. The name of the town is a lie, but the bodies aren’t. All of them. When you find a body lying with the outdated yogurt, wilted lettuce, and cardboard boxes, you make up stories to cope. You can’t process a body in the grocery store trash bin. A trick of the light, you say. The way the shadows fell across certain bits of debris like the coat hanger beast in a little boy’s bedroom. That head of lettuce, there, in the corner, looks like a human hand.Bodies are bodies.Dead is dead.And lies are lies.""About the author: Aaron’s stories have been reprinted in The Best of Every Day Fiction 2009 and 2010, listed as a recommended read by Tangent Online, received honorable mention in the storySouth Million Writers Award and Ellen Datlow’s Best Horror of the Year.",,,03/10/11,March 21st 2011,[],Nook,,2940011250767,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312341412l/11501131.jpg,3.0,[],95.0,1.0,,,,66.0,209.0,0,"Aaron Polson, via Smashwords","['18', '57', '63', '49', '22']",,[],,['Aaron Polson']
While It Lasts,,"['Romance', 'New Adult', 'Contemporary', 'Young Adult', 'Contemporary Romance', 'College', 'Chick Lit', 'Sports', 'Fiction', 'Love']","Maybe driving home after a few (or more) shots of tequila had been a bad idea, but hell, he did it all the time. The cops had to have been freaking bored to have pulled him over. He wasn’t even swerving! That’s Cage York’s story and he’s sticking to it.Unfortunately, his baseball coach isn’t buying it. Cage has a free ride to the local junior college for baseball -- or he did, until he’d gotten a DUI. Now, Cage has to decide: does he drop out and give up his dream of getting noticed by a college in the SEC, and possibly making it into the Major Leagues -- or does he give in to his coach’s demands and spend his summer baling hay?Eva Brooks planned out her life step by step when she was eight years old. Not once over the years had she lost sight of her goals. Josh Beasley, her next door neighbor, had been the center of those goals. He’d been her first boyfriend at seven, her first kiss at ten, her first date at fifteen, and her first tragedy at eighteen. The moment she’d received the phone call from Josh’s mother saying he’d been killed along with four other soldiers just north of Baghdad, Eva’s carefully planned life imploded in the worst way possible.Cage isn’t real happy with his closet-sized bedroom in the back of a foul smelling barn, or his daily interactions with cows, but he knows that if he doesn’t make his coach happy then he can kiss his scholarship goodbye. Only a sick and twisted man would decide his punishment was to be working on a farm all summer. No hot babes in bikinis waiting to meet a Southern boy to make her vacation complete. Just him and the damned cows.Oh -- and an uptight, snarky brunette with the biggest blue eyes he’s every seen. But she doesn’t count, because as hard as he’s tried to charm her out of her panties - he’s pretty sure she’d rather see him hung from the rafters than let him get a taste of her pretty little lips.",Sea Breeze #3,,04/25/12,July 31st 2012 ,"['Eva Brooks', 'Cage York', 'Wilson Brooks', 'Jeremy Beasley', 'Willow Foster']",Kindle Edition,,B008QP745K,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1332261619l/13496738.jpg,4.23,[],788.0,9.0,,,,96.0,55451.0,304,,"['25669', '19556', '8192', '1562', '472']",,"['Sea Breeze, Alabama (United States)', 'Rural South Alabama (United States)']",,['Abbi Glines']
What is Prophetic Medicine?,,[],"This is an updated cover edition of ASIN B013IY5T96.This book gives a deeper insight on the meaning of Prophetic Medicine, which has been prescribed in Islam by prophet Muhammad SAW. Those who wish to lead a more healthier life, will find the topic of Prophetic Medicine very enlightening and intriguing.",,,03/20/15,August 5th 2015,[],Kindle Edition,,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1504500673l/36178177._SY475_.jpg,3.67,[],95.0,1.0,,,,,3.0,23,Purity Publications,[],,[],,['Abdul-Jabbar Khan']
What is Reincarnation?,,[],Updated cover edition found here.This book is best suited for anyone interested in building their knowledge about Reincarnation and its authenticity. The author is a Muslim and so writes from the islamic stance.,,,,Published,[],Kindle Edition,,B013KQP6JK,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441110641l/26200622._SY475_.jpg,3.0,[],100.0,1.0,,,,50.0,2.0,17,The Olive Press,[],,[],,['Abdul-Jabbar Khan']
What is Numerology?,,[],"It should be known that human beings by nature have a concern and a strong desire to control the future as well as to seek to prevent loss of control. Mankind by nature, seeks order in a world or in an environment where that order may be threatened. Humans look for meaning in things. They look for a well-ordered system as well as patterns. Everything has divine coding that can slowly be unravelled through Numerology. Though it is permissible in Islam, crossing the limits is unacceptable. What is meant here by transgressing pass the boundaries is when numerologists delve into impermissible acts such as Astrology, Tarot reading, psychic reading, magic, and all those sciences and occultic acts that are completely impermissible in the revealed law. Just because the human hands have divine coding in them, it does not make palm reading permissible. Just because we all have star signs, it does not render horoscopic readings permissible. There is divine wisdom in the acts that are forbidden and even the acts that are permissible within the revealed law of Islam that step beyond the comprehension of the human intellect. If we follow this religious law, we will be safe and will not be imprisoned by the ego and desires, Satan and the world. We must be free from all this. This book reveals how non-Muslims use Numerology and what Islam says about it. This book is a great starter for anyone studying comparative religion or anyone interested in seeking further knowledge in the field of numerology, which essentially spun off from mathematics.",,,02/17/15,August 8th 2015,[],Kindle Edition,,B013NTSSSA,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440074172l/26134245._SY475_.jpg,3.33,[],93.0,1.0,,,,,3.0,39,Purity Publications,[],,[],,"['Abdul-Jabbar Khan', 'Danyal Nicholson']"
What Is Real?: The Unfinished Quest for the Meaning of Quantum Physics,,"['Science', 'Nonfiction', 'Physics', 'Philosophy', 'History', 'Popular Science', 'Quantum Mechanics', 'Technology', 'Audiobook', 'Biography']","The untold story of the heretical thinkers who dared to question the nature of our quantum universeEvery physicist agrees quantum mechanics is among humanity's finest scientific achievements. But ask what it means, and the result will be a brawl. For a century, most physicists have followed Niels Bohr's Copenhagen interpretation and dismissed questions about the reality underlying quantum physics as meaningless. A mishmash of solipsism and poor reasoning, Copenhagen endured, as Bohr's students vigorously protected his legacy, and the physics community favored practical experiments over philosophical arguments. As a result, questioning the status quo long meant professional ruin. And yet, from the 1920s to today, physicists like John Bell, David Bohm, and Hugh Everett persisted in seeking the true meaning of quantum mechanics. What Is Real? is the gripping story of this battle of ideas and of the courageous scientists who dared to stand up for truth.",,,,March 20th 2018,[],Hardcover,,9780465096053,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1500753932l/35604796.jpg,4.28,"['PEN/E.O. Wilson Prize for Literary Science Writing Nominee for Longlist (2019)', 'Goodreads Choice Award Nominee for Science & Technology (2018)']",80.0,1.0,,,,97.0,1787.0,384,Basic Books,"['845', '664', '217', '51', '10']",,[],,['Adam Becker']
Warsaw 1920: Lenin’s Failed Conquest of Europe,,"['History', 'Nonfiction', 'Poland', 'Russia', 'Military History', 'War', 'Russian History', 'European History', '20th Century', 'Politics']","In 1920 the new Soviet state was a mess, following a brutal civil war, and the best way of ensuring its survival appeared to be to export the revolution to Germany, itself economically ruined by defeat in World War I and racked by internal political dissension. Between Russia and Germany lay Poland, a nation that had only just recovered its independence after more than a century of foreign oppression. But it was economically and militarily weak and its misguided offensive to liberate the Ukraine in the spring of 1920 laid it open to attack. Egged on by Trotsky, Lenin launched a massive westward advance under the flamboyant Marshal Tukhachevsky. All that Great Britain and France had fought for over four years now seemed at risk. By the middle of August the Russians were only a few kilometers from Warsaw, and Berlin was less than a week's march away. Then the Miracle of the Vistula occurred: the Polish army led by Jozef Pilsudski regrouped and achieved one of the most decisive victories in military history. As a result, the Versailles peace settlement survived, and Lenin was forced to settle for Communism in one country. The battle for Warsaw bought Europe nearly two decades of peace, and communism remained a mainly Russian phenomenon, subsuming many of the autocratic and Byzantine characteristics of Russia's tsarist tradition.",,,01/01/08,February 4th 2008,[],Hardcover,,9780007225521,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328834552l/2138623.jpg,3.78,[],96.0,1.0,,,,92.0,394.0,160,HarperPress,"['100', '143', '121', '26', '4']",,[],,['Adam Zamoyski']
We Didn't Ask for This,,"['Young Adult', 'Contemporary', 'LGBT', 'Realistic Fiction', 'Fiction', 'Teen', 'High School', 'Young Adult Contemporary']","Central International School’s annual lock-in is legendary. Bonds are made. Contests are fought. Stories are forged that will be passed down from student to student for years to come.This year’s lock-in begins normally enough. Then a group of students led by Marisa Cuevas stage an ecoprotest and chain themselves to the doors, vowing to keep everyone trapped inside until their list of demands is met.Some students rally to their cause…but others are aggrieved to watch their own plans fall apart.Amira has trained all year to compete in the school decathlon on her own terms. Peejay intended to honor his brother by throwing the greatest party CIS has ever seen. Kenji was looking forward to making a splash at his improv showcase. Omar wanted to spend a little time with the boy he’s been crushing on. Celeste, adrift in a new country, was hoping to connect with someone—anyone. And Marisa, once so certain of her goals, must now decide how far she’ll go to attain them.Every year, lock-in night changes lives. This year, it might just change the world.",,,,April 7th 2020,[],ebook,,9781488056598,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1567100330l/44786180._SY475_.jpg,3.47,[],69.0,1.0,,,,84.0,221.0,304,Inkyard Press,"['42', '66', '77', '25', '11']",,[],,['Adi Alsaid']
Wajah Peradaban Barat: dari Hegemoni Kristen ke Dominasi Sekuler-Liberal,,['Islam'],"""Buku terbaru dari cendekiawan muda ini, seperti karya-karyanya yang lain yang sempat saya baca dengan penuh minat, ditulis dengan rasa keprihatinan atau concern yang amat mendalam tentang pelbagai cabaran (tantangan) yang dihadapi umat Islam, khususnya di negara Islam terbesar, Indonesia... Dalam bahasa Melayu--baik di Malaysia, Brunei, Singapura, dan Indonesia--hampir tidak terdapat karya asli yang menayangkan begitu banyak fakta dari pelbagai sumber yang serius dan yang popular, seperti yang diusahakan oleh Adian Husaini.""(Prof. Dr. Wan Mohd Nor Wan Daud, Felo Pelawat Ulama (Guru Besar Tamu) Institut Alam dan Tamadun Melayu (ATMA), Universiti Kebangsaan Malaysia""Dalam beberapa tahun terakhir dunia internasional diwarnai oleh berbagai pergolakan yang sebagian besar jika tak bisa dibilang semuanya bersumber pada kekerasan politik dan politik kekerasan yang dikembangkan pemerintahan Amerika Serikat di bawah kepemimpinan Presiden George W. Bush. Sejatinya, ketegangan AS--Dunia Islam lebih banyak disebabkan karena kebijakan rezim Bush yang selalu mengidentikkan Islam dengan terorisme. Buku yang ditulis Adian Husaini, salah seorang penulis muda Islam yang sangat produktif ini, membeberkan dengan sangat jelas dan rinci perihal akar-akar ideologis permusuhan terhadap Islam, yang dalam beberapa tahun terakhir dikembangkan oleh rezim Bush di AS.""(Riza Sihbudi, Peneliti Lembaga Ilmu Pengetahuan Indonesia)",,,,April 2005,[],Hardcover,,9795618589926,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309237486l/11682749.jpg,4.21,['Indonesia Islamic Book Fair Award for Non Fiksi Dewasa (2006)'],100.0,1.0,,,,91.0,128.0,416,Gema Insani Press,"['68', '35', '13', '8', '4']",,[],,['Adian Husaini']
Wherever It Leads,,"['Romance', 'Contemporary Romance', 'Contemporary', 'New Adult', 'Adult', 'Fiction', 'Suspense', 'Erotica', 'Romantic Suspense', 'Drama']","Smooth. Sexy. Irresistible. Those qualities equal only one thing.Big. Freaking. Trouble.Brynne Calloway knows that anything that seems too good to be true usually is. Fenton Abbott and his cashmere voice, Adonis body, and a magnetism like no other clearly falls into that category. But what’s life without a little risk?It was supposed to be a rebound, an uncomplicated escape from reality. But nothing ever goes as planned. Fenton turns out to be so much more … in ways Brynne never sees coming.",,,,February 15th 2016,[],Paperback,,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1453385030l/28280218._SY475_.jpg,4.07,[],56.0,1.0,,,,93.0,6822.0,327,,"['2756', '2442', '1130', '334', '160']",,[],,['Adriana Locke']
