title,subtitle,categories,description,series,edition,firstPublishDate,published_year,characters,format,isbn10,isbn13,asin,image_url,average_rating,awards,bbeScore,bbeVotes,isBestSeller,isEditorsPick,isGoodReadsChoice,likedPercent,numRatings,pages,publisher,ratingsByStars,ratings_count,setting,soldBy,author_list
Punkzilla,,"['Young Adult', 'Fiction', 'Realistic Fiction', 'Teen', 'Contemporary', 'LGBT', 'Coming Of Age', 'Death', 'Family', 'Travel']","An award-winning writer and playwright hits the open road for a searing novel-in-letters about a street kid on a highstakes trek across America.For a runaway boy who goes by the name ""Punkzilla,"" kicking a meth habit and a life of petty crime in Portland, Oregon, is a prelude to a mission: reconnecting with his older brother, a gay man dying of cancer in Memphis. Against a backdrop of seedy motels, dicey bus stations, and hitched rides, the desperate fourteen-year-old meets a colorful, sometimes dangerous cast of characters. And in letters to his sibling, he catalogs them all — from an abusive stranger and a ghostly girl to a kind transsexual and an old woman with an oozing eye. The language is raw and revealing, crackling with visceral details and dark humor, yet with each interstate exit Punkzilla’s journey grows more urgent: will he make it to Tennessee in time? This daring novel offers a narrative worthy of Kerouac and a keen insight into the power of chance encounters.",,,,May 12th 2009,[],Hardcover,,9780763630317,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320496660l/4583614.jpg,3.61,['Michael L. Printz Award Nominee (2010)'],86.0,1.0,,,,84.0,1485.0,244,Candlewick Press,"['374', '470', '407', '158', '76']",,[],,['Adam Rapp']
Pssst!,,"['Picture Books', 'Animals', 'Humor', 'Childrens', 'Fiction', 'Storytime', 'Graphic Novels', 'Comedy', 'Kids', 'Juvenile']","A child, a visit to the zoo, animals--sounds like good, simple all-American fun. But there’s something different about this zoo. These animals want things. Unusual things. What will they do with them?    Laughs, jokes, and surprises abound in this graphic picture book about a feisty, all-too-helpful little girl and her role in aiding and abetting zoo-animal shenanigans. Adam Rex once again reveals the hilarious hidden life of creatures we thought we knew well.",,,,September 1st 2007,[],Hardcover,,9780152058173,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1273845125l/1442968.jpg,4.11,"[""Alabama Library Association Children's Book of the Year for 2-3 (2008)""]",28.0,1.0,,,,95.0,946.0,40,Harcourt,"['386', '336', '172', '43', '9']",,[],,['Adam Rex']
Political Philosophy: A Beginner's Guide for Students and Politicians,,Philosophy,"Politicians invoke grand ideas: social justice, liberty, equality,community. But what do these ideas really mean? How can politicians across the political spectrum appeal to the same values? Political Philosophy: A Beginners' Guide for Students and Politicians answers these important questions. Accessible and lively, the book is an ideal student text, but it also brings the insights of the world's leading political philosophers to a wide general audience. Using plenty of examples, it equips readers to think for themselves about the ideas that shape political life. Democracy works best when both politicians and voters move beyond rhetoric to think clearly and carefully about the political principles that should govern their society. But clear thinking is difficult in an age when established orthodoxies have fallen by the wayside. Bringing political philosophy out of the ivory tower and within the reach of all, this book provides us with tools to cut through the complexities of modern politics. In so doing, it makes a valuable contribution to the democratic process.",,,,2001.0,,,0745628478,9780745628479,,http://books.google.com/books/content?id=VM3R5IfrqT8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.93,,,,,,,,,194.0,,,6.0,,,['Adam Swift']
Political Philosophy,A Beginners' Guide for Students and Politicians,Philosophy,"How can politicians across the political spectrum appeal to the same values? This edition answers this questions, using examples to equip readers to think for themselves about the ideas that shape political life. Bringing It provides tools to cut through the complexities of modern politics, aiming to make a contribution to the democratic process.",,,,2006.0,,,0745635326,9780745635323,,http://books.google.com/books/content?id=koYetXlCc-IC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.93,,,,,,,,,240.0,,,164.0,,,['Adam Swift']
Paralysis: Beating the Odds,,"['True Story', 'Memoir', 'Inspirational', 'New Adult', 'Nonfiction', 'Self Help', 'Biography', 'Personal Development', '21st Century']",After a life altering medical fiasco Addison spends the next few years fighting to get her old life back and beat the original diagnosis of left side hemiplegia. Through this journey she finds out the biggest hindrances as well as the most helpful tips and tricks along the way. In this book you will find out what she did to recover from her stroke at age sixteen when she was told she would never walk on her own again.,,,,May 14th 2017,[],Paperback,,9781520801780,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1495804895l/35228012._SY475_.jpg,4.15,[],282.0,3.0,,,,100.0,226.0,157,Independently published,"['82', '98', '45', '1', '0']",,[],,"[""Addison D'Marko""]"
Picture the Dead,,"['Historical Fiction', 'Young Adult', 'Mystery', 'Ghosts', 'Historical', 'Paranormal', 'Fantasy', 'Civil War', 'Romance', 'Horror']","A ghost will find his way home.Jennie Lovell's life is the very picture of love and loss. First she is orphaned and forced to live at the mercy of her stingy, indifferent relatives. Then her fiancé falls on the battlefield, leaving her heartbroken and alone. Jennie struggles to pick up the pieces of her shattered life, but is haunted by a mysterious figure that refuses to let her bury the past.",,,,May 1st 2010,[],Hardcover,,9781402237126,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327930806l/7306380.jpg,3.52,[],98.0,1.0,,,,84.0,1536.0,262,Sourcebooks Fire,"['295', '497', '502', '190', '52']",,[],,"['Adele Griffin', 'Lisa Brown']"
Persians/Seven against Thebes/Suppliants/Prometheus Bound,,"['Classics', 'Plays', 'Drama', 'Mythology', 'Fiction', 'Poetry', 'Greece', 'Literature', 'Ancient', 'Theatre']","Aeschylus (ca. 525-456 BCE), the dramatist who made Athenian tragedy one of the world's great art forms, witnessed the establishment of democracy at Athens & fought against the Persians at Marathon. He won the tragic prize at the City Dionysia thirteen times between ca. 499 & 458, & in his later years was probably victorious almost every time he put on a production, though Sophocles beat him at least once. Of his total of about 80 plays, seven survive complete. The 1st volume of this new Loeb Classical Library edition offers fresh texts & translations by Alan H. Sommerstein of Persians, the only surviving Greek historical drama; Seven against Thebes, from a trilogy on the conflict between Oedipus' sons; Suppliants, on the successful appeal by the daughters of Danaus to the king & people of Argos for protection against a forced marriage; & Prometheus Bound (of disputed authenticity), on the terrible punishment of Prometheus for giving fire to humans in defiance of Zeus.",,,11/06/63,January 1st 2009,[],cloth,,9780674996274,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348499680l/4497759.jpg,4.1,[],49.0,1.0,,,,96.0,5534.0,624,Harvard University Press,"['2193', '1968', '1143', '198', '32']",,[],,"['Aeschylus', 'Alan H. Sommerstein']"
Prometheus Bound,,"['Classics', 'Plays', 'Drama', 'Mythology', 'Fiction', 'Theatre', 'Literature', 'Poetry', 'Greece', 'School']","For readers accustomed to the relatively undramatic standard translations of Prometheus Bound, this version by James Scully, a poet and winner of the Lamont Poetry Prize, and C. John Herington, one of the world's foremost Aeschylean scholars, will come as a revelation. Scully and Herington accentuate the play's true power, drama, and relevance to modern times. Aeschylus originally wrote Prometheus Bound as part of a tragic trilogy, and this translation is unique in including the extant fragments of the companion plays.",,2nd edition,10/28/80,February 1st 1990,"['Prometheus (mythology)', 'Hephaestus', 'Hermes', 'Oceanus (Greek)', 'Io', 'Oceanides', 'Kratos (Power)', 'Bia (Force)']",Paperback,,9780195061659,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407894339l/297593.jpg,3.96,[],594.0,8.0,,,,94.0,11811.0,144,"Oxford University Press, USA","['3923', '4315', '2854', '594', '125']",,['Greece'],,"['Aeschylus', 'James Scully', 'C. John Herington']"
Prometheus Bound and Other Plays,,Drama,"Aeschylus (525;456 BC) brought a new grandeur and epic sweep to the drama of classical Athens, raising it to the status of high art. In Prometheus Bound the defiant Titan Prometheus is brutally punished by Zeus for daring to improve the state of wretchedness and servitude in which mankind is kept. The Suppliants tells the story of the fifty daughters of Danaus who must flee to escape enforced marriages, while Seven Against Thebes shows the inexorable downfall of the last members of the cursed family of Oedipus. And The Persians, the only Greek tragedy to deal with events from recent Athenian history, depicts the aftermath of the defeat of Persia in the battle of Salamis, with a sympathetic portrayal of its disgraced King Xerxes. Philip Vellacott's evocative translation is accompanied by an introduction, with individual discussions of the plays, and their sources in history and mythology.",,,,1961.0,,,0140441123,9780140441123,,http://books.google.com/books/content?id=0gbclW98ougC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.1,,,,,,,,,160.0,,,4075.0,,,"['Aeschylus', 'Philip Vellacott']"
Partners in Crime,,"Beresford, Tommy (Fictitious character)","The Famous Volume Of Tommy & Tuppence Linked Short Stories, Reissued In A New Look To Coincide With The Brand New Series Of Tommy & Tuppence Bbc Movies. Tommy And Tuppence Beresford Were Restless For Adventure, So When They Were Asked To Take Over Blunt S International Detective Agency, They Leapt At The Chance. After Their Triumphant Recovery Of A Pink Pearl, Intriguing Cases Kept On Coming Their Way: A Stabbing On Sunningdale Golf Course; Cryptic Messages In The Personal Columns Of Newspapers; And Even A Box Of Poisoned Chocolates.",,,,2001.0,,,0007111509,9780007111503,,http://books.google.com/books/content?id=L0bfy0zgkegC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.77,,,,,,,,,347.0,,,9506.0,,,['Agatha Christie']
Poirot,The Complete Ariadne Oliver,Authors,"The final POIROT omnibus, featuring the last four appearances of the detective's side-kick, the sleuthing crime novelist Ariadne Oliver: Third Girl, Hallowe'en Party, Elephants Can Remember and The Pale Horse. Poirot and Mrs Oliver continue their sleuthing in the 1960s in four uncharacteristically 'modern' novels with an added twist of danger...Third Girl Poirot finally admits he is growing old as a perplexed girl thinks she may have killed someone. Here Christie dragged Poirot into the swinging 60s and effectively squared him up against a world featuring sex, drugs and hippies. Hallowe'en Party A teenage murder witness is drowned in a tub of apples. This was only the second time Christie wrote about the death of a child, and is all the more engrossing for it. Elephants Can Remember An old husband and wife double murder has never been solved -- until now. This was the very last Poirot story that Agatha Christie wrote, and garnered good reviews. The Pale Horse A priest's death leads to sinister goings-on in an old country inn. This bonus novel featured Mrs Oliver for once without Poirot and was one of Christie's darkest stories, blending witchcraft and murder.",,,,2005.0,,,0007190689,9780007190683,,http://books.google.com/books/content?id=lbOOJGLxM9MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.2,,,,,,,,,727.0,,,83.0,,,['Agatha Christie']
Partners in Crime,,"['Mystery', 'Fiction', 'Crime', 'Short Stories', 'Classics', 'Detective', 'British Literature', 'Mystery Thriller', 'Murder Mystery', 'Audiobook']","Tommy and Tuppence Beresford were restless for adventure, so when they were asked to take over Blunt's International Detective Agency, they leapt at the chance. After their triumphant recovery of a pink pearl, intriguing cases kept on coming their way: a stabbing on Sunningdale golf course; cryptic messages in the personal columns of newspapers; and even a box of poisoned chocolates.",Tommy & Tuppence Mysteries #2,,06/07/29,January 1st 2001,"['Inspector Marriot', 'Tommy Beresford', '""Tuppence"" Beresford', 'Albert Batt']",Paperback,,9780007111503,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309307059l/16325.jpg,3.77,[],135.0,2.0,,,,92.0,13882.0,347,HarperCollins Publishers,"['3525', '5006', '4188', '976', '187']",,[],,['Agatha Christie']
Peril at End House,,"['Mystery', 'Fiction', 'Crime', 'Classics', 'Detective', 'Mystery Thriller', 'British Literature', 'Audiobook', 'Murder Mystery', 'Thriller']","An Alternate Cover Edition of this ISBN can be found here.Hercule Poirot is vacationing on the Cornish coast when he meets Nick Buckly. Nick is the young and reckless mistress of End House, an imposing structure perched on the rocky cliffs of St. Loo.Poirot has taken a particular interest in the young woman who has recently narrowly escaped a series of life-threatening accidents. Something tells the Belgian sleuth that these so-called accidents are more than just mere coincidences or a spate of bad luck. It seems all too clear to him that someone is trying to do away with poor Nick, but who? And, what is the motive? In his quest for answers, Poirot must delve into the dark history of End House. The deeper he gets into his investigation, the more certain he is that the killer will soon strike again. And, this time, Nick may not escape with her life.",Hercule Poirot #8,,02/06/32,2001,"['Nick Buckley', 'Maggie Buckley', 'Frederica Rice', 'Jim Lazarus', 'Commander George Challenger', 'Inspector Japp', 'Millie Croft', 'Arthur Hastings', 'Hercule Poirot', 'Ellen', 'Charles Vyse']",Paperback,,9780007119301,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327938128l/16424.jpg,3.95,[],85.0,2.0,,,,96.0,40704.0,287,HarperCollins,"['11296', '17926', '10033', '1206', '243']",,"['Cornwall, England']",,['Agatha Christie']
Poirot Investigates,,"['Mystery', 'Fiction', 'Crime', 'Short Stories', 'Classics', 'Detective', 'Mystery Thriller', 'Audiobook', 'British Literature', 'Murder Mystery']","The very first collection of superb short stories featuring Hercule Poirot and Captain Hastings…First there was the mystery of the film star and the diamond… then came the ‘suicide’ that was murder… the mystery of the absurdly cheap flat… a suspicious death in a locked gun-room… a million dollar bond robbery… the curse of a pharaoh’s tomb… a jewel robbery by the sea… the abduction of a Prime Minister… the disappearance of a banker… a phone call from a dying man… and, finally, the mystery of the missing will.What links these fascinating cases? Only the brilliant deductive powers of Hercule Poirot!1. The Adventure of The Western Star2. The Tragedy at Marsdon Manor3. The Adventure of The Cheap Flat4. The Mystery of Hunter's Lodge5. The Million Dollar Bond Robbery6. The Adventure of The Egyptian Tomb7. The Jewel Robbery at The Grand Metropolitan8. The Kidnapped Prime Minister9. The Disappearance of Mr. Davenheim10. The Adventure of The Italian Nobleman11. The Case of The Missing Will",Hercule Poirot #3,,10/30/24,2001,['Hercule Poirot'],Paperback,,9780007120703,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309305569l/477597.jpg,4.02,[],148.0,2.0,,,,95.0,44329.0,265,Harper,"['15791', '15998', '10377', '1767', '396']",,['England'],,['Agatha Christie']
Parker Pyne Investigates,,"['Mystery', 'Fiction', 'Crime', 'Short Stories', 'Classics', 'Detective', 'British Literature', 'Mystery Thriller', 'Suspense', 'Cozy Mystery']","Agatha Christie once again demonstrates her mastery of the short form mystery with Parker Pyne Investigates—short stories of crime and detection featuring Parker Pyne, certainly one of the most unconventional private investigators ever to pursue a hot lead.Mrs. Packington felt alone, helpless and utterly forlorn. But her life changed when she stumbled upon an advertisement in the Times that read: ""Are you happy? If not, consult Mr. Parker Pyne.""Equally adept at putting together the fragments of a murder mystery or the pieces of a broken marriage, Mr. Parker Pyne is possibly the world's most unconventional private investigator. Armed with just his intuitive knowledge of human nature, he is an Englishman abroad, traveling the globe to solve and undo crime and misdemeanor.",Parker Pyne,,10/30/32,January 6th 2003,"['Parker Pyne', 'Miss Lemon']",Paperback,,9780007154821,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309305177l/278237.jpg,3.77,[],128.0,2.0,,,,90.0,15081.0,320,Harper Collins Publishers Ltd,"['4323', '4824', '4426', '1160', '348']",,[],,['Agatha Christie']
"Poirot: The Complete Battles of Hastings, Vol. 1",,"['Mystery', 'Fiction', 'Crime', 'Classics', '20th Century']","A brand new Agatha Christie omnibus, featuring four of the eight novels in which Captain Arthur Hastings appears alongside the world-renowned detective, Hercule Poirot: The Mysterious Affair at Styles, The Murder on the Links, The Big Four and Peril at End House.",Hercule Poirot & Arthur Hastings Omnibus #1,,,April 19th 2004,"['Arthur Hastings', 'Hercule Poirot']",Paperback,,9780007171170,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408926699l/1086324.jpg,4.31,[],37.0,1.0,,,,97.0,166.0,672,HarperCollins,"['76', '73', '12', '3', '2']",,[],,['Agatha Christie']
