title,subtitle,categories,description,series,edition,firstPublishDate,published_year,characters,format,isbn10,isbn13,asin,image_url,average_rating,awards,bbeScore,bbeVotes,isBestSeller,isEditorsPick,isGoodReadsChoice,likedPercent,numRatings,pages,publisher,ratingsByStars,ratings_count,setting,soldBy,author_list
Beauty's Release,,"['Erotica', 'Fiction', 'Fantasy', 'Romance', 'BDSM', 'Adult', 'Fairy Tales', 'Adult Fiction', 'Sexuality', 'Chick Lit']","From Anne Rice, author of Beauty's Kingdom, the third book in the erotic Sleeping Beauty seriesBefore E.L. James' Fifty Shades of Grey and Sylvia Day's Bared to You,, there was Anne Rice’s provocative take on the timeless fairy tale “Sleeping Beauty. “ In the final volume of Anne Rice's deliciously tantalizing erotic trilogy, Beauty's adventures on the dark side of sexuality make her the bound captive of an Eastern Sultan and a prisoner in the exotic confines of the harem. As this voluptuous adult fairy tale moves toward conclusion, all Beauty's encounters with the myriad variations of sexual fantasy are presented in a sensuous, rich prose that intensifies this exquisite rendition of Love's secret world, and makes the Beauty series and incomparable study of erotica. In it, Anne Rice, writing as A.N. Roquelaure, makes the forbidden side of passion a doorway into the hidden regions of the psyche and the heart.",Sleeping Beauty #3,,06/03/85,May 1st 1999,[],Paperback,,9780452281455,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1167595462l/25190.jpg,3.71,[],106.0,2.0,,,,84.0,26252.0,238,Penguin Group,"['8661', '6768', '6747', '2748', '1328']",,[],,"['A. N Roquelaure', 'Anne Rice']"
Beauty's Punishment,,"['Erotica', 'Fiction', 'Fantasy', 'Romance', 'BDSM', 'Adult', 'Fairy Tales', 'Adult Fiction', 'Sexuality', 'Erotic Romance']","The delicious and erotically charged sequel to The Claiming of Sleeping Beauty, from the author of Beauty's Kingdom. This sequel to The Claiming of Sleeping Beauty, the first of Anne Rice's (writing as A.N. Roquelaure) volumes of erotica, continues her explicit, teasing exploration of the psychology of human desire. Now Beauty, having indulged in a secret and forbidden infatuation with the rebellious slave Prince Tristan, is sent away from the Satyricon-like world of the Castle. Sold at auction, she will soon experience the tantalizing punishments of ""the village,"" as her education in love, cruelty, dominance, submission, and tenderness is turned over to the brazenly handsome Captain of the Guard. And once again Rice's tale of pleasure and pain dares to explore the most primal and well-hidden desires of the human heart. This series [predates the eroticism of E.L. James' Fifty Shades of Grey and Sylvia Day's Bared to You.",Sleeping Beauty #2,,01/01/84,May 1st 1999,"['Beauty', 'Tristan']",Paperback,,9780452281431,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1426861477l/18750.jpg,3.62,[],371.0,5.0,,,,83.0,25493.0,233,Penguin Group,"['7400', '6773', '6957', '2947', '1416']",,[],,"['A. N Roquelaure', 'Anne Rice']"
Bosh and Flapdoodle,,['Poetry'],"A final completed collection of poetic works by the late National Book Critics Circle Award and National Book Award-winning writer features a series of candid, alternately humorous and sobering ruminations on such topics as age, illness, and death.",,,,March 28th 2005,[],Hardcover,,9780393059526,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349033012l/833130.jpg,3.53,[],92.0,1.0,,,,80.0,49.0,159,W. W. Norton & Company,"['11', '15', '13', '9', '1']",,[],,['A. R Ammons']
Babel Tower,,"['Fiction', 'Literature', 'Historical Fiction', 'British Literature', 'Novels', 'Literary Fiction', 'Historical', '20th Century', 'Contemporary', 'Books About Books']","Babel Tower follows The Virgin in the Garden and Still Life in tracing Frederica Potter, a lover of books who reflects the author's life and times. It centers around two lawsuits: in one, Frederica -- a young intellectual who has married outside her social set -- is challenging her wealthy and violent husband for custody of their child; in the other, an unkempt but charismatic rebel is charged with having written an obscene book, a novel-within-a-novel about a small band of revolutionaries who attempt to set up an ideal community. And in the background, rebellion gains a major toehold in the London of the Sixties, and society will never be the same.",The Frederica Quartet #3,,,April 23rd 1996,['Frederica Potter'],Hardcover,,9780517277744,,,3.82,[],90.0,2.0,,,,92.0,2586.0,619,Random House Value Publishing,"['693', '1007', '677', '154', '55']",,[],,['A. S Byatt']
Black Rock White City,,"['Fiction', 'Australia', 'War', 'Literary Fiction', 'Contemporary', 'Literature', 'Book Club', 'Adult', 'Novels', 'Crime']","Black Rock White City is a novel about the damages of war, the limits of choice, and the hope of love. During a hot Melbourne summer Jovan’s cleaning work at a bayside hospital is disrupted by acts of graffiti and violence becoming increasingly malevolent. For Jovan the mysterious words that must be cleaned away dislodge the poetry of the past. He and his wife Suzana were forced to flee Sarajevo and the death of their children.  Intensely human, yet majestic in its moral vision, Black Rock White City is an essential story of Australia’s suburbs now, of displacement and immediate threat, and the unexpected responses of two refugees as they try to reclaim their dreams. It is a breathtaking roar of energy that explores the immigrant experience with ferocity, beauty and humour.",,,,April 2015,[],Paperback,,9781921924835,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1423481182l/24887441.jpg,3.53,['Miles Franklin Literary Award for Literary Fiction (2016)'],98.0,1.0,,,,87.0,1552.0,246,Transit Lounge Australia,"['243', '595', '509', '155', '50']",,[],,['A. S Patric']
Benjamin,,"['Fiction', 'Drama']","The harsh winter and great outdoors of upstate New York provide Benjamin with the only solace from an otherwise agonizing existence. His mother's abusive alcoholic boyfriend, the bully on the bus, and a Math teacher who pays a little too much attention to schoolboys are slowly chipping away at his dignity and feelings of self-worth. Benjamin clings to any sense of normalcy, until a series of escalating events drives him to the very edge of suicide. He begs God for help—a divine intervention—but his prayers go unanswered until he has an epiphany: God helps those who help themselves.",,,,August 10th 2012,[],Paperback,,9781478385691,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1346855488l/15991079.jpg,3.91,[],91.0,1.0,,,,89.0,70.0,80,CreateSpace,"['27', '21', '14', '5', '3']",,[],,['Aaron B. Powell']
Betrayer,,"['Science Fiction', '40k', 'Fiction', 'Fantasy', 'Audiobook', 'War', 'Novels', '21st Century', 'Science Fiction Fantasy', 'Horror']","The Shadow Crusade has begun. While the Ultramarines reel from Kor Phaeron’s surprise attack on Calth, Lorgar and the rest of the Word Bearers strike deep into the realm of Ultramar. Their unlikely allies, Angron and the World Eaters, continue to ravage each new system they come across – upon the garrison planet of Armatura, this relentless savagery may finally prove to be their undoing. Worlds will burn, Legions will clash and a primarch will fall.The Horus Heresy: Betrayer is presented in an enhanced eBook format and includes exclusive internal illustrations by artist Karl Richardson.",The Horus Heresy #24,,12/30/12,December 14th 2012,[],ebook,,9780857879189,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1354885258l/13632835.jpg,4.34,[],98.0,1.0,,,,98.0,2182.0,343,The Black Library,"['1077', '807', '262', '32', '4']",,[],,"['Aaron Dembski-Bowden', 'Karl Richardson']"
"Boys, Bears, and a Serious Pair of Hiking Boots",,"['Young Adult', 'Romance', 'Contemporary', 'Realistic Fiction', 'Fiction', 'Teen', 'Chick Lit', 'Young Adult Contemporary', 'Canada', 'Adventure']","Can a boy-hungry Jersey girl survive the wilds of Canada with her eco-identity intact? A witty new YA novel from the author of SOPHOMORE SWITCH.Jenna may hail from the ’burbs of New Jersey, but Green Teen activism is her life. So when her mom suggests they spend the summer at Grandma’s Florida condo, Jenna pleads instead to visit her hippie godmother, Susie, up in rural Canada. Jenna is psyched at the chance to commune with this nature she’s heard about — and the cute, plaidwearing boys she’s certain must roam there. But after a few run-ins with local wildlife (from a larger-than-life moose to Susie’s sullen Goth stepdaughter to a hot but hostile boy named Reeve), Jenna gets the idea that her long-held ideals, like vegetarianism and conservation, don’t play so well with this population of real outdoorsmen. A dusty survival guide offers Jenna amusing tips on navigating the wilderness — but can she learn to navigate the turns of her heart?",,,,April 13th 2010,[],Hardcover,,9780763643829,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320479241l/6705824.jpg,3.73,[],99.0,1.0,,,,90.0,2459.0,304,Candlewick Press,"['615', '853', '747', '201', '43']",,[],,['Abmcdonald']
Breathe,,"['Romance', 'Young Adult', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Chick Lit', 'Music', 'High School', 'Young Adult Romance', 'Fiction']","Sadie White's summer job isn't going to be on the beach life-guarding or working at rental booths like most kids her age. With her single mother's increasing pregnancy and refusal to work, Sadie has to take over her mother's job as a domestic servant for one of the wealthy summer families on a nearby island.When the family arrives at their summer getaway, Sadie is surprised to learn that the owner of the house is Jax Stone, one of the hottest teen rockers in the world. If Sadie hadn't spent her life raising her mother and taking care of the house she might have been normal enough to be excited about working for a rock star.Even though Sadie isn't impressed by Jax's fame, he is drawn to her. Everything about Sadie fascinates Jax but he fights his attraction. Relationships never work in his world and as badly as he wants Sadie, he believes she deserves more. By the end of the summer, Jax discovers he can't breathe without Sadie.",Sea Breeze #1,,,May 16th 2011,"['Sadie White', 'Jax Stone', 'Marcus Hardy', 'Amanda Hardy', 'Ms. Mary', 'Jessica White']",Kindle Edition,,B0051BJSRO,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1341120438l/11479285.jpg,3.86,[],1007.0,13.0,,,,89.0,79443.0,357,Wild Child Publishing,"['27347', '25278', '18075', '6023', '2720']",,[],,['Abbi Glines']
Because of Low,,"['Romance', 'New Adult', 'Young Adult', 'Contemporary', 'Contemporary Romance', 'College', 'Chick Lit', 'Young Adult Romance', 'Fiction', 'Love']","In my debut novel, Breathe, Sadie may have fallen in love with the teen rock star, Jax Stone, but readers fell head over heels for Marcus Hardy. This is his story…Marcus Hardy had hoped to enjoy a year away at college while he put the summer he’d rather forget behind him. But instead, he’s jerked right back to the coastal town of Sea Breeze, Alabama due to a family crisis. His dear ol' dad found himself a girlfriend only a few years older than Marcus. So now his sister needs help dealing with their mother who is mentally falling apart. The only bright spot to returning is the fascinating red head who sleeps over several times a week. The problem is she's sleeping in bed with his new roommate, Cage York. Willow “Low” Foster needs a place to live. Running to Cage’s apartment every time her sister kicks her out isn’t exactly a long term solution. Juggling her courses at the local community college and a part time job doesn’t produce excess income. But Cage has a new roommate and suddenly sleeping over at her best friend’s apartment isn’t such a bad thing. Not when she gets to see those sexy green eyes of Marcus Hardy’s twinkle when he smiles at her like he wants her there. Even though Cage seems a little territorial where Low is concerned, Marcus finds time to spend with Low without upsetting his roommate. Cage may use his small college baseball star persona to sleep with every hot female in his path but he’s still under the disillusion that when he’s through sowing his wild oats, he’s going to marry Low. Marcus intends to change that assumption for both Cage and Low. Until his carefully laid plans come crashing down with a revelation he never expected. He’ll have to choose between Low or his family. Because once the truth comes out.... there’s no other choice.",Sea Breeze #2,,,February 7th 2012,"['Willow Foster', 'Amanda Hardy', 'Sadie White', 'Cage York', 'Marcus Hardy', 'Tawny Foster']",Kindle Edition,,B0076TF04O,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1322924946l/13146214.jpg,4.13,['Goodreads Choice Award Nominee for Young Adult Fiction (2012)'],872.0,11.0,,,,96.0,54401.0,294,,"['21871', '20618', '9565', '1864', '483']",,"['Sea Breeze, Alabama (United States)']",,['Abbi Glines']
Bad for You,,"['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'College', 'Young Adult', 'Music', 'Abuse', 'Chick Lit', 'Love']","
  Innocence was never meant for the addictive…
Addiction was something Krit Corbin accepted as part of his nature a long time ago. He decided to embrace it and flip his finger at the rules. Women had always been the number one thing on his list of addictions. He couldn’t get enough. Being the lead singer in a rock band had only made access to his favorite addiction that much easier. Being alone was the only thing Blythe Denton understood. The small town minister’s family that raised her hadn’t accepted her as their own. The minister’s wife had always made sure Blythe understood just how unworthy she was of love. When Blythe is sent away to college and given a chance to finally be free of living as an unwanted burden, she looks forward to having peace in her life. Being alone isn’t something that bothers her. She escapes reality in the stories she writes.However, the ridiculously sexy tattooed guy who keeps throwing parties in the apartment above hers is driving her crazy. For starters, he doesn’t treat her like she would expect a guy with a different woman always hanging on his arm to treat someone as uninteresting as her. She looks nothing like the gorgeous women she sees parading in and out of his apartment, but for some strange reason he keeps showing up at her door.During a party at his apartment, Krit’s new neighbor comes to the door with her long brown hair pulled up in a messy knot and a pair of glasses perched on her cute little nose. She wants him to turn down the music, but he convinces her to stay.
  Krit Corbin may have just found his biggest addiction yet. And Blythe Denton realizes too late that she’s finally been claimed.
",Sea Breeze #7,,,April 1st 2014,[],ebook,,9781481420761,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390861093l/18870159.jpg,4.29,[],354.0,4.0,,,,97.0,23979.0,320,Simon Pulse,"['11921', '8049', '3209', '603', '197']",,[],,"['Abbi Glines', 'Heidi Lichtblau']"
Baagh / باگھ,,['Novels'],باگھ عبداللہ حسین کا لکھا دوسرا ناول ہے جو اداس نسلیں کی اشاعت کے اٹھارہ سال بعد منظر عام پر آیا۔ اس ناول میں اداس نسلیں کی نسبت ایک مختلف اور منفرد اسلوب کو بروئے کار لایا گیا ہے۔ ناول میں کرداروں کی تنہائی، ناسٹلجیا اور بے کلی نمایاں موضوعات ہیں۔,,,11/05/82,2012,[],Hardcover,,9789693508826,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1318719717l/12885815.jpg,3.69,[],94.0,1.0,,,,85.0,78.0,341,Sang-e-Meel Publications,"['23', '24', '19', '8', '4']",,[],,['Abdullah Hussein']
Branded,,"['Dystopia', 'Young Adult', 'Romance', 'New Adult', 'Fantasy', 'Science Fiction', 'Post Apocalyptic', 'Fiction', 'Love', 'Paranormal']","Alternate cover edition, ISBN:9780989527415Fifty years ago The Commander came into power and murdered all who opposed him. In his warped mind, the seven deadly sins were the downfall of society. To punish the guilty, he created the Hole, a place where sinners are branded according to their sins. Sinners are forced to live a less than human existence in deplorable conditions, under the watchful eye of guards who are ready to kill anyone who steps out of line.Now, LUST wraps around my neck like thick, blue fingers, threatening to choke the life out of me. I’ve been accused of a crime I didn’t commit, and the Hole is my new home. Constant darkness. Brutal and savage violence. Excruciating pain. Every day is a fight for survival. But I won’t let them win. I will not die in the Hole. I am more than my brand. I’m a fighter. My name is Lexi Hamilton, and this is my story.",Sinners #1,,06/27/13,June 28th 2013 ,[],ebook,,9780989527408,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1366662015l/17402117.jpg,3.81,[],514.0,6.0,,,,85.0,7781.0,384,,"['2815', '2288', '1504', '730', '444']",,[],,"['Abi Ketner', 'Missy Kalicicki']"
Book of Love,,"['Young Adult', 'Angels', 'Paranormal', 'Fantasy', 'Romance', 'Paranormal Romance', 'Supernatural', 'Fiction', 'Urban Fantasy', 'Magic']","When seventeen-year-old Jane Taylor witnessed her father's death, something happened to her. Ever since, her thoughts have been consumed by death, going so far as to foresee the ever-changing deaths of those around her. Sixteen-year-old Emily Taylor resented her sister's closeness with their father, who died when she was six. With the strange ability to read minds, she drowns the voices out with drugs, sending Jane over the edge. When seventeen-year-old Wes Green was adopted, he moved in next door to Jane, finding in her a childhood friend turned high-school crush. All summer, the pain in his bones seemed unwarranted. He was done growing long ago. When senior year starts, however, the pain only gets worse. The foreseen changes are not expected, and far too animal for his taste. When Max Gordon found himself standing above the dying body of an innocent seven-year-old girl, he saw in her eyes something he hadn't seen in the century he'd spent roaming Earth. Her father was already dead, but there was hope to save her. Jane was her name, and already she was all he ever wanted. It was his job to bring her back, and it was his job to protect her - the biggest mistake of his life. When these four teens enter Glenwood High their senior year, no one but Max could understand the future ahead of them. Drawn together by blood and friendship, they each hide a dark secret that will soon bind them together. Max has to protect Jane, Jane wants to be normal, Wes wants Jane to love him, and Emily just wants the voices to stop... But their fate just wants them dead.",Knight Angels #1,,04/07/10,April 26th 2010,"['Jane Taylor', 'Emily Taylor', 'Wes Green', 'Max Gordon']",Paperback,,9780982272589,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1271000703l/7896141.jpg,3.64,[],97.0,1.0,,,,82.0,1578.0,367,Crimson Oak Publishing LLC,"['506', '397', '388', '178', '109']",,[],,['Abra Ebner']
Bury the Chains,Prophets and Rebels in the Fight to Free an Empire's Slaves,History,"Offers an account of the first great human rights crusade, which originated in England in the 1780s and resulted in the freeing of hundreds of thousands of slaves around the world.",,,,2006.0,,,0618619070,9780618619078,,http://books.google.com/books/content?id=8p6c9N5K2i0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.27,,,,,,,,,496.0,,,1258.0,,,['Adam Hochschild']
Bury the Chains,,"['History', 'Nonfiction', 'Africa', 'Race', 'Politics', 'European History', 'Social Justice', '18th Century', 'World History', 'British Literature']","From the author of the widely acclaimed King Leopold's Ghost comes the taut, gripping account of one of the most brilliantly organized social justice campaigns in history - the fight to free the slaves of the British Empire. In early 1787, twelve men - a printer, a lawyer, a clergyman, and others united by their hatred of slavery - came together in a London printing shop and began the world's first grass-roots movement, battling for the rights of people on another continent. Masterfully stoking public opinion, the movement's leaders pioneered a variety of techniques that have been adopted by citizens' movements ever since, from consumer boycotts to wall posters and lapel buttons to celebrity endorsements. A deft chronicle of this groundbreaking antislavery crusade and its powerful enemies, Bury the Chains gives a little-celebrated human rights watershed its due at last.",,,11/06/05,February 10th 2006,['William Wilberforce'],Paperback,,9780618619078,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442544015l/27668._SY475_.jpg,4.28,"['California Book Award for Nonfiction (Gold) (2005)', 'Lionel Gelber Prize (2006)', 'Los Angeles Times Book Prize for History (2005)', 'Dayton Literary Peace Prize Nominee for Nonfiction (2006)', 'National Book Award Finalist for Nonfiction (2005)']",51.0,1.0,,,,98.0,1682.0,496,Mariner Books,"['775', '654', '212', '29', '12']",,[],,['Adam Hochschild']
