title,subtitle,categories,description,series,edition,firstPublishDate,published_year,characters,format,isbn10,isbn13,asin,image_url,average_rating,awards,bbeScore,bbeVotes,isBestSeller,isEditorsPick,isGoodReadsChoice,likedPercent,numRatings,pages,publisher,ratingsByStars,ratings_count,setting,soldBy,author_list
1 Litre of Tears,,"['Nonfiction', 'Biography', 'Japanese Literature', 'Japan', 'Memoir', 'Manga', 'Autobiography', 'Biography Memoir', 'Asian Literature', 'Drama']","This diary written by Aya Kitō (July 19, 1962 - May 23, 1988) was published shortly before her death. Aya Kitō was diagnosed with a disease called spinocerebellar degeneration when she was 15 years old. The disease causes the person to lose control over their body, but because the person can retain all mental ability the disease acts as a prison. So in the end she cannot eat, walk or talk.Aya keeps a diary of not only what she does but how she feels and the hardships she must endure. Initially, the diary's purpose was for Kitō to chronicle impressions she had about how the disease was affecting her daily life. As the disease progressed, however, the diary became Kitō's outlet for describing the intense personal struggles she underwent in coping, adapting, and ultimately trying to survive her disease. As she notes in one entry, ""I write because writing is evidence that I am still alive.""Through family, medical examinations and rehabilitations, and finally succumbing to the disease, Aya must cope with the disease and live on with life until her death at the age of 25.",,,02/25/86,2008,['Aya'],paperback,,9789792721287,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1203772126l/2883244.jpg,4.2,[],98.0,1.0,,,,96.0,2484.0,,Elex Media Komputindo,"['1134', '843', '400', '82', '25']",,['Japan'],,"['Aya Kito', 'Kita']"
"14,000 Things to Be Happy About: The Happy Book",,"['Nonfiction', 'Self Help', 'Inspirational', 'Reference', 'Humor', 'Psychology', 'Poetry', 'Personal Development', 'Philosophy', 'Mental Health']","Flannel sheets. Strawberry ice cream. Making faces at monkeys in the zoo. Dog dishes that say ""Good Dog."" Carolers singing around a Norwegian spruce. Sun burning off the morning fog. Cabanas. 	It's the little things that make life worth living, and they can be found by the dozens in this obsessive, quirky, and utterly captivating compendium with over 950,000 copies in print. A pure, unadulterated listing, it offers not a single explanation, aside, or footnote, but reading it is as irresistible as eating popcorn. Randomly selected and catalogued over the course of twenty years-and illustrated with joyous and jewel-like precision by the gifted artist Pierre Le-Tan-14,000 THINGS is Barbara Ann Kipfer's perfect antidote to the all-too-frequently-mentioned things we should be unhappy about.It's a celebration of almost everything that's ever made us smile. And that itself is reason number 14,001.",,,,January 4th 1990,[],Paperback,,9780894803703,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387705272l/667416.jpg,4.04,[],209.0,3.0,,,,90.0,2695.0,610,Workman Publishing Company,"['1249', '694', '474', '158', '120']",,[],,"['Barbara Ann Kipfer', 'Pierre Le-Tan']"
10:04,,"['Fiction', 'Novels', 'Contemporary', 'Literary Fiction', 'New York', 'American', 'Literature', 'The United States Of America', 'Audiobook', 'Poetry']","In the past year, the narrator of 10:04 has enjoyed unexpected literary success, been diagnosed with a potentially fatal heart condition, and been asked by his best friend to help her conceive a child. Now, in a New York of increasingly frequent superstorms and political unrest, he must reckon with his biological mortality, the possibility of a literary afterlife, and the prospect of (unconventional) fatherhood in a city that might soon be under water.In prose that Jonathan Franzen has called 'hilarious... cracklingly intelligent... and original in every sentence', Lerner's new novel charts an exhilarating course through the contemporary landscape of sex, friendship, memory, art and politics, and captures what it is like to be alive right now.",,,09/02/14,December 31st 2014,[],Hardcover,,9781847088918,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420822161l/24396269.jpg,3.74,"['New York Public Library Young Lions Fiction Award Nominee (2015)', 'Rathbones Folio Prize Nominee (2015)']",98.0,1.0,,,,87.0,10466.0,244,Granta,"['2947', '3726', '2403', '935', '455']",,"['Brooklyn, New York City, New York (United States)']",,['Ben Lerner']
1356,,"['Historical Fiction', 'Fiction', 'Historical', 'Medieval', 'War', 'France', 'Adventure', 'Audiobook', '14th Century', 'Fantasy']","Go with God and Fight Like the Devil. A fascinating hero and the pursuit of a sword with mythical power - this is the remarkable new novel by Britain’s master storyteller, which culminates at the Battle of Poitiers in 1356.Thomas of Hookton, a veteran of Crecy and many other battles, is the leader of a mercenary company of bowmen and men-at-arms who ravage the countryside east of Gascony.Edward, Prince of Wales, later to be known as the Black Prince, is assembling an army to fight the French once more but before Thomas can join, he must fulfil an urgent task.La Malice, a sword of mythical power guaranteeing victory to its owner, is thought to be concealed somewhere near Poitiers. With signs that a battle between the English and the French is looming others are seeking the treasure too, and some – French, Scots and even English – are pursuing their private agendas against Thomas.But all – Thomas of Hookton, his enemies and friends and the fate of La Malice – become swept up in the extraordinary confrontation that follows, as the large French army faces the heavily outnumbered English in battle.",Grail Quest #4,,10/30/12,September 27th 2012,['Thomas of Hookton'],Hardcover,,9780007331840,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344100391l/15739863.jpg,4.09,[],137.0,2.0,,,,96.0,11303.0,400,HarperCollins,"['4018', '4818', '2053', '341', '73']",,[],,['Bernard Cornwell']
12 Stocking Stuffers,,"['Romance', 'Christmas', 'Contemporary', 'Anthologies', 'Fiction', 'Contemporary Romance', 'Short Stories']","Get out the mistletoe! Twelve days of Christmas...twelve stories filled with the magic of holiday romance...perfect reading for a snowy winter's day. Bundle includes Faith, Hope and Love, The Christmas Bride, Christmas Passions, A Seasonal Secret, Return of the Light, Star Light, Star Bright, Naughty or Nice?, Christmas Fantasy, A Christmas Marriage Ultimatum, A Prince for Christmas, The Millionaire's Christmas Wish and Merry Christmas, Baby",,,10/30/07,December 1st 2007,[],ebook,,9781426810633,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1264376710l/7058894.jpg,3.57,[],99.0,1.0,,,,92.0,53.0,0,Harlequin Special Releases,"['10', '15', '24', '3', '1']",,[],,"['Beverly Barton', 'Helen Bianchin', 'Janelle Denison', 'Lucy Gordon', 'Diana Hamilton', 'Maggie Shayne', 'Catherine Spencer', 'Rebecca Winters']"
101 Essays That Will Change The Way You Think,,"['Nonfiction', 'Self Help', 'Philosophy', 'Essays', 'Personal Development', 'Psychology', 'Poetry', 'Audiobook', 'Short Stories', 'Mental Health']","Over the past few years, Brianna Wiest has gained renown for her deeply moving, philosophical writing. This new compilation of her published work features pieces on why you should pursue purpose over passion, embrace negative thinking, see the wisdom in daily routine, and become aware of the cognitive biases that are creating the way you see your life. Some of these pieces have never been seen; others have been read by millions of people around the world. Regardless, each will leave you thinking: this idea changed my life.",,,,November 14th 2016,[],Kindle Edition,,B01MYMUGQL,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479346785l/32998876._SY475_.jpg,4.06,[],98.0,1.0,,,,90.0,1270.0,334,Thought Catalog Books,"['578', '354', '215', '80', '43']",,[],,['Brianna Wiest']
113 Things To Do By 13,,[],"Talk about drama! Your crush likes your BFF…you've got homework up to your eyeballs…the school mean girl is on the attack…a hot party is on the agenda and you've got nothing to wear. No worries: 113 Things To Do by 13 has all the deets on stuff you need to know now.• Secrets to a sa-weet party look from Sephora's beauty pro.• The best (worst!) OMG moments from girls just like us.• The crush zone—four ways to tell if your crush is into you.• A guide to which star is your fashion mate. Is it Vanessa Hudgens? Or Amanda Bynes?• Tips to hosting the most rockin' sleepover ever.• Stargaze with your astro-rific BFF and zodiac-celeb crushers.• 4-1-1 on gossip, body stuff, cyber-bullying, money-making ideas and more.",,,,May 1st 2009,[],Paperback,,9780373892129,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347677274l/6453239.jpg,4.17,[],71.0,1.0,,,,94.0,52.0,128,Harlequin,"['24', '16', '9', '3', '0']",,[],,"['Brittany MacLeod', 'Terri MacLeod']"
10 Sexy Stories Thank You Our Readers Erotica Bundle,,"['Erotica', 'Romance', 'Contemporary', 'BDSM', 'Short Stories', 'Amazon', 'Adult', 'Adult Fiction']","The 10 authors in this bundle would like to thank you for your support.In 2012 alone, our readers have purchased a combined total of over 300,000 of our books, and given each of us the ability to pay our bills with the written word. We thank you for your patronage - it means a great deal to us and to our families.We have each contributed one of our latest or best selling stories to this collection. We hope you enjoy these stories as much as we enjoyed writing them for you, our readers.- The Art of Lust by V.R. Dunlap- Her Father's Best Friend by Lolli Love- Gangbang Girl by Sara Sweet- Tempting Her Teacher by Candy Young- The Officer Makes Her Spread 'Em by Wanda Blackwood- Swimming With Curves by Jessie Carson- Coach Brown Plays Rough by Kitty Sexton- Bedding the Babysitter by J.C. Wilde- Cowboy Romp by Sky Ashton- His Rules by Carmen CoxFor a more detailed description, please check the book sample. All the story descriptions are listed as part of the table of contents.FOR ADULTS ONLY: This short story collection (10 stories and over 38,000 words) is full of sizzling, hot sexual encounters. The stories range from one on one romance, to full on gangbang erotica. They include many different types of sexual situations to give you a wide range to enjoy! (examples include: oral sex, mutual oral sex or 69ing, reluctant sexual situations, anal sex, light BDSM, and even a gangbang) This book is intended for adults only and all characters are represented as 18 or over.",Ebony Ecstasy,Kindle,,December 21st 2012,[],Kindle Edition,,B00ARON0OW,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362353992l/17369283.jpg,3.3,[],95.0,-1.0,,,,72.0,515.0,136,Taboo Lust and Forbidden Pleasure,"['134', '106', '130', '71', '74']",,[],,"['Candy Young', 'V. R Dunlap', 'Lolli Love', 'Sara Sweet', 'Wanda Blackwood', 'Jessie Carson', 'Kitty Sexton', 'J. C Wilde']"
101 Places Not to See Before You Die,,"['Travel', 'Nonfiction', 'Humor', 'Essays', 'Reference', 'Adult', 'Guides', 'Adventure']","Irreverent and compulsively readable, 101 Places Not to See Before You Die highlights desitinations we can all live without - like Jupiter's Worst Moon, an Outdoor Wedding During the 2021 Reemergence of the Great Eastern Cicada Brood, and fan hours at the Las Vegas Porn Convention - while reminding us why we're willing to put up with the bed bugs and the food poisoning and set out to explore the world.",,,01/01/10,June 22nd 2010,[],Paperback,,9780061787768,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348738040l/7804666.jpg,3.13,[],90.0,1.0,,,,73.0,715.0,249,Harper,"['80', '168', '275', '146', '46']",,[],,['Catherine Price']
1491,New Revelations of the Americas Before Columbus,History,"Describes how recent archaeological research has transformed long-held myths about the Americas, revealing far older and more advanced cultures with a greater population than were previously thought to have existed.",,,,2006.0,,,1400032059,9781400032051,,http://books.google.com/books/content?id=XhAqcIq_pGcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.02,,,,,,,,,541.0,,,51593.0,,,['Charles C. Mann']
1493: Uncovering the New World Columbus Created,,"['History', 'Nonfiction', 'Science', 'American History', 'World History', 'Anthropology', 'Historical', 'Economics', 'Audiobook', 'Environment']","From the author of 1491—the best-selling study of the pre-Columbian Americas—a deeply engaging new history of the most momentous biological event since the death of the dinosaurs. More than 200 million years ago, geological forces split apart the continents. Isolated from each other, the two halves of the world developed radically different suites of plants and animals. When Christopher Columbus set foot in the Americas, he ended that separation at a stroke. Driven by the economic goal of establishing trade with China, he accidentally set off an ecological convulsion as European vessels carried thousands of species to new homes across the oceans. The Columbian Exchange, as researchers call it, is the reason there are tomatoes in Italy, oranges in Florida, chocolates in Switzerland, and chili peppers in Thailand. More important, creatures the colonists knew nothing about hitched along for the ride. Earthworms, mosquitoes, and cockroaches; honeybees, dandelions, and African grasses; bacteria, fungi, and viruses; rats of every description—all of them rushed like eager tourists into lands that had never seen their like before, changing lives and landscapes across the planet. Eight decades after Columbus, a Spaniard named Legazpi succeeded where Columbus had failed. He sailed west to establish continual trade with China, then the richest, most powerful country in the world. In Manila, a city Legazpi founded, silver from the Americas, mined by African and Indian slaves, was sold to Asians in return for silk for Europeans. It was the first time that goods and people from every corner of the globe were connected in a single worldwide exchange. Much as Columbus created a new world biologically, Legazpi and the Spanish empire he served created a new world economically.As Charles C. Mann shows, the Columbian Exchange underlies much of subsequent human history. Presenting the latest research by ecologists, anthropologists, archaeologists, and historians, Mann shows how the creation of this worldwide network of ecological and economic exchange fostered the rise of Europe, devastated imperial China, convulsed Africa, and for two centuries made Mexico City—where Asia, Europe, and the new frontier of the Americas dynamically interacted—the center of the world. In such encounters, he uncovers the germ of today’s fiercest political disputes, from immigration to trade policy to culture wars.In 1493, Charles Mann gives us an eye-opening scientific interpretation of our past, unequaled in its authority and fascination",,,,August 9th 2011,[],Hardcover,,9780307265722,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327900945l/9862761.jpg,4.1,['Goodreads Choice Award Nominee for History & Biography (2011)'],267.0,4.0,,,,94.0,16016.0,557,Alfred A. Knopf (NY),"['6304', '6143', '2668', '593', '308']",,[],,['Charles C. Mann']
1491: New Revelations of the Americas Before Columbus,,"['History', 'Nonfiction', 'American History', 'Anthropology', 'Science', 'Historical', 'World History', 'Audiobook', 'Archaeology', 'American']","In this groundbreaking work of science, history, and archaeology, Charles C. Mann radically alters our understanding of the Americas before the arrival of Columbus in 1492.Contrary to what so many Americans learn in school, the pre-Columbian Indians were not sparsely settled in a pristine wilderness; rather, there were huge numbers of Indians who actively molded and influenced the land around them. The astonishing Aztec capital of Tenochtitlan had running water and immaculately clean streets, and was larger than any contemporary European city. Mexican cultures created corn in a specialized breeding process that it has been called man’s first feat of genetic engineering. Indeed, Indians were not living lightly on the land but were landscaping and manipulating their world in ways that we are only now beginning to understand. Challenging and surprising, this a transformative new look at a rich and fascinating world we only thought we knew.",,2nd edition,08/09/05,October 10th 2006,[],Paperback,,9781400032051,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1545238592l/39020.jpg,4.02,"['Julia Ward Howe Prize (2006)', 'Spur Award Nominee for Best Western Juvenile Nonfiction (2010)']",677.0,10.0,,,,92.0,66314.0,541,Vintage,"['25657', '23874', '11550', '3091', '2142']",,[],,['Charles C. Mann']
"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",,"['Nonfiction', 'Self Help', 'Psychology', 'Memoir', 'Audiobook', 'Personal Development', 'Health', 'Spirituality', 'Philosophy', 'Biography']","Nightline anchor Dan Harris embarks on an unexpected, hilarious, and deeply skeptical odyssey through the strange worlds of spirituality and self-help, and discovers a way to get happier that is truly achievable.After having a nationally televised panic attack on Good Morning America, Dan Harris knew he had to make some changes. A lifelong nonbeliever, he found himself on a bizarre adventure, involving a disgraced pastor, a mysterious self-help guru, and a gaggle of brain scientists. Eventually, Harris realized that the source of his problems was the very thing he always thought was his greatest asset: the incessant, insatiable voice in his head, which had both propelled him through the ranks of a hyper-competitive business and also led him to make the profoundly stupid decisions that provoked his on-air freak-out.We all have a voice in our head. It’s what has us losing our temper unnecessarily, checking our email compulsively, eating when we’re not hungry, and fixating on the past and the future at the expense of the present. Most of us would assume we’re stuck with this voice – that there’s nothing we can do to rein it in – but Harris stumbled upon an effective way to do just that. It’s a far cry from the miracle cures peddled by the self-help swamis he met; instead, it’s something he always assumed to be either impossible or useless: meditation. After learning about research that suggests meditation can do everything from lower your blood pressure to essentially rewire your brain, Harris took a deep dive into the underreported world of CEOs, scientists, and even marines who are now using it for increased calm, focus, and happiness.10% Happier takes readers on a ride from the outer reaches of neuroscience to the inner sanctum of network news to the bizarre fringes of America’s spiritual scene, and leaves them with a takeaway that could actually change their lives.",,,,March 11th 2014,[],Hardcover,,9780062265425,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451446393l/18505796.jpg,3.92,['Goodreads Choice Award Nominee for Nonfiction (2014)'],174.0,2.0,,,,91.0,80582.0,256,It Books,"['26140', '31426', '15963', '4560', '2493']",,[],,['Dan Harris']
10 Things to Do Before I Die,,"['Young Adult', 'Fiction', 'Humor', 'Contemporary', 'Death', 'Realistic Fiction', 'Comedy', 'Adventure', 'Romance', 'Philosophy']","1) Lose my virginity

2) Apologize to Rachel

3) Get back at Biff

4) Jam and party with Shakes the Clown

5) Laugh in death’s face

6) Go to Africa

7) Rob a bank

8) Tell Mark to screw himself

9) Find out why Grandpa and Dad don't talk

10) Tell the truth


From the Hardcover edition.",,,11/09/04,June 13th 2006,"['Ted Burger', 'Mark & Nikki']",Paperback,,9780385734066,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320437302l/451944.jpg,3.2,[],171.0,2.0,,,,74.0,1013.0,224,Delacorte Books for Young Readers,"['149', '236', '365', '196', '67']",,[],,['Daniel Ehrenhaft']
10 Things I Hate about You,,Dating (Social customs),"Told she can't date until her older sister starts, Bianca fears no one will want to take out sarcastic Kat.",,,,1999.0,,,0439087309,9780439087308,,http://books.google.com/books/content?id=UkSIGwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.11,,,,,,,,,170.0,,,1414.0,,,"['David Levithan', 'Karen McCullah Lutz', 'Kirsten Smith']"
