title,subtitle,categories,description,series,edition,firstPublishDate,published_year,characters,format,isbn10,isbn13,asin,image_url,average_rating,awards,bbeScore,bbeVotes,isBestSeller,isEditorsPick,isGoodReadsChoice,likedPercent,numRatings,pages,publisher,ratingsByStars,ratings_count,setting,soldBy,author_list
Value Proposition Design: How to Create Products and Services Customers Want,,"['Business', 'Design', 'Entrepreneurship', 'Nonfiction', 'Buisness', 'Management', 'Leadership', 'Reference', 'Collections', 'Research']","If you liked ""Business Model Generation,"" you'll love ""Value Proposition Design."" The sequel builds on the same visual format and practical tools that made the first one so useful. It shows you how to use the Value Proposition Canvas, a practical business tool to design, test, create, and manage products and services customers want. It compliments and perfectly integrates with the Business Model Canvasfrom ""Business Model Generation"" so you can succeed with great value propositions embedded in scalable and profitable business models.Practical exercises, process illustrations, and workshop suggestions help you immediately apply the tools in the book to your daily work. The book includes an online access to Strategyzer.com to complete and assess exercises interactively, learn from peers, and download pdfs, checklists, and more.You'll love ""Value Proposition Design"" if you've been overwhelmed by the task of true customer value creation, frustrated by unproductive product meetings and misaligned teams, involved in bold shiny projects that blew up, or simply disappointed by the failure of a good idea.""Value Proposition Design"" will help you successfully understand the patterns of value creation, leverage the experience and skills of your team, avoid wasting time with ideas that won't work, and guide you through the design and test of products and services that customers want.",,,09/16/13,January 28th 2015,[],ebook,,9781118968079,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410066477l/22337524.jpg,4.27,[],97.0,1.0,,,,96.0,4653.0,320,Wiley,"['2307', '1560', '598', '133', '55']",,[],,"['Alexander Osterwalder', 'Yves Pigneur', 'Patricia Papadakos', 'Gregory Bernarda', 'Alan Smith']"
Violet Midnight,,"['Fantasy', 'Romance', 'Young Adult', 'Paranormal', 'Paranormal Romance', 'Magic', 'Supernatural', 'Mystery', 'Fiction']","Look into the world of The Enchanters, where water has a sense of humor, trees scare people, and love… is destiny.The beautiful Jane is hovering at the edge of content in her life of solitude in the quiet town of Jasmyn Lake, but when her energy sends her on a journey to meet the man she has been dreaming about for months, she cannot resist. Meet sexy artist Elias, who moved to Hazel Grove, California to get away from the rain, his parents, and everything that was taken from him in Hayward, Washington. But he thinks he may be losing his mind when he starts seeing purple glitter in the air, the scent of rosemary is everywhere, and he is hearing a beautiful voice.But all is not flowers and ease for the newly joined couple. With a woman who prefers night to day and a man with heartache from his past, they must learn how to create their own new world with grace and the occasional water feature. Written with humor and intensity, book one of the three part trilogy will leave you yearning for more and daydreaming shades of purple.",The Enchanters #1,,05/02/11,May 1st 2014,[],Kindle Edition,,9781620153611,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398710960l/11428799.jpg,3.44,[],92.0,1.0,,,,77.0,311.0,154,Booktrope Editions,"['75', '89', '76', '41', '30']",,[],,['Allie Burke']
Vampire in Atlantis,,"['Paranormal Romance', 'Paranormal', 'Romance', 'Vampires', 'Fantasy', 'Mythology', 'Magic', 'Fiction', 'Shapeshifters', 'Urban Fantasy']","The most unexpected of all allies to Poseidon's warriors has proven to be the fiercest-Daniel, a vampire and Night Guild mage. But even the strongest alliance can be destroyed when a vampire's oath crosses paths with a maiden's quest, and an eleven-thousand-year-old desire is reborn.Ready to face the dawn and die after 11,000 years as a vampire, Daniel walks into the Reflecting Pool on the Washington Mall and ends up in Atlantis, at the mercy of Serai, a long-dead warrior princess he could never forget.Yet Serai is not dead. Centuries earlier she and several others had been magically put into suspended animation to ensure the continuation of the Atlanteans. But the magical jewel that keeps them safe has been stolen, and, now awake, Serai must find it to save the other sleeping women.Together, Daniel and Serai search for the stone and renew their relationship, stalked by an evil that isn't about to let them succeed.",Warriors Of Poseidon #7,,,June 7th 2011,[],Mass Market Paperback,,9780425241790,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388210009l/9636371.jpg,4.25,[],86.0,1.0,,,,97.0,2863.0,311,Berkley,"['1380', '934', '454', '74', '21']",,['Arizona (United States)'],,['Alyssa Day']
Vapor,,"['Fiction', 'Contemporary', 'Novels', 'Science Fiction Fantasy', 'Speculative Fiction']","Soon to be a major motion picture directed by Neil LaBute and starring Renee Zellweger, this is a surreal love story from the author of Nude Men. Now in paperback, Amanda Filipacchi's quirky comic romance gives aspiring actress Anna Graham a makeover that no reader will ever forget. Anna's payback for rescuing the eccentric scientist Damon Wetly from a subway mugger is imprisonment in a specially designed cage designed to transform her into the foremost actress of her time. How Anna succeeds in both her acting career and turning the tables on Damon is a reversal of the Pygmalion myth and a perversely tender love story.",,,01/01/99,May 31st 2003,[],Paperback,,9780786711291,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440308014l/307576.jpg,3.89,[],96.0,1.0,,,,90.0,292.0,320,Carroll & Graf,"['96', '105', '62', '20', '9']",,[],,['Amanda Filipacchi']
Vom Tod geküsst,,[],"Er ist der Tod! Und er kommt, um sie zu holen!Doch was, wenn sie nicht sterben kann? Und zudem völlig fasziniert von dem teuflisch gut aussehenden Fremden ist? Diese Frage muss sich die Krankenschwester Lilly stellen. Denn anscheinend gibt es nur eine Alternative: Sie muss sterben, ansonsten wird Sebastian in der Hölle schmoren. Doch soll das wirklich das Ende sein?Wofür lebst du, wenn du längst gestorben bist?Packende Fantasy, prickelnde Erotik und eine Liebe, die sich über den Tod hinwegsetzt.Teil 1: Vom Tod geküsstTeil 2: Vom Tod geliebtTeil 3: Vom Tod begehrt",Tod #1,,,November 6th 2014,[],ebook,,9783000474354,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415266455l/23507971.jpg,4.46,[],95.0,1.0,,,,91.0,35.0,346,Amanda Frost,"['25', '5', '2', '2', '1']",,[],,['Amanda Frost']
Vibes,,"['Young Adult', 'Romance', 'Paranormal', 'Fiction', 'Teen', 'Fantasy', 'Contemporary', 'Audiobook', 'Coming Of Age', 'Supernatural']","Nothing is beyond Kristi Carmichael’s disdain—her hippie high school, her friend Jacob, her workaholic mom. Yet for all her attitude and her mind-reading abilities, Kristi has a vulnerable side. She can hear the thoughts of her fellow students, calling her fat and gross. She’s hot for Gusty Peterson, one of the most popular guys in school, but of course, she’s sure he thinks she is disgusting. And she’s still mad at her father, who walked out on them two years ago. Soon, a school project brings her together with Gusty, her father comes home and drops a bombshell, and a friend comes out of the closet, and suddenly she is left doubting that she can read people at all.Bitingly funny but ultimately poignant and positive, this YA novel is completely on the mark.",,,09/30/08,October 6th 2008,[],Hardcover,,9780618995301,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406001246l/3212848.jpg,3.59,[],93.0,1.0,,,,85.0,2110.0,249,HMH Books for Young Readers,"['500', '648', '645', '235', '82']",,[],,['Amy Kathleen Ryan']
Voice of the Violin,,Fiction,"Discovering the murdered body of a beautiful young woman, Sicilian detective Salvo Montalbano finds suspects in the victim's aging husband, a famous doctor, a missing admirer, an antiques dealer, a close friend, and a reclusive violinist. Reprint.",,,,2004.0,,,0142004456,9780142004456,,http://books.google.com/books/content?id=nxccjsFKi0YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.03,,,,,,,,,249.0,,,3669.0,,,['Andrea Camilleri']
Visit Sunny Chernobyl: And Other Adventures in the World's Most Polluted Places,,"['Travel', 'Nonfiction', 'Environment', 'Science', 'History', 'Memoir', 'Ecology', 'India', 'China', 'Journalism']","For most of us, traveling means visiting the most beautiful places on Earth—Paris, the Taj Mahal, the Grand Canyon. It's rare to book a plane ticket to visit the lifeless moonscape of Canada's oil sand strip mines, or to set sail for the Great Pacific Garbage Patch. But in Visit Sunny Chernobyl, Andrew Blackwell embraces a different kind of travel, taking a jaunt through the most gruesomely polluted places on Earth.Visit Sunny Chernobyl fuses immersive first-person reporting with satire and analysis, making the case that it's time to start appreciating our planet as-is—not as we wish it to be. Equal parts travelogue, expose environmental memoir, and faux guidebook, Blackwell careens through a rogue's gallery of environmental disaster areas in search of the worst the world has to offer—and approaches a deeper understanding of what's really happening to our planet in the process.",,,05/22/12,May 28th 2013,[],Paperback,,9781623360269,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369569278l/16059689.jpg,3.66,[],100.0,1.0,,,,91.0,1656.0,320,Rodale Books,"['275', '708', '524', '131', '18']",,[],,['Andrew Blackwell']
Virgin Exotica,,"['Romance', 'Erotica', 'New Adult']","Akira Sanders is an author...an erotic romance author. Pen named Miss. OG, her writings are famous among the high school kids, but little do her fans know that she herself is a high school student and.......a virgin. Her biggest inspirations are porn videos and washroom gossips.    Ethan Whitmore is the high school 'it' boy with God like looks and an ego as huge as Mt. Olympus. A complete man whore and jock but the biggest fan of Miss. OG's erotic novellas. Oh! And did I mention that he's the chemistry teacher?   So what happens when Ethan comes to know that his favourite author is actually a high school girl, moreover, his student? Join them in their journey through high school as Ethan tries to teach our Erotic Superstar, a thing or two about chemical reactions...of a very different kind.",,,,December 21st 2015,[],Paperback,,9781680304206,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448899927l/28016440.jpg,3.86,[],71.0,1.0,,,,83.0,151.0,176,Blvnp Publishing Incorporated,"['68', '36', '22', '8', '17']",,[],,['Anna Kendra']
Vision in Silver,,"['Fantasy', 'Urban Fantasy', 'Paranormal', 'Vampires', 'Shapeshifters', 'Werewolves', 'Adult', 'Romance', 'Fiction', 'Magic']","The Others freed the cassandra sangue to protect the blood prophets from exploitation, not realizing their actions would have dire consequences. Now the fragile seers are in greater danger than ever before; both from their own weaknesses and from those who seek to control their divinations for wicked purposes. In desperate need of answers, Simon Wolfgard, a shape-shifter leader among the Others, has no choice but to enlist blood prophet Meg Corbyn’s help, regardless of the risks she faces by aiding him.Meg is still deep in the throes of her addiction to the euphoria she feels when she cuts and speaks prophecy. She knows each slice of her blade tempts death. But Others and humans alike need answers, and her visions may be Simon’s only hope of ending the conflict.For the shadows of war are deepening across the Atlantik, and the prejudice of a fanatic faction is threatening to bring the battle right to Meg and Simon’s doorstep…",The Others #3,,,March 3rd 2015,"['Tess', 'Meg Corbyn', 'Vladimir Sanguinati', 'Steve Ferryman', 'Merri Lee', 'Simon Wolfgard', 'Henry Beargard', 'Crispin James Montgomery']",Hardcover,,9780451465276,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404354570l/21457243.jpg,4.25,"[""Romantic Times Reviewers' Choice Award (RT Award) for Urban Fantasy Worldbuilding (2015)"", 'Goodreads Choice Award Nominee for Fantasy (2015)']",374.0,5.0,,,,97.0,28938.0,400,Roc,"['13380', '10690', '3936', '707', '225']",,[],,['Anne Bishop']
Violet Makes a Splash,,Juvenile Fiction,"When Violet conjures a pool for their yard and refuses to make it disappear, Mabel, who is not magical, does not know how to explain this to their parents.",,,,2007.0,,,0439872472,9780439872478,,http://books.google.com/books/content?id=ldJMV8NU-9kC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.95,,,,,,,,,112.0,,,116.0,,,['Anne Mazer']
