title,subtitle,categories,description,series,edition,firstPublishDate,published_year,characters,format,isbn10,isbn13,asin,image_url,average_rating,awards,bbeScore,bbeVotes,isBestSeller,isEditorsPick,isGoodReadsChoice,likedPercent,numRatings,pages,publisher,ratingsByStars,ratings_count,setting,soldBy,author_list
Une saison au Congo,,"['Plays', 'Africa', 'Drama', 'Classics', 'Fiction', '20th Century', 'Theatre', 'France', 'African Literature', 'School']","Le temps de l'indépendance du Congo est arrivé. Patrice Lumumba, homme politique et poète visionnaire, va tenter de rendre à son peuple une liberté depuis longtemps perdue. Mais la jalousie, la corruption et la quête du pouvoir sont des murailles difficiles à franchir. À travers le destin d'un homme, c'est toute l'histoire d'un continent qui se joue de manière exemplaire et symbolique dans cette tragédie politique.",,,1966,February 2001,[],Paperback,,9782020486248,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387172708l/161958.jpg,3.55,[],11.0,1.0,,,,85.0,183.0,133,Seuil / Points,"['33', '70', '53', '19', '8']",,[],,['Aimé Césaire']
Unlocking The Doors Of The Spoken Word (Only The Strong Can Survive),,[],"This book of poems goes and follows the heart, soul and mind of a poet. A woman who has written ten books to inspire the nation to stand in the midst of painful ordeals in all ages of life. This book will make you feel as if you have to pass it on to another teen, young adult, man, boy or child. It's very uplifting, inspiring, motivating and empowering. The Author moves you with her sense of style and not only just poetry. The book goes into regular words from the Author, something that you do not want to miss.",,,06/16/11,October 10th 2013,[],Kindle Edition,,B00FRWW9D2,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387671716l/19578066.jpg,5.0,[],94.0,1.0,,,,,2.0,55,Create Space,[],,[],,['Aleja Bennett']
Un hijo,,"['Fiction', 'Contemporary', 'Spain', 'Drama', 'School', 'Literature', '21st Century', 'Mystery', 'Spanish Literature', 'Adult']","Guille es un niño sonriente y aparentemente feliz, pero solo hace falta rascar un poco para sospechar que esconde un misterio.Guille es un niño introvertido con una sonrisa permanente, y es un lector empedernido con mucha imaginación. Solo tiene una amiga. Hasta aquí, todo en orden. Pero tras esta máscara de tranquilidad se esconde un mundo fragilísimo, como un castillo de cartas, con un misterio por resolver. El rompecabezas lo configuran un padre en crisis, una madre ausente, una profesora intrigada y una psicóloga que intenta armar el puzle que está en el fondo. Una novela coral que respira sentimiento, ternura, vacíos, palabras no pronunciadas y un misterio sobrecogedor.",,,,March 18th 2015,[],Paperback,,9788494185755,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427132889l/25091498.jpg,4.29,"['Premio Nacional de Literatura Infantil y Juvenil (2016)', 'Premi Joaquim Ruyra (2014)', 'Premio El Templo de las Mil Puertas Nominee for Mejor novela nacional independiente (2015)', 'Premi Protagonista Jove for Categoria 15-16 anys (2016)']",90.0,1.0,,,,97.0,1585.0,288,La Galera,"['776', '544', '225', '33', '7']",,"['Barcelona, Catalonia (Spain)']",,['Alejandro Palomas']
Understanding Human Nature,,"['Psychology', 'Philosophy', 'Nonfiction', 'Science', 'Self Help', 'Psychoanalysis', 'Personal Development', 'Counselling', 'Psychiatry', 'Academic']","Originally published in 1927 this book attempts to acquaint the general public with the fundamentals of Individual Psychology. At the same time it's a demonstration of the practical application of these principles to the conduct of everyday relationships & the organization of personal life. Based upon a year's lectures to audiences at the People's Institute in Vienna, the book pointd out how the mistaken behavior of individuals affects social & communal harmony; to teach individuals to recognize their mistakes; & finally, to show them how they may effect a harmonious adjustment to communal life. Adler felt that mistakes in business or in science were costly & deplorable, but mistakes in the conduct of life are often dangerous to life itself. This book is dedicated by the author in his preface to the task of illuminating progress toward a better understanding of human nature.",,,1927,May 12th 1981,[],Mass Market Paperback,,9780449308332,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1240574460l/255263.jpg,3.96,[],44.0,1.0,,,,94.0,1533.0,0,Fawcett,"['485', '615', '341', '77', '15']",,[],,['Alfred Adler']
Ubu Roi,,"['Plays', 'Drama', 'Theatre', 'France', 'Classics', 'Fiction', 'French Literature', '19th Century', 'Literature', 'School']","One of the most extraordinary events of the late nineteenth century in Paris was the opening on December 11, 1896, at the Théâtre de l’Oeuvre, of Alfred Jarry’s play Ubu Roi. The audience was scandalized by this revolutionary satire, developed from a schoolboy farce, which began with a four-letter word, defied all the traditions of the stage, and ridiculed the established values of bourgeois society.Barbara Wright’s witty translation of this riotous work is accompanied with drawings by Franciszka Themerson. Two previously untranslated essays in which Jarry explains his theories of the drama have also been included.",,,12/09/96,January 17th 1961,[],Paperback,,9780811200721,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347398578l/517693.jpg,3.63,[],70.0,1.0,,,,85.0,4974.0,186,New Directions,"['1271', '1520', '1443', '530', '210']",,['Poland'],,"['Alfred Jarry', 'Barbara Wright', 'Franciszka Themerson']"
Un mundo para Julius,,"['Fiction', 'Spanish Literature', 'Novels', 'Latin American', 'Literature', '20th Century', 'Latin American Literature', 'Classics', 'Drama', 'Historical Fiction']","Esta ha sido elegida la mejor novela peruana de todos los tiempos. Es el retrato de un sector feliz y despreocupado de la oligarquía limeña. Julius es un niño inteligente y bien tratado por la fortuna, que resulta pretexto, punto de continua confluencia de un sistema de costumbres y de ideas que configuran una situación tenida de buen gusto, amenazada por la fragilidad y subrayada por una injusticia terrible.",,,10/29/70,June 1st 2005,[],Paperback,,9789875800045,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405973509l/60756.jpg,4.13,[],192.0,2.0,,,,94.0,2545.0,480,Planeta Publishing,"['1075', '929', '384', '118', '39']",,[],,['Alfredo Bryce Echenique']
Uykuda Çocuk Ölümleri,,"['Fiction', 'Turkish', 'Turkish Literature']","""İşte!"" diye atıldım heyecanla, 'Benim üzerinde çalışmakta olduğum konu da bu: Uçölüm, yani Uykuda Çocuk Ölümleri. Size rastlamam ne büyük şans!Bana yardım edebilirsiniz belki.Bu bilgileri nereden edindiniz?""""İniş ne kadar sürdü, bilemiyorum. Kemerime sokuşturmuş olduğum yedek paftaları birbiri ardına tutuşturuyordum. Merdiven gitgide daha dikleşiyor, dehliz bir kuyuyu andıran dikey bir boruya dönüşüyordu. Bastığım yere çok dikkat etmem gerekiyordu ayağım kayıp aşağıya yuvarlanmamak için. Yatsı ezanını okuduktan sonra minareden inmekte olan bir müezzin gibi hissediyordum kendimi.""İnsansız Konağın İkonu ve Pervaneler adlı öykü kitaplarıyla tanıdığımız Ali Teoman'dan arzın Merkezi'ne seyahat etmek isteyenlere ansiklopedik bir kılavuz, dev bir labirent roman.",Konstantiniyye Üçlemesi #1,,,May 2002,[],Paperback,,9789750804168,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438178249l/11011623._SY475_.jpg,4.05,[],84.0,1.0,,,,91.0,122.0,448,Yapı Kredi Yayınları,"['46', '49', '16', '9', '2']",,[],,['Ali Teoman']
Unsettled,,"['Romance', 'New Adult', 'Amazon', 'Contemporary', 'Contemporary Romance', 'Young Adult']","Lizzie O'Malley, a twenty three year old free spirited young woman, is on the run to find her purpose in life. In the summer of 2000, she returns home to Boston, Massachusetts to begin a life that she can be proud of. On her first night out on the town with a friend, tragedy strikes and she finds herself the cause of emotional wreckage. Instead of dealing, she concentrates on the man she met that first night. Teagan Gallagher, a twenty two year old college student from Ireland, spends the summer of 2000 in Boston, Massachusetts, working towards his degree and partying his way through the city. One night he finds a beautiful American girl that he is desperate to spend the summer with. Together, Teagan and Lizzie learn the ins and outs of an unconventional relationship. It isn't until their relationship is in so deep that it becomes impossible for one or the other to run away.",Chosen #1,,02/05/14,February 7th 2014,[],Paperback,,9781495459931,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392439797l/20793484.jpg,4.11,[],94.0,1.0,,,,94.0,488.0,237,Createspace,"['205', '165', '91', '19', '8']",,[],,['Alisa Mullen']
Unrequited,,"['New Adult', 'Contemporary Romance']","Nick Sawyer, a successful business man, has everything he has ever wanted. Grateful for the new additions to his life, he realizes he has the kind of love that he never knew existed. If it wasn't for Lizzie O'Malley, Nick would still be sucked up in his job during the day and bars at night. Lizzie changed his life just by stepping into it. Samantha Hughes, a childhood friend of Nick's, is back in Boston following her father's wishes. It is his intention that Sam catches the eye of Nick before he commits himself to Lizzie O'Malley. Their plan rapidly becomes reality, just not the reality Sam was expecting.Unrequited is a twisted love triangle story that goes awry. Who will be the one that loses it all?This is the third and final installment of The Chosen Series. This book is told by Nick and Samantha's POV.",Chosen #3,1st Edition,,May 24th 2014,[],Paperback,,9781499527056,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400374442l/22146939.jpg,4.37,[],96.0,1.0,,,,97.0,231.0,252,Mullen Self Publishing,"['131', '65', '28', '4', '3']",,"['Boston, Massachusetts (United States)']",,['Alisa Mullen']
Unmarked: Sean's Story,,"['New Adult', 'Contemporary Romance']","Sean Ford has loved Lizzie O'Malley all of his adult life. Now that he is in his thirties and a successful tattoo artist, he finds himself stuck in life. He should have~ He could have ~ But he didn't. Kicking himself for letting Lizzie slip through his fingers, he has to pretend that life is just peachy. His favorite past time is hiding out in his bedroom.When Aoife Flanagan arrives in Boston to do an internship with college, she is glad to have escaped the dismal life she has back in Wicklow, Ireland. As a twenty-three year old student and professional, she prefers staying in the corner at parties, hiding from everyone's attention, and sticking to the financial plan that her father outlined for her.One night... One confusing night...One amazing summer...Sean and Aoife may have been brought together by fate but to stay together means more than roses and butterflies. They must fight the world for one another. What separates them is one big ocean and one tiny question.Sink or Swim?This is Book 4 in The Chosen Series but it can be read as a STANDALONE since it is Sean's story. For Mature Audiences 17+ only, please.",Chosen #4,,,November 18th 2014,[],Paperback,,9781502833839,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1411687418l/23251157.jpg,4.53,[],99.0,1.0,,,,99.0,83.0,255,Mullen Self Publishing,"['51', '27', '4', '0', '1']",,[],,['Alisa Mullen']
Unchosen,,"['Romance', 'New Adult', 'Amazon', 'Contemporary Romance', 'Contemporary']","Lizzie O’Malley is back with a purpose in life. Still flighty and unpredictable, she knows that loving and losing Teagan Gallagher has changed her life forever. As she navigates her new life in Boston as a full time working mother, she promises herself she will never fall in love again. But can she keep that promise after meeting Nick Sawyer, the gorgeous Texan who has fallen for her? Follow Lizzie to Ireland where she struggles with tragedy and rediscovers herself all over again.",Chosen #2,,,May 12th 2014,[],Paperback,,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394225780l/21400046.jpg,4.27,[],95.0,1.0,,,,97.0,409.0,262,Surrendered Press,"['199', '137', '61', '9', '3']",,[],,['Alisa Mullen']
Unique,,"['Young Adult', 'Science Fiction', 'Fiction', 'School']","Dominic has always been a disappointment to his ambitious father, but he has never understood why. Then he discovers that he had an older brother who died before he was born. Where his brother was a brilliant academic and scientist, Dominic prefers to 'waste' his time painting. His father cannot forgive him for it.Dominic decides to try to find out about his brother, but he discovers more than he bargained for. Their father had Dominic's dead brother cloned, and Dominic is the result.How can he live with this mind-blowing discovery? If the truth is ever made public, it could put people's lives in danger - including his own.",,,11/06/04,October 20th 2011,[],Kindle Edition,,9780192753359,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1357451167l/13358039.jpg,3.54,"['North East Teenage Book Award Nominee (2004)', ""Stockport Children's Book Award""]",69.0,1.0,,,,83.0,561.0,260,Oxford University Press,"['115', '192', '158', '72', '24']",,[],,['Alison Allen-Gray']
Unclean Jobs for Women and Girls,,"['Short Stories', 'Fiction', 'Fantasy', 'Horror', 'Magical Realism', 'Humor', 'Feminism', 'Contemporary', 'Short Story Collection', 'Womens']","In this darkly hilarious debut collection, misfit women and girls in every strata of society are investigated through various ill-fated jobs. One is the main course of dinner, another the porn star contracted to copulate in space for a reality TV show. They become futuristic ant farms, get knocked up by the star high school quarterback and have secret abortions, use parakeets to reverse amputations, make love to garden gnomes, go into air conditioning ducts to confront their mother’s ghost, and do so in settings that range from Hell to the local white-supremacist bowling alley.",,,,October 1st 2010,[],Paperback,,9780984213320,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381418695l/8603232.jpg,3.89,"['James Tiptree Jr. Award Nominee for Longlist (2010)', 'Starcherone Prize for Innovative Fiction (2010)']",14.0,1.0,,,,91.0,2248.0,188,Starcherone Books,"['714', '827', '509', '142', '56']",,[],,['Alissa Nutting']
Uncommon Criminals,,"['Young Adult', 'Mystery', 'Contemporary', 'Romance', 'Fiction', 'Adventure', 'Teen', 'Chick Lit', 'Crime', 'Realistic Fiction']","Katarina Bishop has worn a lot of labels in her short life. Friend. Niece. Daughter. Thief. But for the last two months she’s simply been known as the girl who ran the crew that robbed the greatest museum in the world. That’s why Kat isn’t surprised when she’s asked to steal the infamous Cleopatra Emerald so it can be returned to its rightful owners. There are only three problems. First, the gem hasn’t been seen in public in thirty years. Second, since the fall of the Egyptian empire and the suicide of Cleopatra, no one who holds the emerald keeps it for long, and in Kat’s world, history almost always repeats itself. But it’s the third problem that makes Kat’s crew the most nervous and that is simply… the emerald is cursed.Kat might be in way over her head, but she’s not going down without a fight. After all she has her best friend—the gorgeous Hale—and the rest of her crew with her as they chase the Cleopatra around the globe, dodging curses, realizing that the same tricks and cons her family has used for centuries are useless this time.Which means, this time, Katarina Bishop is making up her own rules.",Heist Society #2,,,June 21st 2011,"['Gabrielle', 'Simon', 'Katarina Bishop', 'W. W. Hale the Fifth']",Hardcover,,9781423147954,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1298155996l/10327303.jpg,4.13,['Goodreads Choice Award Nominee for Young Adult Fiction (2011)'],963.0,13.0,,,,95.0,40822.0,298,"Little, Brown Books for Young Readers","['16978', '14747', '7194', '1363', '540']",,"['Brooklyn, New York City, New York (United States)', 'New York City, New York (United States)', 'Austria', 'Lyon (France)', 'Monte Carlo (Monaco)', 'Paraguay']",,['Ally Carter']
