title,subtitle,categories,description,series,edition,firstPublishDate,published_year,characters,format,isbn10,isbn13,asin,image_url,average_rating,awards,bbeScore,bbeVotes,isBestSeller,isEditorsPick,isGoodReadsChoice,likedPercent,numRatings,pages,publisher,ratingsByStars,ratings_count,setting,soldBy,author_list
Zübük,,"['Turkish Literature', 'Turkish', 'Fiction', 'Roman', 'Humor', 'Novels']",,,,10/30/61,Published,"['Zübükzâde İbraam', 'Aklı Evvel Bedir hoca', 'Tüccardan Emin Efendi', 'Gedikli İhsan Efendi', 'İğri Nuri']",Paperback,,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388931814l/20443529.jpg,4.4,[],176.0,2.0,,,,98.0,949.0,391,Tekin Yayınevi,"['531', '292', '103', '16', '7']",,[],,['Aziz Nesin']
Zübüklüğün Sonu Yok,,"['Turkish', 'Fiction', 'Turkish Literature', 'Short Stories']","Gülmece edebiyatının doruğundaki yazarımız Aziz Nesin`i 100. doğum yılında anarken onun öyküleri, yazı ve konuşmalarından derlenen tematik bir seçki sunuyoruz.Aziz Nesin`in öyküleri geniş bir konu yelpazesi içinde yalnız günlük yaşamı değil insanlık durumlarını ve toplumsal ilişkileri de gözler önüne serer, okuyanı güldürürken hayatı anlamaya yöneltir. Aynı çeşitlilik yazıları ve konuşmalarında da geçerlidir.Seçkimizi hazırlarken istedik ki Aziz Nesin`in kitaplarındaki öykü ve yazılarını bu kez tematik bir bütünlük içinde okuyun.",,,,February 2006,[],Paperback,,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309994112l/10517937.jpg,4.19,[],81.0,1.0,,,,98.0,126.0,160,Nesin Yayınevi,"['53', '48', '22', '2', '1']",,[],,['Aziz Nesin']
Zero Sight,,"['Urban Fantasy', 'Fantasy', 'Young Adult', 'Paranormal', 'Magic', 'Vampires', 'Romance', 'Supernatural', 'Urban', 'Fiction']","Meet Dieter Resnick. Dieter is the sole child of an abusive single father, a perennial schoolyard brawler, and Ted Binion High's number one academic prospect. Dieter is terrified of staying poor. He has few friends and is absolutely obsessed with earning a college scholarship. He's also a latent mage--one of the few humans left that can bend the manaflows to their will.Too bad no one told him. Now a boy is dead. Meet Rei Acerba Bathory. Rei is a second year student at Elliot College, the premiere magical training academy in North America. She's also on an all-liquid diet. Rei acquired her odd speech and mannerisms living among her centuries-old kin--strange vampiric creatures that have carved out the Midwest as their playground. She can kill a man without blinking, but has a serious weakness for puppies. Thanks to a childhood spent living cloistered from the public, Rei knows little of modern society. She'd do well to make some friends, but her fellow trainees despise her. Rei is the first of her kind to be admitted, and many hope to make her the last.Dieter was raised in the grimy outskirts of Las Vegas. Rei was homeschooled in a Chicago mansion. Both are on their way to Elliot College. Both believe the other is a creature of idle fantasy. In ten hours, they're going to be at the center of a war fought by shadow actors. In eleven hours, they're going to become a weft-pair, bound together by the most sacred spell in the magic canon. And in twelve hours? Well, in twelve hours, they've got to get to class...Zero Sight is a full-length contemporary fantasy novel, 107,000 words or about 350 pages. The entire novel is provided DRM-free based on reader requests. Because of foul mouths and graphic situations, Zero Sight is only recommended for readers 16 years and older.",Zero Sight #1,1st Edition,,March 24th 2011,[],Kindle Edition,,B004UB2WME,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1302117915l/11012966.jpg,4.02,[],88.0,1.0,,,,93.0,5596.0,236,Astraeus Press,"['2037', '2164', '1015', '251', '129']",,[],,['B. Justin Shier']
Zomboro Virus,,['Zombies'],"Major Trevor Dyer got his wish. While playing zombie video games as a teenager, he'd dreamed of a zombie apocalypse. Years later, the game he loved became reality.The United Nations created the Zomboro Virus to aid in the war on terrorism. But it backfired. The world was now crawling with flesh eating zombies.As Trevor and his team fight to rid the planet of the undead, his brother and famed Scientist, Dr. Tyler Dyer scrambles to find a cure before darkness and terror win.",,,07/25/11,September 20th 2011,[],Kindle Edition,,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329428491l/13488155.jpg,3.63,[],98.0,1.0,,,,74.0,27.0,,Brenda Dyer,"['10', '6', '4', '5', '2']",,[],,['Brenda Dyer']
Zwei Sommer,,"['Young Adult', 'Romance']","Láska sice hory přenáší a také je mocnou čarodějkou, ale někdy je víc zlomyslnou a krutou ježibabou. Marie a Isabela byly nejlepší kamarádky, ale najednou se na sebe nedokážou ani podívat. Překonají hořkou pachuť posledních dní, nebo hodí všechno hezké, co kdy spolu prožily, za hlavu jen pro Oliverovy sametové rty?",,,01/01/08,June 1st 2008,[],Paperback,,9783473543311,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327787144l/7869294.jpg,3.2,['Lauer Lufti (2008)'],94.0,1.0,,,,73.0,44.0,,Ravensburger Buchverlag,"['7', '8', '17', '11', '1']",,[],,['Britta Keil']
Zitronentagetes,,[],"Neues aus St. Elwine ...Floriane lebt nun schon einige Jahre mit ihrem Sohn Kevin in St. Elwine. In das ferne Havelland schickt sie Briefe und gaukelt ihren Eltern die Geschichte einer intakten Familie vor. In Wirklichkeit jedoch verschlechtert sich ihre angespannte finanzielle Lage immer mehr. Wie immer halten die Quilterinnen zusammen und schließlich macht Charlotte einen sensationellen Vorschlag. Marc ist der beste Kumpel, den man sich nur vorstellen kann. Dann jedoch geschieht das Unfassbare: Nach einer feuchtfröhlichen Betriebsweihnachtsfeier ereignet sich ein Verkehrsunfall. Als auch noch sein Vater wieder auftaucht, ist nichts mehr wie es einmal war. Die Situation wird immer bedrohlicher, als ein Erpresser seine Familie in Schach hält.Eine einfühlsame, authentische und humorvolle Geschichte von Freundschaft und Liebe um den Verlust der körperlichen Unversehrtheit.",St. Elwine #3,,10/10/12,September 6th 2013,[],Paperback,,9789963727360,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1378712479l/18468370.jpg,4.4,[],70.0,1.0,,,,100.0,10.0,512,bookshouse Verlag,"['5', '4', '1', '0', '0']",,[],,['Britta Orlowski']
Zero at the Bone,,"['True Crime', 'Nonfiction', 'Crime']","From Publishers WeeklyThe story of Ronald Gene Simmons and his psychotic rampage, which in 1987 left 14 family members in a mass grave behind their trailer home, is presented here in detail. When his military days were over, Simmons, a former Air Force sergeant, began a torturous series of acts of violence and humiliation against his family. While a fierce presence to his wife, Becky, and six of their seven children, he became exceptionally tender with his favorite daughter, Sheila, and forced her into an incestuous relationship that culminated in the birth of a child. Simmons went through a series of menial jobs and, after several moves, finally settled his family in the foothills of the Ozarks. But faced with growing frustration of his need for control, along with his daughter's rejection of him and marriage to another man, which he claimed had ruined his plans to have a happy life alone with her, he prepared the ritual killing of all those who had made his dream unworkable. While for the most part, Williams ( Tankwar ) and Marshall, a journalist, tell the story convincingly, they fail when they attempt to re-create and explain Simmons's thought processes.Copyright 1991 Reed Business Information, Inc.From Library Journal",,,,March 1st 1991,[],Hardcover,,9780671685119,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420616914l/1020302.jpg,3.85,[],75.0,1.0,,,,93.0,120.0,302,Pocket Books,"['36', '41', '35', '5', '3']",,[],,"['Bryce Marshall', 'Paul Williams']"
Zodiac Academy: The Awakening,,"['Fantasy', 'Paranormal', 'Fae', 'Vampires', 'New Adult', 'Romance', 'Magic', 'Shapeshifters', 'Paranormal Romance', 'Dragons']","
  You have been selected to attend Zodiac Academy, where your star sign defines your destiny.
If you're one of the Fae, elemental magic is in your blood. And apparently it's in ours. As twins born in the month of Gemini, we're a rare breed even in this academy of supernatural a-holes.Changelings were outlawed hundreds of years ago but I guess our birth parents didn't get the memo. Which means we're totally unprepared for the ruthless world of Fae.Air. Fire. Water. Earth.No one has ever harnessed all four of them, until we arrived. And it hasn't made us any friends so far.As the rarest Elementals ever known, we're already a threat to the four celestial heirs; the popular, vindictive bullies who happen to be some of the hottest guys we've ever seen. It doesn't help that they're the most dangerous beasts in the Academy. And probably on earth too.Our fates are intertwined, but they want us gone. They've only got until the lunar eclipse to force us out and they'll stop at nothing to succeed.We never knew we had a birthright to live up to but now that we do, we intend to claim our throne.We can't expect any help from the faculty when it comes to defending ourselves. So if the dragon shifters want some target practice, the werewolves want someone to hunt or the vampires fancy a snack then we have to be ready. But we've been looking after each other for a long time and fighting back is in our blood.Today's horoscope: totally screwed.This is a full-length medium burn novel that is the first in a university-age academy series. Expect forbidden love and bully romance with mature content suitable for upper YA readers and onwards.",Supernatural Beasts and Bullies #1,,07/13/19,August 2nd 2019 ,[],Kindle Edition,,B07SV21LFY,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1560277389l/46261182._SY475_.jpg,4.33,[],100.0,1.0,,,,96.0,2208.0,498,,"['1218', '647', '247', '54', '42']",,[],,"['Caroline Peckham', 'Susanne Valenti']"
Zodiac Academy: Ruthless Fae,,"['Fantasy', 'Fae', 'Paranormal', 'Romance', 'Vampires', 'Magic', 'New Adult', 'Paranormal Romance', 'Dragons', 'Shapeshifters']"," They tried to break us.They almost did.But we're not going anywhere.The Celestial Heirs think the stars are on their side. But they don't know what's coming. Fighting them one on one isn't an option so we have to be stealthy. Remaining under the radar won't be easy, but if we pull it off, they'll never suspect our involvement when their lives start falling apart.Besides, they've already taken us to the brink of hell, what more can they really do?**THIS IS NOT REVERSE HAREM**This is a paranormal academy bully romance and forbidden teacher romance. Suitable for Upper YA/NA readers who are fans of Shunned, Cruel Magic and Supernatural Academy.Start with book 1 here >>> amazon.com/dp/B07SV21LFY",Supernatural Beasts and Bullies #2,,,August 30th 2019,[],Kindle Edition,,B07VJ383S6,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1565943045l/51966347._SX318_SY475_.jpg,4.58,[],99.0,1.0,,,,99.0,1841.0,517,,"['1245', '447', '127', '18', '4']",,[],,"['Caroline Peckham', 'Susanne Valenti']"
Zodiac Academy: The Reckoning,,"['Fantasy', 'Fae', 'Paranormal', 'Romance', 'Vampires', 'New Adult', 'Magic', 'Paranormal Romance', 'Dragons', 'Werewolves']","The answer to your question will be revealed on the Lunar Eclipse.But when finding the truth, don't let the shadows take you.The week of The Reckoning has begun. And senior students have been tasked with making the freshmen's lives pure hell as they prepare to take their fateful assessment. With the Lunar Eclipse on the horizon, Tory and Darcy have more to worry about than just passing their exams. A dark plot is unfolding and the shadows are drawing closer...",Supernatural Beasts and Bullies #3,,,October 4th 2019,[],Kindle Edition,,B07XBGJKHQ,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1567423028l/49551172._SX318_SY475_.jpg,4.59,[],98.0,1.0,,,,99.0,1735.0,612,,"['1208', '379', '122', '21', '5']",,[],,"['Caroline Peckham', 'Susanne Valenti']"
Zwaar beproefd!,,"['Chick Lit', 'Romance']",Wat doe je als je vriend zó'n lekker ding is dat je bijna niet kunt geloven dat hij gek is op jou! Isa en Ruben zijn stapelverliefd en kunnen hun geluk niet op nu ze gaan samenwonen. En Isa is eindelijk een beetje gewend aan het idee dat Rubens waanzinnig aantrekkelijke verschijning nu echt 'bij haar' hoort. Maar dan gaat Ruben samenwerken met zijn knappe ex-vriendin en maakt Isa steeds langere dagen in de dierenartsenpraktijk. Ze leert veel van haar nieuwe baas Hugo die haar bij een ingewikkelde operatie betrekt. Ruben en Isa zien elkaar alleen nog als ze 's avonds bij elkaar in bed ploffen en zo krijgt jaloezie de overhand. Is hun relatie bestand tegen opdringerige collega's? En wanneer durft Isa nou eindelijk eens honderd procent zichzelf te zijn bij Ruben?,Zwaar! #2,,11/30/09,August 2011,[],Paperback,,9789044325294,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328375232l/11098832.jpg,3.97,[],96.0,1.0,,,,95.0,571.0,320,The House of Books,"['170', '248', '124', '25', '4']",,[],,['Chantal van Gastel']
Zero,The Biography of a Dangerous Idea,Zero (The number),"A NEW YORK TIMES NOTABLE BOOKThe Babylonians invented it, the Greeks banned it, the Hindus worshipped it, and the Christian Church used it to fend off heretics. Today it's a timebomb ticking in the heart of astrophysics. For zero, infinity's twin, is not like other numbers. It is both nothing and everything.Zero has pitted East against West and faith against reason, and its intransigence persists in the dark core of a black hole and the brilliant flash of the Big Bang. Today, zero lies at the heart of one of the biggest scientific controversies of all time: the quest for a theory of everything. Within the concept of zero lies a philosophical and scientific history of humanity.Charles Seife's elegant and witty account takes us from Aristotle to superstring theory by way of Egyptian geometry, Kabbalism, Einstein, the Chandrasekhar limit and Stephen Hawking. Covering centuries of thought, it is a concise tour of a world of ideas, bound up in the simple notion of nothing.",,,,2003.0,,,0285635948,9780285635944,,http://books.google.com/books/content?id=Yj1EPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.96,,,,,,,,,248.0,,,116.0,,,['Charles Seife']
Zofloya,,"['Gothic', 'Classics', 'Fiction', 'Horror', '19th Century', 'Literature', 'Historical Fiction', 'Italy', 'British Literature', 'Fantasy']","'Few venture as thou hast in the alarming paths of sin.' This is the final judgement of Satan on Victoria di Loredani, the heroine of Zofloya, or The Moor (1806), a tale of lust, betrayal, and multiple murder set in Venice in the last days of the fifteenth century. The novel follows Victoria's progress from spoilt daughter of indulgent aristocrats, through a period of abuse and captivity, to a career of deepening criminality conducted under Satan's watchful eye. Charlotte Dacre's narrative deftly displays her heroine's movement from the vitalized position of Ann Radcliffe's heroines to a fully conscious commitment to vice that goes beyond that of 'Monk' Lewis's deluded Ambrosio. The novel's most daring aspect is its anatomy of Victoria's intense sexual attraction to her Moorish servant Zofloya that transgresses taboos both of class and race. A minor scandal on its first publication, and a significant influence on Byron and Shelley, Zofloya has been unduly neglected. Contradicting idealized stereotypes of women's writing, the novel's portrait of indulged desire, gratuitous cruelty, and monumental self-absorption retains considerable power to disturb.",,,11/06/06,June 10th 1997,[],Paperback,,9781551111469,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327912129l/1116977.jpg,3.56,[],79.0,1.0,,,,85.0,1612.0,303,Broadview Press Inc,"['321', '558', '489', '190', '54']",,['Venice (Italy)'],,"['Charlotte Dacre', 'Adriana Craciun']"
Zes maanden zonder,,"['Chick Lit', 'Fiction', 'Romance']","Als je op je achtentwintigste nog bij je zus in huis woont, uit verveling met je baas slaapt en een baan hebt waarbij je het grootste gedeelte van de tijd op de wc afleveringen van The Killing op je telefoon zit te kijken, weet je dat het tijd is voor een rigoureuze verandering, vindt Robin. Aangezien drank en mannen in haar leven meestal voor problemen zorgen, gaat ze met haar zus een weddenschap aan om een half jaar geen alcohol te drinken en met niemand naar bed te gaan.Via een advertentie op internet komt Robin in contact met ene Connor McFarland, die op zoek is naar een kindermeisje in een gehucht in Ierland. Dat lijkt Robin de perfectie locatie om haar weddenschap te winnen. Ze stapt zonder aarzelen op het vliegtuig, maar Connor blijkt een totaal ander type dan ze dacht; ze hebben binnen tien minuten ruzie en de baan is ook niet wat hij haar had voorgespiegeld.Toch blijft ze, bij gebrek aan beter plan. Die impulsieve beslissing brengt haar een onverwachte vriendschap, hilarische verwikkelingen en… de kans om eindelijk de liefde van haar leven te vinden.",,,,January 2014,[],Paperback,,9789022569634,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392748578l/20798954.jpg,3.77,[],96.0,1.0,,,,94.0,572.0,320,Boekerij,"['107', '266', '165', '29', '5']",,[],,['Charlotte de Monchy']
Zero Degree,,"['Fiction', 'India', 'Indian Literature', 'Novels']","Fiction. South Asia Studies. Translated from the Tamil by Pritham K. Chakravarthy and Rakesh Khanna. With its mad patchwork of phone sex conversations, nightmarish torture scenes, tender love poems, numerology, mythology, and compulsive name-dropping of Latin American intellectuals, Charu Nivedita's novel ZERO DEGREE stands out as a groundbreaking work of Tamil transgressive fiction that unflinchingly probes the deepest psychic wounds of humanity. ""Hide it in the deep recesses of your clothes cupboard or in the general chaos of your office desk, if you must, but read it""--Asha S. Menon, New Sunday Express.",,,10/30/98,May 16th 2008,[],Paperback,,9788190605618,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327996057l/3431810.jpg,3.54,['Prix Jan Michalski Nominee for Longlist (2013)'],99.0,1.0,,,,82.0,423.0,239,Blaft Publications,"['104', '132', '112', '40', '35']",,[],,"['Charu Nivedita', 'Pritham K. Chakravarthy', 'Rakesh Khanna']"
Zink,,"['Childrens', 'Fantasy', 'Young Adult', 'Animals', 'Fiction', 'Middle Grade', 'Contemporary', 'Illness', 'Realistic Fiction']","""Inspired by an actual child's life and writings, this tale of a young leukemia victim will elicit both tears and laughter."" -- Booklist, BoxedBecky Zaslow's leukemia diagnosis has introduced her to a world she never knew existed, a scary world of hospitals and blood counts and chemotherapy. Ten-year-old Becky is afraid. But she doesn't have to go through this alone . . . she's got a trio of singing zebras to keep her company! A herd of zebras from the Serengeti plains forges a special spiritual bond with Becky. They boost her spirits by telling her the story of Zink, a polka-dotted zebra with the most courage and the biggest heart. ""Think Zink,"" the zebras tell her when things get bad. And when Becky does as they say, her soul voyages to Africa, where her imagination can run as free as the zebras.",,,11/06/98,March 13th 2001,[],Paperback,,9780440228103,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529461207l/609160._SX318_.jpg,4.32,[],60.0,1.0,,,,96.0,495.0,256,Yearling,"['276', '131', '69', '10', '9']",,[],,['Cherie Bennett']
